 Timestamp,,,healthy value,, attacked Value
 30/6/2015 1:53:55 PM,,,8.136248,,7.527429
 30/6/2015 1:53:56 PM,,,8.136248,,7.521341
 30/6/2015 1:53:57 PM,,,8.136248,,7.511728
 30/6/2015 1:53:58 PM,,,8.136248,,7.503717
 30/6/2015 1:53:59 PM,,,8.136248,,7.493784
 30/6/2015 1:54:00 PM,,,8.136248,,7.487696
 30/6/2015 1:54:01 PM,,,8.136248,,7.477762
 30/6/2015 1:54:02 PM,,,8.136248,,7.469431
 30/6/2015 1:54:03 PM,,,8.136248,,7.460139
 30/6/2015 1:54:04 PM,,,8.136248,,7.455332
 30/6/2015 1:54:05 PM,,,8.136248,,7.445399
 30/6/2015 1:54:06 PM,,,8.134005,,7.436427
 30/6/2015 1:54:07 PM,,,8.134005,,7.432902
 30/6/2015 1:54:08 PM,,,8.134005,,7.426173
 30/6/2015 1:54:09 PM,,,8.134005,,7.42361
 30/6/2015 1:54:10 PM,,,8.134005,,7.420085
 30/6/2015 1:54:11 PM,,,8.134005,,7.420085
 30/6/2015 1:54:12 PM,,,8.134005,,7.420085
 30/6/2015 1:54:13 PM,,,8.135286,,7.413356
 30/6/2015 1:54:14 PM,,,8.135286,,7.413356
 30/6/2015 1:54:15 PM,,,8.13785,,7.412395
 30/6/2015 1:54:16 PM,,,8.13785,,7.410151
 30/6/2015 1:54:17 PM,,,8.13785,,7.407908
 30/6/2015 1:54:18 PM,,,8.13785,,7.407908
 30/6/2015 1:54:19 PM,,,8.13785,,7.407908
 30/6/2015 1:54:20 PM,,,8.13785,,7.407908
 30/6/2015 1:54:21 PM,,,8.13785,,7.407908
 30/6/2015 1:54:22 PM,,,8.140413,,7.407908
 30/6/2015 1:54:23 PM,,,8.140413,,7.407908
 30/6/2015 1:54:24 PM,,,8.142336,,7.411754
 30/6/2015 1:54:25 PM,,,8.142336,,7.413676
 30/6/2015 1:54:26 PM,,,8.142336,,7.413676
 30/6/2015 1:54:27 PM,,,8.146502,,7.413676
 30/6/2015 1:54:28 PM,,,8.146502,,7.415599
 30/6/2015 1:54:29 PM,,,8.146502,,7.41656
 30/6/2015 1:54:30 PM,,,8.146502,,7.418803
 30/6/2015 1:54:31 PM,,,8.146502,,7.419124
 30/6/2015 1:54:32 PM,,,8.146502,,7.422008
 30/6/2015 1:54:33 PM,,,8.146502,,7.42361
 30/6/2015 1:54:34 PM,,,8.146502,,7.424571
 30/6/2015 1:54:35 PM,,,8.148104,,7.424571
 30/6/2015 1:54:36 PM,,,8.148104,,7.424571
 30/6/2015 1:54:37 PM,,,8.148104,,7.424571
 30/6/2015 1:54:38 PM,,,8.148104,,7.427775
 30/6/2015 1:54:39 PM,,,8.148104,,7.427775
 30/6/2015 1:54:40 PM,,,8.148104,,7.429698
 30/6/2015 1:54:41 PM,,,8.148104,,7.429698
 30/6/2015 1:54:42 PM,,,8.148104,,7.430338
 30/6/2015 1:54:43 PM,,,8.148104,,7.431941
 30/6/2015 1:54:44 PM,,,8.148104,,7.431941
 30/6/2015 1:54:45 PM,,,8.151308,,7.431941
 30/6/2015 1:54:46 PM,,,8.151308,,7.431941
 30/6/2015 1:54:47 PM,,,8.151308,,7.431941
 30/6/2015 1:54:48 PM,,,8.151308,,7.431941
 30/6/2015 1:54:49 PM,,,8.156755,,7.431941
 30/6/2015 1:54:50 PM,,,8.156755,,7.431941
 30/6/2015 1:54:51 PM,,,8.156755,,7.431941
 30/6/2015 1:54:52 PM,,,8.156755,,7.430338
 30/6/2015 1:54:53 PM,,,8.156755,,7.430338
 30/6/2015 1:54:54 PM,,,8.156755,,7.430338
 30/6/2015 1:54:55 PM,,,8.156755,,7.430338
 30/6/2015 1:54:56 PM,,,8.159319,,7.430338
 30/6/2015 1:54:57 PM,,,8.161562,,7.430338
 30/6/2015 1:54:58 PM,,,8.162844,,7.432581
 30/6/2015 1:54:59 PM,,,8.162844,,7.434184
 30/6/2015 1:55:00 PM,,,8.162844,,7.434824
 30/6/2015 1:55:01 PM,,,8.162844,,7.438029
 30/6/2015 1:55:02 PM,,,8.162844,,7.438029
 30/6/2015 1:55:03 PM,,,8.162844,,7.438029
 30/6/2015 1:55:04 PM,,,8.165087,,7.441233
 30/6/2015 1:55:05 PM,,,8.165087,,7.441233
 30/6/2015 1:55:06 PM,,,8.165087,,7.441233
 30/6/2015 1:55:07 PM,,,8.165087,,7.441233
 30/6/2015 1:55:08 PM,,,8.165087,,7.447001
 30/6/2015 1:55:09 PM,,,8.165087,,7.447001
 30/6/2015 1:55:10 PM,,,8.165087,,7.447001
 30/6/2015 1:55:11 PM,,,8.165087,,7.447001
 30/6/2015 1:55:12 PM,,,8.165087,,7.447001
 30/6/2015 1:55:13 PM,,,8.165087,,7.447001
 30/6/2015 1:55:14 PM,,,8.165087,,7.447001
 30/6/2015 1:55:15 PM,,,8.165087,,7.447001
 30/6/2015 1:55:16 PM,,,8.165087,,7.447001
 30/6/2015 1:55:17 PM,,,8.165087,,7.447001
 30/6/2015 1:55:18 PM,,,8.166048,,7.447001
 30/6/2015 1:55:19 PM,,,8.168291,,7.447001
 30/6/2015 1:55:20 PM,,,8.168291,,7.447001
 30/6/2015 1:55:21 PM,,,8.169573,,7.447001
 30/6/2015 1:55:22 PM,,,8.169573,,7.447001
 30/6/2015 1:55:23 PM,,,8.169573,,7.447001
 30/6/2015 1:55:24 PM,,,8.169573,,7.447001
 30/6/2015 1:55:25 PM,,,8.169573,,7.450846
 30/6/2015 1:55:26 PM,,,8.169573,,7.452128
 30/6/2015 1:55:27 PM,,,8.169573,,7.452128
 30/6/2015 1:55:28 PM,,,8.169573,,7.452128
 30/6/2015 1:55:29 PM,,,8.169573,,7.452128
 30/6/2015 1:55:30 PM,,,8.169573,,7.452128
 30/6/2015 1:55:31 PM,,,8.173738,,7.452128
 30/6/2015 1:55:32 PM,,,8.173738,,7.452128
 30/6/2015 1:55:33 PM,,,8.173738,,7.452128
 30/6/2015 1:55:34 PM,,,8.173738,,7.452128
 30/6/2015 1:55:35 PM,,,8.173738,,7.455012
 30/6/2015 1:55:36 PM,,,8.173738,,7.455012
 30/6/2015 1:55:37 PM,,,8.177583,,7.455012
 30/6/2015 1:55:38 PM,,,8.178544,,7.455012
 30/6/2015 1:55:39 PM,,,8.178544,,7.455012
 30/6/2015 1:55:40 PM,,,8.178544,,7.455012
 30/6/2015 1:55:41 PM,,,8.178544,,7.455012
 30/6/2015 1:55:42 PM,,,8.180787,,7.455012
 30/6/2015 1:55:43 PM,,,8.180787,,7.455012
 30/6/2015 1:55:44 PM,,,8.180787,,7.455012
 30/6/2015 1:55:45 PM,,,8.180787,,7.455012
 30/6/2015 1:55:46 PM,,,8.183671,,7.455012
 30/6/2015 1:55:47 PM,,,8.184953,,7.455012
 30/6/2015 1:55:48 PM,,,8.187196,,7.455012
 30/6/2015 1:55:49 PM,,,8.187196,,7.455012
 30/6/2015 1:55:50 PM,,,8.187196,,7.454051
 30/6/2015 1:55:51 PM,,,8.187196,,7.454051
 30/6/2015 1:55:52 PM,,,8.187196,,7.454051
 30/6/2015 1:55:53 PM,,,8.187196,,7.454051
 30/6/2015 1:55:54 PM,,,8.187196,,7.454051
 30/6/2015 1:55:55 PM,,,8.187196,,7.45341
 30/6/2015 1:55:56 PM,,,8.187516,,7.45341
 30/6/2015 1:55:57 PM,,,8.189759,,7.45341
 30/6/2015 1:55:58 PM,,,8.189759,,7.45341
 30/6/2015 1:55:59 PM,,,8.189759,,7.45341
 30/6/2015 1:56:00 PM,,,8.189759,,7.45341
 30/6/2015 1:56:01 PM,,,8.189759,,7.45341
 30/6/2015 1:56:02 PM,,,8.189759,,7.45341
 30/6/2015 1:56:03 PM,,,8.189759,,7.45341
 30/6/2015 1:56:04 PM,,,8.189759,,7.45341
 30/6/2015 1:56:05 PM,,,8.189759,,7.45341
 30/6/2015 1:56:06 PM,,,8.189759,,7.45341
 30/6/2015 1:56:07 PM,,,8.189759,,7.45341
 30/6/2015 1:56:08 PM,,,8.189759,,7.45341
 30/6/2015 1:56:09 PM,,,8.189759,,7.45341
 30/6/2015 1:56:10 PM,,,8.189759,,7.450846
 30/6/2015 1:56:11 PM,,,8.189759,,7.450846
 30/6/2015 1:56:12 PM,,,8.189759,,7.450846
 30/6/2015 1:56:13 PM,,,8.189759,,7.450846
 30/6/2015 1:56:14 PM,,,8.189759,,7.451167
 30/6/2015 1:56:15 PM,,,8.189759,,7.451167
 30/6/2015 1:56:16 PM,,,8.189759,,7.452128
 30/6/2015 1:56:17 PM,,,8.189759,,7.45373
 30/6/2015 1:56:18 PM,,,8.189759,,7.454371
 30/6/2015 1:56:19 PM,,,8.19008,,7.454371
 30/6/2015 1:56:20 PM,,,8.191682,,7.454371
 30/6/2015 1:56:21 PM,,,8.191682,,7.454371
 30/6/2015 1:56:22 PM,,,8.195207,,7.454371
 30/6/2015 1:56:23 PM,,,8.196809,,7.454371
 30/6/2015 1:56:24 PM,,,8.196809,,7.454371
 30/6/2015 1:56:25 PM,,,8.196809,,7.454371
 30/6/2015 1:56:26 PM,,,8.196809,,7.454371
 30/6/2015 1:56:27 PM,,,8.196809,,7.456614
 30/6/2015 1:56:28 PM,,,8.196809,,7.456614
 30/6/2015 1:56:29 PM,,,8.196809,,7.456614
 30/6/2015 1:56:30 PM,,,8.200974,,7.456614
 30/6/2015 1:56:31 PM,,,8.201936,,7.456614
 30/6/2015 1:56:32 PM,,,8.201936,,7.456614
 30/6/2015 1:56:33 PM,,,8.203538,,7.456614
 30/6/2015 1:56:34 PM,,,8.203538,,7.456614
 30/6/2015 1:56:35 PM,,,8.203538,,7.456614
 30/6/2015 1:56:36 PM,,,8.203538,,7.456614
 30/6/2015 1:56:37 PM,,,8.203538,,7.456614
 30/6/2015 1:56:38 PM,,,8.206422,,7.456614
 30/6/2015 1:56:39 PM,,,8.206422,,7.456614
 30/6/2015 1:56:40 PM,,,8.206422,,7.456614
 30/6/2015 1:56:41 PM,,,8.206422,,7.456614
 30/6/2015 1:56:42 PM,,,8.206422,,7.456614
 30/6/2015 1:56:43 PM,,,8.206422,,7.456614
 30/6/2015 1:56:44 PM,,,8.206422,,7.456614
 30/6/2015 1:56:45 PM,,,8.206422,,7.456614
 30/6/2015 1:56:46 PM,,,8.206422,,7.456614
 30/6/2015 1:56:47 PM,,,8.206422,,7.456614
 30/6/2015 1:56:48 PM,,,8.206422,,7.456614
 30/6/2015 1:56:49 PM,,,8.206422,,7.456614
 30/6/2015 1:56:50 PM,,,8.206422,,7.456614
 30/6/2015 1:56:51 PM,,,8.206422,,7.456614
 30/6/2015 1:56:52 PM,,,8.206422,,7.456614
 30/6/2015 1:56:53 PM,,,8.206422,,7.456614
 30/6/2015 1:56:54 PM,,,8.206422,,7.456614
 30/6/2015 1:56:55 PM,,,8.206422,,7.454371
 30/6/2015 1:56:56 PM,,,8.206422,,7.454371
 30/6/2015 1:56:57 PM,,,8.207383,,7.454371
 30/6/2015 1:56:58 PM,,,8.210587,,7.454371
 30/6/2015 1:56:59 PM,,,8.210587,,7.454371
 30/6/2015 1:57:00 PM,,,8.210587,,7.454371
 30/6/2015 1:57:01 PM,,,8.210587,,7.454371
 30/6/2015 1:57:02 PM,,,8.210587,,7.454371
 30/6/2015 1:57:03 PM,,,8.210587,,7.454371
 30/6/2015 1:57:04 PM,,,8.210587,,7.454371
 30/6/2015 1:57:05 PM,,,8.210587,,7.454371
 30/6/2015 1:57:06 PM,,,8.210587,,7.454371
 30/6/2015 1:57:07 PM,,,8.210587,,7.454371
 30/6/2015 1:57:08 PM,,,8.212509,,7.454371
 30/6/2015 1:57:09 PM,,,8.212509,,7.454371
 30/6/2015 1:57:10 PM,,,8.212509,,7.454371
 30/6/2015 1:57:11 PM,,,8.212509,,7.454371
 30/6/2015 1:57:12 PM,,,8.212509,,7.454371
 30/6/2015 1:57:13 PM,,,8.212509,,7.454371
 30/6/2015 1:57:14 PM,,,8.212509,,7.454371
 30/6/2015 1:57:15 PM,,,8.212509,,7.454371
 30/6/2015 1:57:16 PM,,,8.212509,,7.454371
 30/6/2015 1:57:17 PM,,,8.21315,,7.454371
 30/6/2015 1:57:18 PM,,,8.21315,,7.454371
 30/6/2015 1:57:19 PM,,,8.214432,,7.454371
 30/6/2015 1:57:20 PM,,,8.216995,,7.454371
 30/6/2015 1:57:21 PM,,,8.216995,,7.454371
 30/6/2015 1:57:22 PM,,,8.216995,,7.454371
 30/6/2015 1:57:23 PM,,,8.216995,,7.455653
 30/6/2015 1:57:24 PM,,,8.216995,,7.455653
 30/6/2015 1:57:25 PM,,,8.216995,,7.455653
 30/6/2015 1:57:26 PM,,,8.216995,,7.455653
 30/6/2015 1:57:27 PM,,,8.216995,,7.456614
 30/6/2015 1:57:28 PM,,,8.218597,,7.456614
 30/6/2015 1:57:29 PM,,,8.218918,,7.456614
 30/6/2015 1:57:30 PM,,,8.218918,,7.456614
 30/6/2015 1:57:31 PM,,,8.218918,,7.456614
 30/6/2015 1:57:32 PM,,,8.2202,,7.456614
 30/6/2015 1:57:33 PM,,,8.2202,,7.458537
 30/6/2015 1:57:34 PM,,,8.2202,,7.458537
 30/6/2015 1:57:35 PM,,,8.2202,,7.458537
 30/6/2015 1:57:36 PM,,,8.2202,,7.458537
 30/6/2015 1:57:37 PM,,,8.2202,,7.458537
 30/6/2015 1:57:38 PM,,,8.216675,,7.457255
 30/6/2015 1:57:39 PM,,,8.216675,,7.457255
 30/6/2015 1:57:40 PM,,,8.216675,,7.455332
 30/6/2015 1:57:41 PM,,,8.216675,,7.455332
 30/6/2015 1:57:42 PM,,,8.216675,,7.455332
 30/6/2015 1:57:43 PM,,,8.216675,,7.455332
 30/6/2015 1:57:44 PM,,,8.218597,,7.455332
 30/6/2015 1:57:45 PM,,,8.218597,,7.458216
 30/6/2015 1:57:46 PM,,,8.218597,,7.458216
 30/6/2015 1:57:47 PM,,,8.218597,,7.458216
 30/6/2015 1:57:48 PM,,,8.218597,,7.459818
 30/6/2015 1:57:49 PM,,,8.218597,,7.460139
 30/6/2015 1:57:50 PM,,,8.218597,,7.460139
 30/6/2015 1:57:51 PM,,,8.2202,,7.460139
 30/6/2015 1:57:52 PM,,,8.2202,,7.462382
 30/6/2015 1:57:53 PM,,,8.2202,,7.462382
 30/6/2015 1:57:54 PM,,,8.2202,,7.465266
 30/6/2015 1:57:55 PM,,,8.2202,,7.465266
 30/6/2015 1:57:56 PM,,,8.2202,,7.465266
 30/6/2015 1:57:57 PM,,,8.2202,,7.465266
 30/6/2015 1:57:58 PM,,,8.217316,,7.465266
 30/6/2015 1:57:59 PM,,,8.216675,,7.465266
 30/6/2015 1:58:00 PM,,,8.216034,,7.465266
 30/6/2015 1:58:01 PM,,,8.216034,,7.465266
 30/6/2015 1:58:02 PM,,,8.21315,,7.465266
 30/6/2015 1:58:03 PM,,,8.21315,,7.464625
 30/6/2015 1:58:04 PM,,,8.21315,,7.464625
 30/6/2015 1:58:05 PM,,,8.209306,,7.463023
 30/6/2015 1:58:06 PM,,,8.209306,,7.462382
 30/6/2015 1:58:07 PM,,,8.206422,,7.462061
 30/6/2015 1:58:08 PM,,,8.206101,,7.461421
 30/6/2015 1:58:09 PM,,,8.203538,,7.458537
 30/6/2015 1:58:10 PM,,,8.201295,,7.458537
 30/6/2015 1:58:11 PM,,,8.201295,,7.458537
 30/6/2015 1:58:12 PM,,,8.201295,,7.458537
 30/6/2015 1:58:13 PM,,,8.199372,,7.458537
 30/6/2015 1:58:14 PM,,,8.197129,,7.458857
 30/6/2015 1:58:15 PM,,,8.197129,,7.46078
 30/6/2015 1:58:16 PM,,,8.197129,,7.46078
 30/6/2015 1:58:17 PM,,,8.193284,,7.46078
 30/6/2015 1:58:18 PM,,,8.193284,,7.46078
 30/6/2015 1:58:19 PM,,,8.188478,,7.459177
 30/6/2015 1:58:20 PM,,,8.188478,,7.457575
 30/6/2015 1:58:21 PM,,,8.186555,,7.457575
 30/6/2015 1:58:22 PM,,,8.184953,,7.457575
 30/6/2015 1:58:23 PM,,,8.183351,,7.457575
 30/6/2015 1:58:24 PM,,,8.178864,,7.457575
 30/6/2015 1:58:25 PM,,,8.178864,,7.457575
 30/6/2015 1:58:26 PM,,,8.178864,,7.457575
 30/6/2015 1:58:27 PM,,,8.178864,,7.457575
 30/6/2015 1:58:28 PM,,,8.177583,,7.457575
 30/6/2015 1:58:29 PM,,,8.177583,,7.458537
 30/6/2015 1:58:30 PM,,,8.174058,,7.460459
 30/6/2015 1:58:31 PM,,,8.173097,,7.460459
 30/6/2015 1:58:32 PM,,,8.173097,,7.460459
 30/6/2015 1:58:33 PM,,,8.173097,,7.456614
 30/6/2015 1:58:34 PM,,,8.173097,,7.456614
 30/6/2015 1:58:35 PM,,,8.170854,,7.456614
 30/6/2015 1:58:36 PM,,,8.170854,,7.456614
 30/6/2015 1:58:37 PM,,,8.169893,,7.456614
 30/6/2015 1:58:38 PM,,,8.169893,,7.456614
 30/6/2015 1:58:39 PM,,,8.165728,,7.456614
 30/6/2015 1:58:40 PM,,,8.165087,,7.456614
 30/6/2015 1:58:41 PM,,,8.165087,,7.456614
 30/6/2015 1:58:42 PM,,,8.165087,,7.456614
 30/6/2015 1:58:43 PM,,,8.165087,,7.458537
 30/6/2015 1:58:44 PM,,,8.161242,,7.458537
 30/6/2015 1:58:45 PM,,,8.16028,,7.458537
 30/6/2015 1:58:46 PM,,,8.158678,,7.458537
 30/6/2015 1:58:47 PM,,,8.158678,,7.458537
 30/6/2015 1:58:48 PM,,,8.158678,,7.458537
 30/6/2015 1:58:49 PM,,,8.15291,,7.458537
 30/6/2015 1:58:50 PM,,,8.15291,,7.458537
 30/6/2015 1:58:51 PM,,,8.15291,,7.458537
 30/6/2015 1:58:52 PM,,,8.149706,,7.458537
 30/6/2015 1:58:53 PM,,,8.148745,,7.458537
 30/6/2015 1:58:54 PM,,,8.148745,,7.458537
 30/6/2015 1:58:55 PM,,,8.14554,,7.458537
 30/6/2015 1:58:56 PM,,,8.142656,,7.458537
 30/6/2015 1:58:57 PM,,,8.138491,,7.458537
 30/6/2015 1:58:58 PM,,,8.138491,,7.458537
 30/6/2015 1:58:59 PM,,,8.134005,,7.458216
 30/6/2015 1:59:00 PM,,,8.134005,,7.458216
 30/6/2015 1:59:01 PM,,,8.128878,,7.458216
 30/6/2015 1:59:02 PM,,,8.128878,,7.458216
 30/6/2015 1:59:03 PM,,,8.125032,,7.458216
 30/6/2015 1:59:04 PM,,,8.121508,,7.458216
 30/6/2015 1:59:05 PM,,,8.119585,,7.458216
 30/6/2015 1:59:06 PM,,,8.118303,,7.458216
 30/6/2015 1:59:07 PM,,,8.115099,,7.458216
 30/6/2015 1:59:08 PM,,,8.114458,,7.458216
 30/6/2015 1:59:09 PM,,,8.110292,,7.458216
 30/6/2015 1:59:10 PM,,,8.10869,,7.458216
 30/6/2015 1:59:11 PM,,,8.10869,,7.458216
 30/6/2015 1:59:12 PM,,,8.10869,,7.458216
 30/6/2015 1:59:13 PM,,,8.10869,,7.458216
 30/6/2015 1:59:14 PM,,,8.106768,,7.458216
 30/6/2015 1:59:15 PM,,,8.105486,,7.458216
 30/6/2015 1:59:16 PM,,,8.103563,,7.458216
 30/6/2015 1:59:17 PM,,,8.103563,,7.458216
 30/6/2015 1:59:18 PM,,,8.101961,,7.458216
 30/6/2015 1:59:19 PM,,,8.100679,,7.458216
 30/6/2015 1:59:20 PM,,,8.097795,,7.458216
 30/6/2015 1:59:21 PM,,,8.096193,,7.458216
 30/6/2015 1:59:22 PM,,,8.095232,,7.458216
 30/6/2015 1:59:23 PM,,,8.095232,,7.458216
 30/6/2015 1:59:24 PM,,,8.095232,,7.46078
 30/6/2015 1:59:25 PM,,,8.090746,,7.461741
 30/6/2015 1:59:26 PM,,,8.089464,,7.461741
 30/6/2015 1:59:27 PM,,,8.087221,,7.461741
 30/6/2015 1:59:28 PM,,,8.087221,,7.461741
 30/6/2015 1:59:29 PM,,,8.084017,,7.461741
 30/6/2015 1:59:30 PM,,,8.083055,,7.463664
 30/6/2015 1:59:31 PM,,,8.083055,,7.463664
 30/6/2015 1:59:32 PM,,,8.078569,,7.463664
 30/6/2015 1:59:33 PM,,,8.078569,,7.463664
 30/6/2015 1:59:34 PM,,,8.078569,,7.463664
 30/6/2015 1:59:35 PM,,,8.076967,,7.463664
 30/6/2015 1:59:36 PM,,,8.076967,,7.461741
 30/6/2015 1:59:37 PM,,,8.074724,,7.460139
 30/6/2015 1:59:38 PM,,,8.074724,,7.460139
 30/6/2015 1:59:39 PM,,,8.074724,,7.460139
 30/6/2015 1:59:40 PM,,,8.074724,,7.460139
 30/6/2015 1:59:41 PM,,,8.073442,,7.460139
 30/6/2015 1:59:42 PM,,,8.073442,,7.460139
 30/6/2015 1:59:43 PM,,,8.071199,,7.456934
 30/6/2015 1:59:44 PM,,,8.071199,,7.456934
 30/6/2015 1:59:45 PM,,,8.071199,,7.456934
 30/6/2015 1:59:46 PM,,,8.071199,,7.456934
 30/6/2015 1:59:47 PM,,,8.071199,,7.456934
 30/6/2015 1:59:48 PM,,,8.071199,,7.456934
 30/6/2015 1:59:49 PM,,,8.071199,,7.456934
 30/6/2015 1:59:50 PM,,,8.066713,,7.454371
 30/6/2015 1:59:51 PM,,,8.066713,,7.454371
 30/6/2015 1:59:52 PM,,,8.066713,,7.454371
 30/6/2015 1:59:53 PM,,,8.066713,,7.454371
 30/6/2015 1:59:54 PM,,,8.063829,,7.454371
 30/6/2015 1:59:55 PM,,,8.063829,,7.454371
 30/6/2015 1:59:56 PM,,,8.063829,,7.454371
 30/6/2015 1:59:57 PM,,,8.060305,,7.454371
 30/6/2015 1:59:58 PM,,,8.060305,,7.454371
 30/6/2015 1:59:59 PM,,,8.060305,,7.454371
 30/6/2015 2:00:00 PM,,,8.060305,,7.454371
 30/6/2015 2:00:01 PM,,,8.060305,,7.454371
 30/6/2015 2:00:02 PM,,,8.060305,,7.454371
 30/6/2015 2:00:03 PM,,,8.05678,,7.454371
 30/6/2015 2:00:04 PM,,,8.05678,,7.454371
 30/6/2015 2:00:05 PM,,,8.05678,,7.454371
 30/6/2015 2:00:06 PM,,,8.05678,,7.45373
 30/6/2015 2:00:07 PM,,,8.05678,,7.45373
 30/6/2015 2:00:08 PM,,,8.05678,,7.45373
 30/6/2015 2:00:09 PM,,,8.05678,,7.45373
 30/6/2015 2:00:10 PM,,,8.05678,,7.45373
 30/6/2015 2:00:11 PM,,,8.05678,,7.45373
 30/6/2015 2:00:12 PM,,,8.053576,,7.45373
 30/6/2015 2:00:13 PM,,,8.051974,,7.455973
 30/6/2015 2:00:14 PM,,,8.051974,,7.455973
 30/6/2015 2:00:15 PM,,,8.051974,,7.455973
 30/6/2015 2:00:16 PM,,,8.051974,,7.455973
 30/6/2015 2:00:17 PM,,,8.051013,,7.455973
 30/6/2015 2:00:18 PM,,,8.047488,,7.455973
 30/6/2015 2:00:19 PM,,,8.047168,,7.455973
 30/6/2015 2:00:20 PM,,,8.047168,,7.455973
 30/6/2015 2:00:21 PM,,,8.0414,,7.455973
 30/6/2015 2:00:22 PM,,,8.0414,,7.455973
 30/6/2015 2:00:23 PM,,,8.039157,,7.455973
 30/6/2015 2:00:24 PM,,,8.037875,,7.455973
 30/6/2015 2:00:25 PM,,,8.036273,,7.455973
 30/6/2015 2:00:26 PM,,,8.03371,,7.455973
 30/6/2015 2:00:27 PM,,,8.030505,,7.455973
 30/6/2015 2:00:28 PM,,,8.030505,,7.455973
 30/6/2015 2:00:29 PM,,,8.027301,,7.455973
 30/6/2015 2:00:30 PM,,,8.02634,,7.455973
 30/6/2015 2:00:31 PM,,,8.02634,,7.455973
 30/6/2015 2:00:32 PM,,,8.02634,,7.455973
 30/6/2015 2:00:33 PM,,,8.02634,,7.455973
 30/6/2015 2:00:34 PM,,,8.02634,,7.455973
 30/6/2015 2:00:35 PM,,,8.02634,,7.455973
 30/6/2015 2:00:36 PM,,,8.02634,,7.455973
 30/6/2015 2:00:37 PM,,,8.02634,,7.455973
 30/6/2015 2:00:38 PM,,,8.023776,,7.455973
 30/6/2015 2:00:39 PM,,,8.021853,,7.455973
 30/6/2015 2:00:40 PM,,,8.021853,,7.455973
 30/6/2015 2:00:41 PM,,,8.021853,,7.455973
 30/6/2015 2:00:42 PM,,,8.01929,,7.455973
 30/6/2015 2:00:43 PM,,,8.017047,,7.455973
 30/6/2015 2:00:44 PM,,,8.012882,,7.455973
