 Timestamp,,,,healthy value,,,attacked  Value
 30/6/2015 1:54:38 PM,,,,120.9626,,,86.51628
 30/6/2015 1:54:39 PM,,,,120.9626,,,86.51628
 30/6/2015 1:54:40 PM,,,,120.9626,,,86.51628
 30/6/2015 1:54:41 PM,,,,120.9626,,,86.51628
 30/6/2015 1:54:42 PM,,,,120.9626,,,86.67649
 30/6/2015 1:54:43 PM,,,,120.6742,,,86.67649
 30/6/2015 1:54:44 PM,,,,120.6101,,,86.67649
 30/6/2015 1:54:45 PM,,,,120.6101,,,86.67649
 30/6/2015 1:54:46 PM,,,,120.6101,,,86.67649
 30/6/2015 1:54:47 PM,,,,120.6101,,,86.67649
 30/6/2015 1:54:48 PM,,,,120.6101,,,86.67649
 30/6/2015 1:54:49 PM,,,,120.8344,,,86.67649
 30/6/2015 1:54:50 PM,,,,120.9305,,,86.67649
 30/6/2015 1:54:51 PM,,,,121.2189,,,86.67649
 30/6/2015 1:54:52 PM,,,,121.283,,,86.67649
 30/6/2015 1:54:53 PM,,,,121.6034,,,86.54832
 30/6/2015 1:54:54 PM,,,,121.6034,,,86.54832
 30/6/2015 1:54:55 PM,,,,121.6034,,,86.54832
 30/6/2015 1:54:56 PM,,,,121.6034,,,86.54832
 30/6/2015 1:54:57 PM,,,,121.6034,,,86.54832
 30/6/2015 1:54:58 PM,,,,122.0841,,,86.54832
 30/6/2015 1:54:59 PM,,,,122.0841,,,86.54832
 30/6/2015 1:55:00 PM,,,,122.0841,,,86.54832
 30/6/2015 1:55:01 PM,,,,122.0841,,,86.54832
 30/6/2015 1:55:02 PM,,,,122.0841,,,86.54832
 30/6/2015 1:55:03 PM,,,,122.3404,,,86.54832
 30/6/2015 1:55:04 PM,,,,122.3404,,,86.54832
 30/6/2015 1:55:05 PM,,,,122.3404,,,86.54832
 30/6/2015 1:55:06 PM,,,,122.4366,,,86.54832
 30/6/2015 1:55:07 PM,,,,122.4366,,,86.54832
 30/6/2015 1:55:08 PM,,,,122.4366,,,86.54832
 30/6/2015 1:55:09 PM,,,,122.4366,,,86.54832
 30/6/2015 1:55:10 PM,,,,122.4366,,,86.54832
 30/6/2015 1:55:11 PM,,,,122.4366,,,86.54832
 30/6/2015 1:55:12 PM,,,,122.4366,,,86.54832
 30/6/2015 1:55:13 PM,,,,122.4366,,,86.54832
 30/6/2015 1:55:14 PM,,,,122.4366,,,86.54832
 30/6/2015 1:55:15 PM,,,,122.3725,,,86.54832
 30/6/2015 1:55:16 PM,,,,122.0841,,,86.54832
 30/6/2015 1:55:17 PM,,,,122.0841,,,86.54832
 30/6/2015 1:55:18 PM,,,,122.0841,,,86.54832
 30/6/2015 1:55:19 PM,,,,122.5006,,,86.54832
 30/6/2015 1:55:20 PM,,,,122.5006,,,86.54832
 30/6/2015 1:55:21 PM,,,,122.5006,,,86.54832
 30/6/2015 1:55:22 PM,,,,122.7249,,,86.54832
 30/6/2015 1:55:23 PM,,,,122.7249,,,86.54832
 30/6/2015 1:55:24 PM,,,,122.7249,,,86.54832
 30/6/2015 1:55:25 PM,,,,122.7249,,,86.54832
 30/6/2015 1:55:26 PM,,,,123.1415,,,86.54832
 30/6/2015 1:55:27 PM,,,,123.1415,,,86.54832
 30/6/2015 1:55:28 PM,,,,123.1415,,,86.54832
 30/6/2015 1:55:29 PM,,,,123.1415,,,86.54832
 30/6/2015 1:55:30 PM,,,,122.9172,,,86.54832
 30/6/2015 1:55:31 PM,,,,122.6609,,,86.54832
 30/6/2015 1:55:32 PM,,,,122.6609,,,86.54832
 30/6/2015 1:55:33 PM,,,,122.6609,,,86.54832
 30/6/2015 1:55:34 PM,,,,123.0454,,,86.54832
 30/6/2015 1:55:35 PM,,,,123.2376,,,86.54832
 30/6/2015 1:55:36 PM,,,,123.4619,,,86.54832
 30/6/2015 1:55:37 PM,,,,123.4619,,,86.54832
 30/6/2015 1:55:38 PM,,,,123.4619,,,86.54832
 30/6/2015 1:55:39 PM,,,,123.4619,,,86.54832
 30/6/2015 1:55:40 PM,,,,123.4619,,,86.54832
 30/6/2015 1:55:41 PM,,,,123.8144,,,86.54832
 30/6/2015 1:55:42 PM,,,,123.8144,,,86.54832
 30/6/2015 1:55:43 PM,,,,123.9746,,,86.54832
 30/6/2015 1:55:44 PM,,,,123.9746,,,86.54832
 30/6/2015 1:55:45 PM,,,,123.9746,,,86.54832
 30/6/2015 1:55:46 PM,,,,123.9746,,,86.54832
 30/6/2015 1:55:47 PM,,,,123.6862,,,86.54832
 30/6/2015 1:55:48 PM,,,,123.6862,,,86.54832
 30/6/2015 1:55:49 PM,,,,123.6862,,,86.54832
 30/6/2015 1:55:50 PM,,,,124.1669,,,86.54832
 30/6/2015 1:55:51 PM,,,,124.1669,,,86.54832
 30/6/2015 1:55:52 PM,,,,124.1669,,,86.54832
 30/6/2015 1:55:53 PM,,,,124.1669,,,86.54832
 30/6/2015 1:55:54 PM,,,,124.1669,,,86.54832
 30/6/2015 1:55:55 PM,,,,124.1669,,,86.54832
 30/6/2015 1:55:56 PM,,,,124.1669,,,86.54832
 30/6/2015 1:55:57 PM,,,,124.1669,,,86.54832
 30/6/2015 1:55:58 PM,,,,124.2951,,,86.54832
 30/6/2015 1:55:59 PM,,,,124.4873,,,86.54832
 30/6/2015 1:56:00 PM,,,,124.7757,,,86.54832
 30/6/2015 1:56:01 PM,,,,124.7757,,,86.54832
 30/6/2015 1:56:02 PM,,,,124.7757,,,86.54832
 30/6/2015 1:56:03 PM,,,,125.0641,,,86.54832
 30/6/2015 1:56:04 PM,,,,125.0641,,,86.54832
 30/6/2015 1:56:05 PM,,,,125.0641,,,86.54832
 30/6/2015 1:56:06 PM,,,,125.0641,,,86.54832
 30/6/2015 1:56:07 PM,,,,125.0641,,,86.54832
 30/6/2015 1:56:08 PM,,,,125.3845,,,86.54832
 30/6/2015 1:56:09 PM,,,,125.3845,,,86.54832
 30/6/2015 1:56:10 PM,,,,125.3845,,,86.54832
 30/6/2015 1:56:11 PM,,,,125.3845,,,86.54832
 30/6/2015 1:56:12 PM,,,,125.3845,,,86.54832
 30/6/2015 1:56:13 PM,,,,125.2563,,,86.54832
 30/6/2015 1:56:14 PM,,,,125.2563,,,86.54832
 30/6/2015 1:56:15 PM,,,,125.2563,,,86.54832
 30/6/2015 1:56:16 PM,,,,125.2563,,,86.54832
 30/6/2015 1:56:17 PM,,,,125.4806,,,86.54832
 30/6/2015 1:56:18 PM,,,,125.4806,,,86.54832
 30/6/2015 1:56:19 PM,,,,125.4806,,,86.54832
 30/6/2015 1:56:20 PM,,,,125.4806,,,86.54832
 30/6/2015 1:56:21 PM,,,,125.8011,,,86.54832
 30/6/2015 1:56:22 PM,,,,125.8011,,,86.54832
 30/6/2015 1:56:23 PM,,,,125.9293,,,86.54832
 30/6/2015 1:56:24 PM,,,,126.0895,,,86.54832
 30/6/2015 1:56:25 PM,,,,126.0895,,,86.54832
 30/6/2015 1:56:26 PM,,,,125.9613,,,86.54832
 30/6/2015 1:56:27 PM,,,,125.8972,,,86.54832
 30/6/2015 1:56:28 PM,,,,125.8972,,,86.54832
 30/6/2015 1:56:29 PM,,,,125.8972,,,86.54832
 30/6/2015 1:56:30 PM,,,,125.8972,,,86.54832
 30/6/2015 1:56:31 PM,,,,125.8972,,,86.54832
 30/6/2015 1:56:32 PM,,,,125.8972,,,86.54832
 30/6/2015 1:56:33 PM,,,,125.8972,,,86.54832
 30/6/2015 1:56:34 PM,,,,125.8972,,,86.54832
 30/6/2015 1:56:35 PM,,,,126.1856,,,86.54832
 30/6/2015 1:56:36 PM,,,,126.1856,,,86.54832
 30/6/2015 1:56:37 PM,,,,126.4419,,,86.54832
 30/6/2015 1:56:38 PM,,,,126.5701,,,86.54832
 30/6/2015 1:56:39 PM,,,,126.8265,,,86.54832
 30/6/2015 1:56:40 PM,,,,126.8265,,,86.54832
 30/6/2015 1:56:41 PM,,,,126.8265,,,86.54832
 30/6/2015 1:56:42 PM,,,,126.6662,,,86.54832
 30/6/2015 1:56:43 PM,,,,126.6662,,,86.54832
 30/6/2015 1:56:44 PM,,,,126.6662,,,86.54832
 30/6/2015 1:56:45 PM,,,,126.8905,,,86.54832
 30/6/2015 1:56:46 PM,,,,126.8905,,,86.54832
 30/6/2015 1:56:47 PM,,,,126.8905,,,86.54832
 30/6/2015 1:56:48 PM,,,,126.8265,,,86.54832
 30/6/2015 1:56:49 PM,,,,126.7624,,,86.54832
 30/6/2015 1:56:50 PM,,,,126.7624,,,86.54832
 30/6/2015 1:56:51 PM,,,,126.7624,,,86.54832
 30/6/2015 1:56:52 PM,,,,126.7624,,,86.54832
 30/6/2015 1:56:53 PM,,,,126.7624,,,86.54832
 30/6/2015 1:56:54 PM,,,,126.7624,,,86.54832
 30/6/2015 1:56:55 PM,,,,126.9867,,,86.54832
 30/6/2015 1:56:56 PM,,,,127.243,,,86.54832
 30/6/2015 1:56:57 PM,,,,127.3391,,,86.54832
 30/6/2015 1:56:58 PM,,,,127.5314,,,86.54832
 30/6/2015 1:56:59 PM,,,,127.5314,,,86.54832
 30/6/2015 1:57:00 PM,,,,127.5314,,,86.54832
 30/6/2015 1:57:01 PM,,,,127.5314,,,86.54832
 30/6/2015 1:57:02 PM,,,,127.5314,,,86.54832
 30/6/2015 1:57:03 PM,,,,127.5314,,,86.54832
 30/6/2015 1:57:04 PM,,,,127.5314,,,86.54832
 30/6/2015 1:57:05 PM,,,,127.5314,,,86.54832
 30/6/2015 1:57:06 PM,,,,127.5314,,,86.54832
 30/6/2015 1:57:07 PM,,,,127.5314,,,86.54832
 30/6/2015 1:57:08 PM,,,,127.1789,,,86.54832
 30/6/2015 1:57:09 PM,,,,127.1789,,,86.54832
 30/6/2015 1:57:10 PM,,,,127.1789,,,86.54832
 30/6/2015 1:57:11 PM,,,,127.3712,,,86.54832
 30/6/2015 1:57:12 PM,,,,127.6275,,,86.54832
 30/6/2015 1:57:13 PM,,,,127.6275,,,86.54832
 30/6/2015 1:57:14 PM,,,,127.6275,,,86.54832
 30/6/2015 1:57:15 PM,,,,127.6275,,,86.54832
 30/6/2015 1:57:16 PM,,,,127.6275,,,86.54832
 30/6/2015 1:57:17 PM,,,,127.8518,,,86.54832
 30/6/2015 1:57:18 PM,,,,127.8518,,,86.54832
 30/6/2015 1:57:19 PM,,,,128.0441,,,86.54832
 30/6/2015 1:57:20 PM,,,,128.0441,,,86.54832
 30/6/2015 1:57:21 PM,,,,128.0441,,,86.54832
 30/6/2015 1:57:22 PM,,,,128.0441,,,86.54832
 30/6/2015 1:57:23 PM,,,,128.3004,,,86.54832
 30/6/2015 1:57:24 PM,,,,128.3004,,,86.54832
 30/6/2015 1:57:25 PM,,,,128.3004,,,86.54832
 30/6/2015 1:57:26 PM,,,,128.3004,,,86.54832
 30/6/2015 1:57:27 PM,,,,128.3004,,,86.54832
 30/6/2015 1:57:28 PM,,,,128.4927,,,86.54832
 30/6/2015 1:57:29 PM,,,,128.4927,,,86.54832
 30/6/2015 1:57:30 PM,,,,128.4927,,,86.54832
 30/6/2015 1:57:31 PM,,,,128.4927,,,86.54832
 30/6/2015 1:57:32 PM,,,,128.4927,,,86.54832
 30/6/2015 1:57:33 PM,,,,128.4927,,,86.54832
 30/6/2015 1:57:34 PM,,,,128.4927,,,86.54832
 30/6/2015 1:57:35 PM,,,,128.0441,,,86.54832
 30/6/2015 1:57:36 PM,,,,127.8518,,,86.54832
 30/6/2015 1:57:37 PM,,,,127.6916,,,86.54832
 30/6/2015 1:57:38 PM,,,,127.243,,,86.54832
 30/6/2015 1:57:39 PM,,,,127.243,,,86.54832
 30/6/2015 1:57:40 PM,,,,126.7303,,,86.54832
 30/6/2015 1:57:41 PM,,,,126.5701,,,86.54832
 30/6/2015 1:57:42 PM,,,,126.0254,,,86.54832
 30/6/2015 1:57:43 PM,,,,125.6088,,,86.54832
 30/6/2015 1:57:44 PM,,,,125.3845,,,86.54832
 30/6/2015 1:57:45 PM,,,,125.3845,,,86.54832
 30/6/2015 1:57:46 PM,,,,125.3845,,,86.54832
 30/6/2015 1:57:47 PM,,,,125.3845,,,86.54832
 30/6/2015 1:57:48 PM,,,,125.3845,,,86.54832
 30/6/2015 1:57:49 PM,,,,125.3845,,,86.54832
 30/6/2015 1:57:50 PM,,,,125.3845,,,86.54832
 30/6/2015 1:57:51 PM,,,,125,,,86.54832
 30/6/2015 1:57:52 PM,,,,125,,,86.54832
 30/6/2015 1:57:53 PM,,,,125,,,86.54832
 30/6/2015 1:57:54 PM,,,,124.8398,,,86.54832
 30/6/2015 1:57:55 PM,,,,124.8398,,,86.54832
 30/6/2015 1:57:56 PM,,,,124.7757,,,86.54832
 30/6/2015 1:57:57 PM,,,,124.6475,,,86.54832
 30/6/2015 1:57:58 PM,,,,124.1348,,,86.54832
 30/6/2015 1:57:59 PM,,,,123.8785,,,86.54832
 30/6/2015 1:58:00 PM,,,,123.526,,,86.54832
 30/6/2015 1:58:01 PM,,,,123.526,,,86.54832
 30/6/2015 1:58:02 PM,,,,122.9813,,,86.54832
 30/6/2015 1:58:03 PM,,,,122.7249,,,86.54832
 30/6/2015 1:58:04 PM,,,,122.02,,,86.54832
 30/6/2015 1:58:05 PM,,,,121.5714,,,86.54832
 30/6/2015 1:58:06 PM,,,,121.0587,,,86.54832
 30/6/2015 1:58:07 PM,,,,120.6421,,,86.54832
 30/6/2015 1:58:08 PM,,,,120.3538,,,86.54832
 30/6/2015 1:58:09 PM,,,,120.0974,,,86.54832
 30/6/2015 1:58:10 PM,,,,119.809,,,86.54832
 30/6/2015 1:58:11 PM,,,,119.3925,,,86.54832
 30/6/2015 1:58:12 PM,,,,119.3925,,,86.54832
 30/6/2015 1:58:13 PM,,,,119.2963,,,86.54832
 30/6/2015 1:58:14 PM,,,,119.2963,,,86.54832
 30/6/2015 1:58:15 PM,,,,119.2963,,,86.54832
 30/6/2015 1:58:16 PM,,,,119.3925,,,86.54832
 30/6/2015 1:58:17 PM,,,,119.6168,,,86.54832
 30/6/2015 1:58:18 PM,,,,119.6168,,,86.54832
 30/6/2015 1:58:19 PM,,,,119.6168,,,86.54832
 30/6/2015 1:58:20 PM,,,,119.5527,,,86.54832
 30/6/2015 1:58:21 PM,,,,119.5206,,,86.54832
 30/6/2015 1:58:22 PM,,,,119.5206,,,86.54832
 30/6/2015 1:58:23 PM,,,,119.2002,,,86.54832
 30/6/2015 1:58:24 PM,,,,119.072,,,86.54832
 30/6/2015 1:58:25 PM,,,,118.7516,,,86.54832
 30/6/2015 1:58:26 PM,,,,118.7516,,,86.54832
 30/6/2015 1:58:27 PM,,,,118.7516,,,86.54832
 30/6/2015 1:58:28 PM,,,,118.7516,,,86.54832
 30/6/2015 1:58:29 PM,,,,118.7516,,,86.54832
 30/6/2015 1:58:30 PM,,,,119.04,,,86.54832
 30/6/2015 1:58:31 PM,,,,119.3284,,,86.54832
 30/6/2015 1:58:32 PM,,,,119.3284,,,86.54832
 30/6/2015 1:58:33 PM,,,,119.3284,,,86.54832
 30/6/2015 1:58:34 PM,,,,118.8798,,,86.54832
 30/6/2015 1:58:35 PM,,,,118.5273,,,86.54832
 30/6/2015 1:58:36 PM,,,,118.1107,,,86.54832
 30/6/2015 1:58:37 PM,,,,117.9505,,,86.54832
 30/6/2015 1:58:38 PM,,,,117.1495,,,86.54832
 30/6/2015 1:58:39 PM,,,,116.4765,,,86.54832
 30/6/2015 1:58:40 PM,,,,115.9959,,,86.54832
 30/6/2015 1:58:41 PM,,,,115.4512,,,86.54832
 30/6/2015 1:58:42 PM,,,,114.9705,,,86.54832
 30/6/2015 1:58:43 PM,,,,114.9705,,,86.54832
 30/6/2015 1:58:44 PM,,,,114.0733,,,86.54832
 30/6/2015 1:58:45 PM,,,,114.0733,,,86.54832
 30/6/2015 1:58:46 PM,,,,113.8811,,,86.54832
 30/6/2015 1:58:47 PM,,,,113.7529,,,86.54832
 30/6/2015 1:58:48 PM,,,,113.7529,,,86.54832
 30/6/2015 1:58:49 PM,,,,113.4645,,,86.54832
 30/6/2015 1:58:50 PM,,,,113.2402,,,86.54832
 30/6/2015 1:58:51 PM,,,,113.2402,,,86.54832
 30/6/2015 1:58:52 PM,,,,113.2082,,,86.54832
 30/6/2015 1:58:53 PM,,,,113.2082,,,86.54832
 30/6/2015 1:58:54 PM,,,,113.2082,,,86.54832
 30/6/2015 1:58:55 PM,,,,113.2082,,,86.54832
 30/6/2015 1:58:56 PM,,,,113.2082,,,86.54832
 30/6/2015 1:58:57 PM,,,,113.2082,,,86.54832
 30/6/2015 1:58:58 PM,,,,113.2082,,,86.54832
 30/6/2015 1:58:59 PM,,,,113.2082,,,86.54832
 30/6/2015 1:59:00 PM,,,,113.2082,,,86.54832
 30/6/2015 1:59:01 PM,,,,113.2082,,,86.54832
 30/6/2015 1:59:02 PM,,,,113.2082,,,86.54832
 30/6/2015 1:59:03 PM,,,,112.7916,,,86.54832
 30/6/2015 1:59:04 PM,,,,112.5352,,,86.54832
 30/6/2015 1:59:05 PM,,,,111.8944,,,86.54832
 30/6/2015 1:59:06 PM,,,,111.8944,,,86.54832
 30/6/2015 1:59:07 PM,,,,111.7342,,,86.54832
 30/6/2015 1:59:08 PM,,,,111.7342,,,86.54832
 30/6/2015 1:59:09 PM,,,,111.4137,,,86.54832
 30/6/2015 1:59:10 PM,,,,111.2215,,,86.54832
 30/6/2015 1:59:11 PM,,,,110.869,,,86.54832
 30/6/2015 1:59:12 PM,,,,110.2922,,,86.54832
 30/6/2015 1:59:13 PM,,,,110.2922,,,86.54832
 30/6/2015 1:59:14 PM,,,,110.2922,,,86.54832
 30/6/2015 1:59:15 PM,,,,110.2922,,,86.54832
 30/6/2015 1:59:16 PM,,,,110.2922,,,86.54832
 30/6/2015 1:59:17 PM,,,,110.2922,,,86.54832
 30/6/2015 1:59:18 PM,,,,110.2922,,,86.54832
 30/6/2015 1:59:19 PM,,,,110.2922,,,86.54832
 30/6/2015 1:59:20 PM,,,,110.2922,,,86.54832
 30/6/2015 1:59:21 PM,,,,110.6127,,,86.54832
 30/6/2015 1:59:22 PM,,,,110.9011,,,86.54832
 30/6/2015 1:59:23 PM,,,,110.9011,,,86.54832
 30/6/2015 1:59:24 PM,,,,110.9011,,,86.54832
 30/6/2015 1:59:25 PM,,,,110.9011,,,86.54832
 30/6/2015 1:59:26 PM,,,,110.2281,,,86.54832
 30/6/2015 1:59:27 PM,,,,110.1,,,86.54832
 30/6/2015 1:59:28 PM,,,,110.0359,,,86.54832
 30/6/2015 1:59:29 PM,,,,109.6514,,,86.54832
 30/6/2015 1:59:30 PM,,,,109.5552,,,86.54832
 30/6/2015 1:59:31 PM,,,,109.1707,,,86.54832
 30/6/2015 1:59:32 PM,,,,109.1066,,,86.54832
 30/6/2015 1:59:33 PM,,,,109.1066,,,86.54832
 30/6/2015 1:59:34 PM,,,,109.1066,,,86.54832
 30/6/2015 1:59:35 PM,,,,109.1066,,,86.54832
 30/6/2015 1:59:36 PM,,,,109.395,,,86.54832
 30/6/2015 1:59:37 PM,,,,109.4271,,,86.54832
 30/6/2015 1:59:38 PM,,,,109.4271,,,86.54832
 30/6/2015 1:59:39 PM,,,,109.4271,,,86.54832
 30/6/2015 1:59:40 PM,,,,109.4271,,,86.54832
 30/6/2015 1:59:41 PM,,,,109.1387,,,86.54832
 30/6/2015 1:59:42 PM,,,,109.1387,,,86.54832
 30/6/2015 1:59:43 PM,,,,109.0746,,,86.54832
 30/6/2015 1:59:44 PM,,,,108.9144,,,86.54832
 30/6/2015 1:59:45 PM,,,,108.9144,,,86.54832
 30/6/2015 1:59:46 PM,,,,108.9144,,,86.54832
 30/6/2015 1:59:47 PM,,,,109.3309,,,86.54832
 30/6/2015 1:59:48 PM,,,,109.5873,,,86.54832
 30/6/2015 1:59:49 PM,,,,109.5873,,,86.54832
 30/6/2015 1:59:50 PM,,,,109.8116,,,86.54832
 30/6/2015 1:59:51 PM,,,,109.8116,,,86.54832
 30/6/2015 1:59:52 PM,,,,109.8116,,,86.54832
 30/6/2015 1:59:53 PM,,,,109.9398,,,86.54832
 30/6/2015 1:59:54 PM,,,,109.9398,,,86.54832
 30/6/2015 1:59:55 PM,,,,109.4912,,,86.54832
 30/6/2015 1:59:56 PM,,,,108.9785,,,86.54832
 30/6/2015 1:59:57 PM,,,,108.626,,,86.54832
 30/6/2015 1:59:58 PM,,,,108.5299,,,86.54832
 30/6/2015 1:59:59 PM,,,,108.1453,,,86.54832
 30/6/2015 2:00:00 PM,,,,107.889,,,86.54832
 30/6/2015 2:00:01 PM,,,,107.889,,,86.54832
 30/6/2015 2:00:02 PM,,,,107.6647,,,86.54832
 30/6/2015 2:00:03 PM,,,,107.5045,,,86.54832
 30/6/2015 2:00:04 PM,,,,107.4084,,,86.54832
 30/6/2015 2:00:05 PM,,,,106.9277,,,86.54832
 30/6/2015 2:00:06 PM,,,,106.9277,,,86.54832
 30/6/2015 2:00:07 PM,,,,107.0879,,,86.54832
 30/6/2015 2:00:08 PM,,,,107.1841,,,86.54832
 30/6/2015 2:00:09 PM,,,,107.1841,,,86.54832
 30/6/2015 2:00:10 PM,,,,106.5752,,,86.54832
 30/6/2015 2:00:11 PM,,,,106.4471,,,86.54832
 30/6/2015 2:00:12 PM,,,,106.0625,,,86.54832
 30/6/2015 2:00:13 PM,,,,106.0305,,,86.54832
 30/6/2015 2:00:14 PM,,,,105.9023,,,86.54832
 30/6/2015 2:00:15 PM,,,,105.6139,,,86.54832
 30/6/2015 2:00:16 PM,,,,105.2615,,,86.54832
