LIT101 LIT301 LIT401 LS601 LS602
294.743243542 824.94193668 723.66836265 381.294081238 346.457494335
294.743243542 813.076195939 733.283193308 391.664451609 347.494531372
294.743243542 800.131751495 743.783210283 402.77556272 348.605642483
294.743243542 787.18730705 754.283227258 413.886673831 349.716753594
294.743243542 774.242862606 764.783244232 424.997784942 350.827864705
294.743243542 761.298418162 775.283261207 436.108896053 351.938975816
294.743243542 748.353973717 785.783278182 447.220007164 353.050086927
294.743243542 747.922492236 785.542554416 458.331118275 345.27230915
294.743243542 747.922492236 784.93146028 469.442229386 343.420457298
294.743243542 740.58730705 790.61666244 480.553340498 344.531568409
294.743243542 727.642862606 801.116679415 491.664451609 345.64267952
294.743243542 714.698418162 811.61669639 502.77556272 346.753790631
294.743243542 701.753973717 822.116713364 513.886673831 347.864901742
294.743243542 688.809529273 832.616730339 524.997784942 348.976012853
294.743243542 675.865084828 843.116747314 536.108896053 350.087123964
294.743243542 675.433603347 842.876023548 547.220007164 342.309346187
294.743243542 675.433603347 842.264929412 558.331118275 340.457494335
294.743243542 668.098418162 847.950131572 569.442229386 341.568605446
294.743243542 655.153973717 858.450148547 580.553340498 342.679716557
294.743243542 642.209529273 868.950165522 591.664451609 343.790827668
294.743243542 629.265084828 879.450182496 602.77556272 344.901938779
294.743243542 616.320640384 889.960384374 613.701488646 346.01304989
294.743243542 603.376195939 900.460401348 624.812599757 347.124161001
294.743243542 602.944714458 900.219677582 635.923710868 339.346383224
294.743243542 602.944714458 899.608583446 647.034821979 337.494531372
294.743243542 595.609529273 905.293785606 658.14593309 338.605642483
294.743243542 582.665084828 915.793802581 669.257044201 339.716753594
294.743243542 569.720640384 926.293819556 680.368155312 340.827864705
294.743243542 556.776195939 936.793836531 691.479266424 341.938975816
294.743243542 543.831751495 947.293853506 702.590377535 343.050086927
