action step s
- 0 1
rmc50_2 1 3
rmc50_2 2 5
rmc50_2 3 7
rmc50_2 4 1
rmc50_2 5 3
rmc50_2 6 2
rmc50_2 7 2
rmc50_2 8 5
rmc50_2 9 7
rmc50_2 10 1
rmc50_2 11 3
rmc50_2 12 6
rmc50_2 13 1
rmc50_2 14 3
rmc50_2 15 2
rmc50_2 16 1
rmc50_2 17 7
rmc50_2 18 7
rmc50_2 19 1
rmc50_2 20 5
rmc50_2 21 7
rmc50_2 22 1
rmc50_2 23 3
rmc50_2 24 2
rmc50_2 25 1
rmc50_2 26 3
rmc50_2 27 5
rmc50_2 28 7
rmc50_2 29 1
rmc50_2 30 3
rmc50_2 31 2
rmc50_2 32 2
rmc50_2 33 1
rmc50_2 34 3
rmc50_2 35 2
rmc50_2 36 2
rmc50_2 37 1
rmc50_2 38 3
rmc50_2 39 2
rmc50_2 40 1
rmc50_2 41 5
rmc50_2 42 10
rmc50_2 43 2
rmc50_2 44 2
rmc50_2 45 1
rmc50_2 46 5
rmc50_2 47 20
rmc50_2 48 9
rmc50_2 49 2
rmc50_2 50 1
rmc50_2 51 3
rmc50_2 52 6
rmc50_2 53 4
rmc50_2 54 4
rmc50_2 55 1
rmc50_2 56 3
rmc50_2 57 5
rmc50_2 58 7
rmc50_2 59 1
rmc50_2 60 3
rmc50_2 61 2
rmc50_2 62 2
rmc50_2 63 2
rmc50_2 64 1
rmc50_2 65 3
rmc50_2 66 6
rmc50_2 67 1
rmc50_2 68 3
rmc50_2 69 2
rmc50_2 70 5
rmc50_2 71 9
rmc50_2 72 2
rmc50_2 73 2
rmc50_2 74 1
rmc50_2 75 3
rmc50_2 76 5
rmc50_2 77 9
rmc50_2 78 10
rmc50_2 79 2
rmc50_2 80 2
rmc50_2 81 1
rmc50_2 82 5
rmc50_2 83 10
rmc50_2 84 2
rmc50_2 85 2
rmc50_2 86 1
rmc50_2 87 5
rmc50_2 88 7
rmc50_2 89 1
rmc50_2 90 14
rmc50_2 91 2
rmc50_2 92 1
