action step s
- 0 1
rmc50_2 1 3
rmc50_2 2 5
rmc50_2 3 7
rmc50_2 4 1
rmc50_2 5 3
rmc50_2 6 6
rmc50_2 7 4
rmc50_2 8 4
rmc50_2 9 3
rmc50_2 10 5
rmc50_2 11 7
rmc50_2 12 1
rmc50_2 13 5
rmc50_2 14 10
rmc50_2 15 2
rmc50_2 16 2
rmc50_2 17 1
rmc50_2 18 3
rmc50_2 19 5
rmc50_2 20 7
rmc50_2 21 1
rmc50_2 22 3
rmc50_2 23 2
rmc50_2 24 2
rmc50_2 25 1
rmc50_2 26 3
rmc50_2 27 8
rmc50_2 28 1
rmc50_2 29 3
rmc50_2 30 5
rmc50_2 31 10
rmc50_2 32 2
rmc50_2 33 4
rmc50_2 34 1
rmc50_2 35 3
rmc50_2 36 5
rmc50_2 37 7
rmc50_2 38 1
rmc50_2 39 3
rmc50_2 40 2
rmc50_2 41 2
rmc50_2 42 1
rmc50_2 43 3
rmc50_2 44 2
rmc50_2 45 1
rmc50_2 46 6
rmc50_2 47 4
rmc50_2 48 4
rmc50_2 49 4
rmc50_2 50 4
rmc50_2 51 4
rmc50_2 52 3
rmc50_2 53 8
rmc50_2 54 1
rmc50_2 55 3
rmc50_2 56 2
rmc50_2 57 1
rmc50_2 58 3
rmc50_2 59 5
rmc50_2 60 9
rmc50_2 61 4
rmc50_2 62 3
rmc50_2 63 6
rmc50_2 64 4
rmc50_2 65 1
rmc50_2 66 3
rmc50_2 67 2
rmc50_2 68 2
rmc50_2 69 1
rmc50_2 70 3
rmc50_2 71 8
rmc50_2 72 1
rmc50_2 73 3
rmc50_2 74 2
rmc50_2 75 1
rmc50_2 76 3
rmc50_2 77 2
rmc50_2 78 1
rmc50_2 79 5
rmc50_2 80 7
rmc50_2 81 1
rmc50_2 82 3
rmc50_2 83 2
rmc50_2 84 1
rmc50_2 85 3
rmc50_2 86 2
rmc50_2 87 1
rmc50_2 88 3
rmc50_2 89 2
rmc50_2 90 1
rmc50_2 91 3
rmc50_2 92 2
