LIT101 LIT301 LIT401 LS601 LS602
330.468074765 567.550858292 936.548109675 581.496593732 870.47213966
330.468074765 555.685117551 946.162940333 591.866964103 871.509176697
330.468074765 542.740673106 956.662957308 602.978075214 872.620287808
330.468074765 529.796228662 967.162974283 614.089186325 873.731398919
330.468074765 516.851784217 977.662991257 625.200297436 874.84251003
330.468074765 503.907339773 988.163008232 636.311408547 875.953621141
330.468074765 490.962895329 998.663025207 647.422519658 877.064732252
330.468074765 490.531413847 998.422301441 658.533630769 869.286954475
330.468074765 490.531413847 997.811207305 669.64474188 867.435102623
324.064371061 488.381413847 1003.49640946 680.755852991 868.546213734
310.342148839 486.548080514 1013.99642644 691.866964103 869.657324845
296.619926617 488.813821254 1020.9779249 702.978075214 870.768435956
282.897704395 499.061969403 1021.1075715 714.089186325 871.879547067
269.175482173 509.741599032 1020.86684773 725.200297436 872.990658178
255.45325995 519.98974718 1020.99649434 736.311408547 874.101769289
241.731037728 530.237895329 1021.12614094 747.422519658 875.212880401
228.008815506 540.917524958 1020.88541718 758.533630769 876.323991512
214.286593284 551.165673106 1021.01506378 769.64474188 877.435102623
200.564371061 561.629561995 1020.9595252 780.755852991 878.546213734
186.842148839 572.093450884 1020.90398662 791.866964103 879.657324845
173.119926617 582.341599032 1021.03363323 802.978075214 880.768435956
159.397704395 593.021228662 1020.80309436 813.90400114 881.879547067
145.675482173 603.26937681 1020.93274097 825.015112251 882.990658178
131.95325995 613.517524958 1021.06238757 836.126223362 884.101769289
118.231037728 624.197154588 1020.8216638 847.237334473 885.212880401
104.508815506 634.445302736 1020.95131041 858.348445584 886.323991512
90.7865932837 644.693450884 1021.08095701 869.459556695 887.435102623
77.0643710615 655.373080514 1020.84023325 880.570667806 888.546213734
63.3421488392 665.621228662 1020.96987985 891.681778917 889.657324845
49.619926617 675.86937681 1021.09952646 902.792890028 890.768435956
35.8977043948 686.54900644 1020.85880269 913.90400114 891.879547067
22.1754821726 696.797154588 1020.9884493 925.015112251 892.990658178
8.45325995034 707.045302736 1021.1180959 936.126223362 894.101769289
-5.26896227188 717.724932366 1020.87737213 947.237334473 895.212880401
-18.9911844941 727.973080514 1021.00701874 958.348445584 896.323991512
-32.7134067163 738.221228662 1021.13666534 969.459556695 897.435102623
-46.4356289385 748.900858292 1020.89594158 980.570667806 898.546213734
-60.1578511608 759.14900644 1021.02558818 991.681778917 899.657324845
-73.880073383 769.828636069 1020.78486442 1002.79289003 900.768435956
-87.6022956052 780.076784217 1020.91451102 1013.90400114 901.879547067
-101.324517827 790.324932366 1021.04415762 1025.01511225 902.990658178
-115.04674005 801.004561995 1020.81361876 1035.94103818 904.101769289
-128.768962272 811.252710143 1020.94326537 1047.05214929 905.212880401
-142.491184494 821.500858292 1021.07291197 1058.1632604 906.323991512
-156.213406716 832.180487921 1020.8321882 1069.27437151 907.435102623
-169.935628939 842.428636069 1020.96183481 1080.38548262 908.546213734
-183.657851161 852.676784217 1021.09148141 1091.49659373 909.657324845
-197.380073383 863.356413847 1020.85075765 1102.60770484 910.768435956
-211.102295605 873.604561995 1020.98040425 1113.71881595 911.879547067
-224.824517827 883.852710143 1021.11005086 1124.82992707 912.990658178
-238.54674005 894.532339773 1020.86932709 1135.94103818 914.101769289
-252.268962272 904.780487921 1020.99897369 1147.05214929 915.212880401
-265.991184494 915.028636069 1021.1286203 1158.1632604 916.323991512
-279.713406716 925.708265699 1020.88789653 1169.27437151 917.435102623
-293.435628939 935.956413847 1021.01754314 1180.38548262 918.546213734
-307.157851161 946.420302736 1020.96200456 1191.49659373 919.657324845
-320.880073383 956.884191625 1020.90646598 1202.60770484 920.768435956
-334.602295605 967.132339773 1021.03611258 1213.71881595 921.879547067
-348.324517827 977.811969403 1020.79538881 1224.82992707 922.990658178
-351.983777087 979.911969403 1020.92503542 1235.94103818 924.101769289
