LIT101 LIT301 LIT401 LS601 LS602
711.345632867 963.54870997 343.316933596 984.675520153 729.540741633
711.345632867 961.412876637 345.049232698 986.51255719 729.724445337
711.345632867 959.255469229 346.799235527 988.364409042 729.909630522
711.345632867 957.098061822 348.549442055 990.21255719 730.094445337
711.345632867 954.940654415 350.299444884 992.064409042 730.279630522
711.345632867 952.783247007 352.049651411 993.91255719 730.464445337
711.345632867 950.6258396 353.79965424 995.764409042 730.649630522
711.345632867 948.468432192 355.549657069 997.616260894 730.834815708
711.345632867 946.311024785 357.299863596 999.464409042 731.019630522
711.345632867 944.153617378 359.049866426 1001.31626089 731.204815708
711.345632867 941.99620997 360.800072953 1003.16440904 731.389630523
711.345632867 939.838802563 362.550075782 1005.01626089 731.574815708
