action step s
- 0 1
rmc8_1 1 2
rmc8_1 2 1
rmc8_1 3 2
rmc8_1 4 5
rmc8_1 5 8
rmc8_1 6 3
rmc8_1 7 2
rmc8_1 8 1
rmc8_1 9 3
rmc8_1 10 6
rmc8_1 11 4
rmc8_1 12 2
rmc8_1 13 1
rmc8_1 14 2
rmc8_1 15 1
rmc8_1 16 4
rmc8_1 17 2
rmc8_1 18 1
rmc8_1 19 5
rmc8_1 20 1
rmc8_1 21 1
rmc8_1 22 2
rmc8_1 23 5
rmc8_1 24 1
rmc8_1 25 2
rmc8_1 26 1
rmc8_1 27 2
rmc8_1 28 1
rmc8_1 29 5
rmc8_1 30 5
rmc8_1 31 6
rmc8_1 32 4
rmc8_1 33 2
rmc8_1 34 5
rmc8_1 35 1
rmc8_1 36 5
rmc8_1 37 6
rmc8_1 38 6
rmc8_1 39 6
rmc8_1 40 3
rmc8_1 41 5
rmc8_1 42 8
rmc8_1 43 3
rmc8_1 44 6
rmc8_1 45 3
rmc8_1 46 2
rmc8_1 47 1
rmc8_1 48 4
rmc8_1 49 2
rmc8_1 50 1
rmc8_1 51 2
rmc8_1 52 5
rmc8_1 53 1
rmc8_1 54 2
rmc8_1 55 1
rmc8_1 56 4
rmc8_1 57 2
rmc8_1 58 4
rmc8_1 59 2
rmc8_1 60 4
rmc8_1 61 2
rmc8_1 62 1
rmc8_1 63 2
rmc8_1 64 1
rmc8_1 65 2
rmc8_1 66 1
rmc8_1 67 2
rmc8_1 68 1
rmc8_1 69 2
rmc8_1 70 5
rmc8_1 71 1
rmc8_1 72 2
rmc8_1 73 1
rmc8_1 74 2
rmc8_1 75 5
rmc8_1 76 5
rmc8_1 77 8
rmc8_1 78 2
rmc8_1 79 1
rmc8_1 80 2
rmc8_1 81 1
rmc8_1 82 2
rmc8_1 83 4
rmc8_1 84 2
rmc8_1 85 1
rmc8_1 86 4
rmc8_1 87 2
rmc8_1 88 5
rmc8_1 89 5
rmc8_1 90 1
rmc8_1 91 5
rmc8_1 92 1
rmc8_1 93 2
rmc8_1 94 4
rmc8_1 95 8
rmc8_1 96 2
rmc8_1 97 5
rmc8_1 98 8
rmc8_1 99 2
rmc8_1 100 1
rmc8_1 101 5
rmc8_1 102 5
rmc8_1 103 5
rmc8_1 104 1
rmc8_1 105 4
rmc8_1 106 2
rmc8_1 107 5
rmc8_1 108 5
rmc8_1 109 2
rmc8_1 110 1
rmc8_1 111 5
rmc8_1 112 6
rmc8_1 113 3
rmc8_1 114 6
rmc8_1 115 4
rmc8_1 116 2
rmc8_1 117 1
rmc8_1 118 2
rmc8_1 119 4
rmc8_1 120 8
rmc8_1 121 3
rmc8_1 122 6
rmc8_1 123 4
rmc8_1 124 2
rmc8_1 125 1
rmc8_1 126 2
rmc8_1 127 4
rmc8_1 128 2
rmc8_1 129 5
rmc8_1 130 1
rmc8_1 131 2
rmc8_1 132 1
rmc8_1 133 2
rmc8_1 134 1
rmc8_1 135 2
rmc8_1 136 1
rmc8_1 137 5
rmc8_1 138 1
rmc8_1 139 2
rmc8_1 140 5
rmc8_1 141 5
rmc8_1 142 1
rmc8_1 143 3
rmc8_1 144 6
rmc8_1 145 3
rmc8_1 146 1
rmc8_1 147 5
rmc8_1 148 1
rmc8_1 149 5
rmc8_1 150 1
rmc8_1 151 2
rmc8_1 152 4
rmc8_1 153 8
rmc8_1 154 2
rmc8_1 155 4
rmc8_1 156 2
rmc8_1 157 1
rmc8_1 158 2
rmc8_1 159 1
rmc8_1 160 2
rmc8_1 161 4
rmc8_1 162 7
rmc8_1 163 3
rmc8_1 164 2
rmc8_1 165 5
rmc8_1 166 1
rmc8_1 167 4
rmc8_1 168 2
rmc8_1 169 1
rmc8_1 170 2
rmc8_1 171 1
rmc8_1 172 2
rmc8_1 173 5
rmc8_1 174 1
rmc8_1 175 2
rmc8_1 176 4
rmc8_1 177 2
rmc8_1 178 1
rmc8_1 179 2
rmc8_1 180 4
rmc8_1 181 2
rmc8_1 182 1
rmc8_1 183 2
rmc8_1 184 1
rmc8_1 185 2
rmc8_1 186 5
rmc8_1 187 1
rmc8_1 188 2
rmc8_1 189 1
rmc8_1 190 8
rmc8_1 191 2
rmc8_1 192 1
rmc8_1 193 2
rmc8_1 194 1
rmc8_1 195 8
rmc8_1 196 3
rmc8_1 197 2
rmc8_1 198 4
rmc8_1 199 2
rmc8_1 200 1
rmc8_1 201 5
rmc8_1 202 1
rmc8_1 203 4
rmc8_1 204 2
rmc8_1 205 1
rmc8_1 206 2
rmc8_1 207 5
rmc8_1 208 1
rmc8_1 209 2
rmc8_1 210 1
rmc8_1 211 5
rmc8_1 212 1
rmc8_1 213 2
rmc8_1 214 4
rmc8_1 215 2
rmc8_1 216 1
rmc8_1 217 2
rmc8_1 218 1
rmc8_1 219 2
rmc8_1 220 1
rmc8_1 221 2
rmc8_1 222 4
rmc8_1 223 2
rmc8_1 224 1
rmc8_1 225 2
rmc8_1 226 5
rmc8_1 227 2
rmc8_1 228 1
rmc8_1 229 2
rmc8_1 230 5
rmc8_1 231 6
rmc8_1 232 4
rmc8_1 233 2
rmc8_1 234 4
rmc8_1 235 2
rmc8_1 236 5
rmc8_1 237 5
rmc8_1 238 1
rmc8_1 239 2
rmc8_1 240 1
rmc8_1 241 5
rmc8_1 242 6
rmc8_1 243 6
rmc8_1 244 3
rmc8_1 245 6
rmc8_1 246 4
rmc8_1 247 2
rmc8_1 248 1
rmc8_1 249 4
rmc8_1 250 2
rmc8_1 251 4
rmc8_1 252 2
rmc8_1 253 4
rmc8_1 254 2
rmc8_1 255 5
rmc8_1 256 1
rmc8_1 257 2
rmc8_1 258 1
rmc8_1 259 2
rmc8_1 260 1
rmc8_1 261 5
rmc8_1 262 1
rmc8_1 263 2
rmc8_1 264 1
rmc8_1 265 2
rmc8_1 266 1
rmc8_1 267 2
rmc8_1 268 1
rmc8_1 269 5
rmc8_1 270 6
rmc8_1 271 4
rmc8_1 272 7
rmc8_1 273 3
rmc8_1 274 6
rmc8_1 275 4
rmc8_1 276 2
rmc8_1 277 5
rmc8_1 278 1
rmc8_1 279 2
rmc8_1 280 5
rmc8_1 281 1
rmc8_1 282 2
rmc8_1 283 1
rmc8_1 284 2
rmc8_1 285 1
rmc8_1 286 5
rmc8_1 287 5
rmc8_1 288 5
rmc8_1 289 1
rmc8_1 290 2
rmc8_1 291 1
rmc8_1 292 2
rmc8_1 293 1
rmc8_1 294 2
rmc8_1 295 1
rmc8_1 296 2
rmc8_1 297 1
rmc8_1 298 2
rmc8_1 299 1
rmc8_1 300 2
rmc8_1 301 1
rmc8_1 302 2
rmc8_1 303 4
rmc8_1 304 2
rmc8_1 305 4
rmc8_1 306 7
rmc8_1 307 3
rmc8_1 308 5
rmc8_1 309 1
rmc8_1 310 8
rmc8_1 311 2
rmc8_1 312 5
rmc8_1 313 6
rmc8_1 314 3
rmc8_1 315 5
rmc8_1 316 2
rmc8_1 317 1
rmc8_1 318 5
rmc8_1 319 6
rmc8_1 320 4
rmc8_1 321 2
rmc8_1 322 5
rmc8_1 323 1
rmc8_1 324 2
rmc8_1 325 5
rmc8_1 326 1
rmc8_1 327 2
rmc8_1 328 4
rmc8_1 329 2
rmc8_1 330 1
rmc8_1 331 2
rmc8_1 332 4
rmc8_1 333 2
rmc8_1 334 5
rmc8_1 335 2
rmc8_1 336 1
rmc8_1 337 2
rmc8_1 338 1
rmc8_1 339 5
rmc8_1 340 1
rmc8_1 341 2
rmc8_1 342 1
rmc8_1 343 2
rmc8_1 344 1
rmc8_1 345 8
rmc8_1 346 3
rmc8_1 347 2
rmc8_1 348 1
rmc8_1 349 3
rmc8_1 350 2
rmc8_1 351 4
rmc8_1 352 2
rmc8_1 353 4
rmc8_1 354 2
rmc8_1 355 4
rmc8_1 356 2
rmc8_1 357 1
rmc8_1 358 8
rmc8_1 359 1
rmc8_1 360 2
rmc8_1 361 1
rmc8_1 362 8
rmc8_1 363 2
rmc8_1 364 5
rmc8_1 365 1
rmc8_1 366 2
rmc8_1 367 1
rmc8_1 368 2
rmc8_1 369 4
rmc8_1 370 2
rmc8_1 371 5
rmc8_1 372 5
rmc8_1 373 1
rmc8_1 374 2
rmc8_1 375 5
rmc8_1 376 6
rmc8_1 377 4
rmc8_1 378 2
rmc8_1 379 1
rmc8_1 380 2
rmc8_1 381 1
rmc8_1 382 5
rmc8_1 383 1
rmc8_1 384 2
rmc8_1 385 1
rmc8_1 386 2
rmc8_1 387 1
rmc8_1 388 2
rmc8_1 389 4
rmc8_1 390 2
rmc8_1 391 5
rmc8_1 392 1
rmc8_1 393 2
rmc8_1 394 4
rmc8_1 395 2
rmc8_1 396 1
rmc8_1 397 2
rmc8_1 398 1
rmc8_1 399 2
rmc8_1 400 1
rmc8_1 401 5
rmc8_1 402 1
rmc8_1 403 2
rmc8_1 404 5
rmc8_1 405 1
rmc8_1 406 2
rmc8_1 407 5
rmc8_1 408 2
rmc8_1 409 1
rmc8_1 410 2
rmc8_1 411 4
rmc8_1 412 8
rmc8_1 413 2
rmc8_1 414 1
rmc8_1 415 2
rmc8_1 416 5
rmc8_1 417 1
rmc8_1 418 2
rmc8_1 419 4
rmc8_1 420 8
rmc8_1 421 2
rmc8_1 422 1
rmc8_1 423 2
rmc8_1 424 4
rmc8_1 425 2
rmc8_1 426 1
rmc8_1 427 5
rmc8_1 428 1
rmc8_1 429 2
rmc8_1 430 1
rmc8_1 431 2
rmc8_1 432 1
rmc8_1 433 2
rmc8_1 434 1
rmc8_1 435 2
rmc8_1 436 4
rmc8_1 437 2
rmc8_1 438 1
rmc8_1 439 8
