action step s
- 0 1
rmc10_8 1 8
rmc10_8 2 4
rmc10_8 3 2
rmc10_8 4 1
rmc10_8 5 8
rmc10_8 6 2
rmc10_8 7 1
rmc10_8 8 3
rmc10_8 9 4
rmc10_8 10 2
rmc10_8 11 1
rmc10_8 12 8
rmc10_8 13 4
rmc10_8 14 1
rmc10_8 15 8
rmc10_8 16 2
rmc10_8 17 1
rmc10_8 18 8
rmc10_8 19 2
rmc10_8 20 1
rmc10_8 21 8
rmc10_8 22 2
rmc10_8 23 1
rmc10_8 24 8
rmc10_8 25 2
rmc10_8 26 1
rmc10_8 27 8
rmc10_8 28 2
rmc10_8 29 2
rmc10_8 30 1
rmc10_8 31 8
rmc10_8 32 10
rmc10_8 33 7
rmc10_8 34 2
rmc10_8 35 1
rmc10_8 36 8
rmc10_8 37 2
rmc10_8 38 1
rmc10_8 39 8
rmc10_8 40 4
rmc10_8 41 2
rmc10_8 42 1
rmc10_8 43 8
rmc10_8 44 2
rmc10_8 45 1
rmc10_8 46 8
rmc10_8 47 2
rmc10_8 48 2
rmc10_8 49 1
rmc10_8 50 8
rmc10_8 51 2
rmc10_8 52 1
rmc10_8 53 8
rmc10_8 54 2
rmc10_8 55 1
rmc10_8 56 8
rmc10_8 57 4
rmc10_8 58 1
rmc10_8 59 8
rmc10_8 60 2
rmc10_8 61 1
rmc10_8 62 8
rmc10_8 63 2
rmc10_8 64 1
rmc10_8 65 8
rmc10_8 66 2
rmc10_8 67 1
rmc10_8 68 8
rmc10_8 69 2
rmc10_8 70 1
rmc10_8 71 2
rmc10_8 72 1
rmc10_8 73 8
rmc10_8 74 4
rmc10_8 75 2
rmc10_8 76 1
rmc10_8 77 8
rmc10_8 78 4
rmc10_8 79 1
rmc10_8 80 8
rmc10_8 81 2
rmc10_8 82 1
rmc10_8 83 8
rmc10_8 84 2
rmc10_8 85 1
rmc10_8 86 3
rmc10_8 87 4
rmc10_8 88 1
rmc10_8 89 2
rmc10_8 90 1
rmc10_8 91 2
rmc10_8 92 1
rmc10_8 93 8
rmc10_8 94 2
rmc10_8 95 1
rmc10_8 96 8
rmc10_8 97 2
rmc10_8 98 1
rmc10_8 99 8
rmc10_8 100 2
rmc10_8 101 7
rmc10_8 102 2
rmc10_8 103 2
rmc10_8 104 2
rmc10_8 105 1
rmc10_8 106 8
rmc10_8 107 4
rmc10_8 108 2
rmc10_8 109 2
rmc10_8 110 7
rmc10_8 111 2
rmc10_8 112 1
rmc10_8 113 8
