action step s
- 0 1
rmc16_1 1 3
rmc16_1 2 12
rmc16_1 3 1
rmc16_1 4 2
rmc16_1 5 10
rmc16_1 6 1
rmc16_1 7 2
rmc16_1 8 3
rmc16_1 9 7
rmc16_1 10 5
rmc16_1 11 2
rmc16_1 12 3
rmc16_1 13 7
rmc16_1 14 5
rmc16_1 15 2
rmc16_1 16 5
rmc16_1 17 2
rmc16_1 18 8
rmc16_1 19 3
rmc16_1 20 10
rmc16_1 21 5
rmc16_1 22 6
rmc16_1 23 5
rmc16_1 24 2
rmc16_1 25 3
rmc16_1 26 3
rmc16_1 27 12
rmc16_1 28 3
rmc16_1 29 3
rmc16_1 30 7
rmc16_1 31 5
rmc16_1 32 2
rmc16_1 33 3
rmc16_1 34 12
rmc16_1 35 3
rmc16_1 36 10
rmc16_1 37 5
rmc16_1 38 2
rmc16_1 39 8
rmc16_1 40 4
rmc16_1 41 3
rmc16_1 42 8
rmc16_1 43 3
rmc16_1 44 8
rmc16_1 45 3
rmc16_1 46 3
rmc16_1 47 6
rmc16_1 48 5
rmc16_1 49 2
rmc16_1 50 3
rmc16_1 51 8
rmc16_1 52 3
rmc16_1 53 12
rmc16_1 54 3
rmc16_1 55 8
rmc16_1 56 10
rmc16_1 57 1
rmc16_1 58 3
rmc16_1 59 12
rmc16_1 60 3
rmc16_1 61 3
rmc16_1 62 6
rmc16_1 63 5
rmc16_1 64 2
rmc16_1 65 4
rmc16_1 66 11
rmc16_1 67 2
rmc16_1 68 3
rmc16_1 69 3
rmc16_1 70 6
rmc16_1 71 9
rmc16_1 72 13
rmc16_1 73 1
rmc16_1 74 3
rmc16_1 75 3
rmc16_1 76 3
rmc16_1 77 6
rmc16_1 78 1
rmc16_1 79 3
rmc16_1 80 3
rmc16_1 81 3
rmc16_1 82 6
rmc16_1 83 5
rmc16_1 84 2
rmc16_1 85 8
rmc16_1 86 3
rmc16_1 87 12
rmc16_1 88 3
rmc16_1 89 12
rmc16_1 90 3
rmc16_1 91 3
rmc16_1 92 8
rmc16_1 93 5
rmc16_1 94 2
rmc16_1 95 10
rmc16_1 96 5
rmc16_1 97 2
rmc16_1 98 8
rmc16_1 99 3
rmc16_1 100 3
rmc16_1 101 3
rmc16_1 102 3
rmc16_1 103 8
rmc16_1 104 3
rmc16_1 105 7
rmc16_1 106 5
rmc16_1 107 2
rmc16_1 108 3
rmc16_1 109 10
rmc16_1 110 1
rmc16_1 111 2
rmc16_1 112 3
rmc16_1 113 10
rmc16_1 114 1
rmc16_1 115 3
rmc16_1 116 12
rmc16_1 117 3
rmc16_1 118 8
rmc16_1 119 3
rmc16_1 120 8
rmc16_1 121 10
rmc16_1 122 1
rmc16_1 123 3
rmc16_1 124 3
rmc16_1 125 3
rmc16_1 126 12
rmc16_1 127 1
rmc16_1 128 3
rmc16_1 129 3
rmc16_1 130 10
rmc16_1 131 5
rmc16_1 132 2
rmc16_1 133 3
rmc16_1 134 6
rmc16_1 135 5
rmc16_1 136 2
rmc16_1 137 5
rmc16_1 138 2
rmc16_1 139 3
rmc16_1 140 3
rmc16_1 141 3
rmc16_1 142 6
rmc16_1 143 5
rmc16_1 144 2
rmc16_1 145 3
rmc16_1 146 6
rmc16_1 147 5
rmc16_1 148 2
rmc16_1 149 3
rmc16_1 150 12
rmc16_1 151 3
rmc16_1 152 3
rmc16_1 153 6
rmc16_1 154 1
rmc16_1 155 3
rmc16_1 156 12
rmc16_1 157 1
rmc16_1 158 2
rmc16_1 159 3
rmc16_1 160 12
rmc16_1 161 1
rmc16_1 162 3
rmc16_1 163 6
rmc16_1 164 9
rmc16_1 165 8
rmc16_1 166 3
rmc16_1 167 12
rmc16_1 168 4
rmc16_1 169 3
rmc16_1 170 3
