LIT101 LIT301 LIT401 LS601 LS602
337.075775291 550.196587269 649.520331686 627.906263529 590.281789985
339.196886402 548.060753935 651.252630788 629.743300566 590.465493689
341.326516032 545.903346528 653.002633617 631.595152418 590.650678874
343.456145661 543.745939121 654.752840145 633.443300566 590.835493689
345.585775291 541.588531713 656.502842974 635.295152418 591.020678874
347.715404921 539.431124306 658.253049501 637.143300566 591.205493689
349.84503455 537.273716898 660.00305233 638.995152418 591.390678874
351.97466418 535.116309491 661.753055159 640.847004269 591.575864059
354.104293809 532.958902084 663.503261686 642.695152418 591.760678874
356.233923439 530.801494676 665.253264516 644.54700427 591.945864059
358.363553069 528.644087269 667.003471043 646.395152418 592.130678874
360.493182698 526.486679861 668.753473872 648.24700427 592.315864059
362.622812328 524.329272454 670.503476701 650.098856122 592.501049244
364.752441957 522.171865047 672.253683228 651.94700427 592.685864059
366.882071587 520.014457639 674.003686057 653.798856122 592.871049245
369.011701217 517.857050232 675.753892584 655.64700427 593.055864059
371.141330846 515.699642824 677.503895413 657.498856122 593.241049245
373.270960476 513.542235417 679.254101941 659.34700427 593.425864059
375.400590105 511.38482801 681.00410477 661.198856122 593.611049245
377.530219735 509.227420602 682.754107599 663.050707974 593.79623443
379.659849365 507.070013195 684.504314126 664.898856122 593.981049245
381.789478994 504.912605787 686.254316955 666.750707974 594.16623443
383.919108624 502.75519838 688.004523482 668.598856122 594.351049245
386.048738253 500.597790973 689.754526311 670.450707974 594.53623443
388.178367883 498.440383565 691.50452914 672.302559826 594.721419615
390.307997513 496.282976158 693.254735668 674.150707974 594.90623443
392.437627142 494.12556875 695.004738497 676.002559826 595.091419615
394.567256772 491.968161343 696.754945024 677.850707974 595.27623443
396.513923439 489.958902084 698.504947853 679.702559826 595.461419615
396.356516031 489.653346528 700.25515438 681.550707974 595.64623443
396.199108624 489.347790973 702.005157209 683.402559826 595.831419615
396.041701216 489.042235417 703.755160038 685.254411678 596.016604801
395.884293809 488.736679862 705.505366565 687.102559826 596.201419616
395.726886401 488.431124306 707.255369394 688.954411678 596.386604801
395.569478994 488.12556875 709.005575922 690.802559826 596.571419616
395.412071587 487.820013195 710.755578751 692.654411678 596.756604801
395.254664179 487.514457639 712.50558158 694.50626353 596.941789986
395.097256772 489.357679862 712.411343663 696.354411678 595.319197393
394.939849364 491.209531713 712.30949464 698.20626353 593.652530727
394.782441957 493.061383565 712.207849315 700.054411678 591.98549369
394.625034549 494.913235417 712.106000293 701.90626353 590.318827023
394.467627142 496.765087269 712.004354968 703.754411678 588.652160356
394.310219734 498.616939121 711.902505945 705.60626353 586.98549369
394.152812327 500.468790972 711.800656923 707.458115382 586.792901097
393.99540492 502.320642824 711.699011598 709.30626353 586.978086283
393.837997512 504.172494676 711.597162575 711.158115382 587.163271468
393.680590105 506.024346528 711.495517251 713.00626353 587.348086283
393.523182697 507.87619838 711.393668228 714.858115382 587.533271468
393.36577529 509.728050232 711.291819206 716.709967234 587.718456653
393.208367882 510.294087269 712.293877585 718.558115382 587.903271468
393.050960475 509.988531713 714.043880414 720.409967234 588.088456653
392.893553067 509.682976157 715.794086941 722.258115382 588.273641839
392.73614566 509.377420602 717.54408977 724.109967234 588.458827024
392.578738253 509.071865046 719.294296297 725.958115382 588.644012209
392.421330845 508.766309491 721.044299126 727.809967234 588.829197394
392.263923438 508.460753935 722.794301955 729.661819086 589.014382579
392.10651603 508.15519838 724.544508482 731.509967234 589.199197394
391.949108623 507.849642824 726.294511312 733.361819086 589.38438258
391.791701215 507.544087269 728.044717839 735.209967234 589.569197394
391.634293808 507.238531713 729.794720668 737.061819086 589.75438258
391.476886401 506.932976157 731.544723497 738.913670938 589.939567765
391.319478993 506.627420602 733.294930024 740.761819086 590.12475295
391.162071586 506.321865046 735.044932853 742.613670938 590.309938135
391.004664178 506.016309491 736.79513938 744.461819086 590.495123321
390.847256771 505.710753935 738.545142209 746.313670938 590.680308506
390.689849363 505.40519838 740.295348737 748.161819086 590.865123321
390.532441956 505.099642824 742.045351566 750.013670938 591.050308506
390.375034549 504.794087268 743.795354395 751.86552279 591.235493691
390.217627141 504.488531713 745.545560922 753.713670938 591.420308506
390.060219734 504.182976157 747.295563751 755.56552279 591.605493691
389.902812326 503.877420602 749.045770278 757.413670938 591.790678876
389.745404919 503.571865046 750.795773107 759.26552279 591.975864061
389.587997511 503.266309491 752.545775936 761.117374642 592.161049247
389.430590104 502.960753935 754.295982463 762.96552279 592.346234432
389.273182696 502.655198379 756.045985293 764.817374642 592.531419617
389.115775289 502.349642824 757.79619182 766.66552279 592.716234432
388.958367882 502.044087268 759.546194649 768.517374642 592.901419617
388.800960474 501.738531713 761.296401176 770.36552279 593.086234432
388.643553067 501.432976157 763.046404005 772.217374642 593.271419617
388.486145659 501.127420602 764.796406834 774.069226494 593.456604803
388.328738252 500.821865046 766.546613361 775.917374642 593.641789988
388.171330844 500.516309491 768.29661619 777.769226494 593.826975173
388.013923437 500.210753935 770.046822718 779.617374642 594.012160358
387.85651603 499.905198379 771.796825547 781.469226494 594.197345543
387.699108622 499.599642824 773.546828376 783.321078346 594.382530729
387.541701215 501.442865046 773.452590459 785.169226494 592.759938136
387.384293807 503.294716898 773.350741436 787.021078346 591.093271469
387.2268864 505.14656875 773.249096111 788.869226494 589.426234432
387.069478992 506.998420602 773.147247089 790.721078346 587.759567766
