LIT101 LIT301 LIT401 LS601 LS602
857.439237958 885.884370936 923.69656324 660.017296839 215.20895056
857.439237958 883.748537603 925.428862343 661.854333876 215.392654264
857.439237958 881.591130195 927.178865172 663.706185728 215.577839449
857.439237958 879.433722788 928.929071699 665.554333876 215.762654264
857.439237958 877.27631538 930.679074528 667.406185728 215.947839449
857.439237958 875.118907973 932.429281055 669.254333876 216.132654264
857.439237958 872.961500566 934.179283884 671.106185728 216.317839449
857.439237958 870.804093158 935.929286714 672.95803758 216.503024634
857.439237958 868.646685751 937.679493241 674.806185728 216.687839449
857.439237958 866.489278343 939.42949607 676.65803758 216.873024634
857.439237958 864.331870936 941.179702597 678.506185728 217.057839449
857.439237958 862.174463529 942.929705426 680.35803758 217.243024634
857.439237958 860.017056121 944.679708255 682.209889432 217.428209819
857.439237958 857.859648714 946.429914782 684.05803758 217.613024634
857.439237958 855.702241306 948.179917611 685.909889432 217.798209819
857.439237958 853.544833899 949.930124139 687.75803758 217.983024634
857.439237958 851.387426492 951.680126968 689.609889432 218.168209819
857.439237958 849.230019084 953.430333495 691.45803758 218.353024634
857.439237958 847.072611677 955.180336324 693.309889432 218.538209819
857.439237958 844.915204269 956.930339153 695.161741284 218.723395005
857.439237958 842.757796862 958.68054568 697.009889432 218.908209819
857.439237958 840.600389455 960.430548509 698.861741284 219.093395005
857.439237958 838.442982047 962.180755036 700.709889432 219.278209819
857.439237958 836.28557464 963.930757866 702.561741284 219.463395005
857.439237958 834.128167232 965.680760695 704.413593136 219.64858019
857.439237958 831.970759825 967.430967222 706.261741284 219.833395005
857.439237958 829.813352418 969.180970051 708.113593136 220.01858019
857.439237958 827.65594501 970.931176578 709.961741284 220.203395005
857.439237958 825.498537603 972.681179407 711.813593136 220.38858019
857.439237958 823.341130195 974.431385934 713.661741284 220.573395005
857.439237958 821.183722788 976.181388763 715.513593136 220.75858019
857.439237958 819.026315381 977.931391592 717.365444988 220.943765375
857.439237958 816.868907973 979.68159812 719.213593136 221.12858019
857.439237958 814.711500566 981.431600949 721.065444988 221.313765375
857.439237958 812.554093159 983.181807476 722.913593136 221.49858019
857.439237958 810.396685751 984.931810305 724.765444988 221.683765375
857.439237958 808.239278344 986.681813134 726.61729684 221.86895056
857.439237958 808.230648714 986.587575217 728.465444988 220.246357968
857.439237958 808.230648714 986.485726194 730.31729684 218.579691301
857.439237958 808.230648714 986.38408087 732.165444988 216.912654264
857.439237958 808.230648714 986.282231847 734.01729684 215.245987597
857.439237958 808.230648714 986.180586522 735.865444989 213.579320931
857.439237958 808.230648714 986.0787375 737.71729684 211.912654264
857.439237958 808.230648714 985.976888477 739.569148692 211.720061672
