LIT101 LIT301 LIT401 LS601 LS602
356.170543606 446.567684776 517.47459984 609.681424602 399.75136394
356.022913976 446.268888479 519.206898943 611.518461639 399.935067644
355.865506569 445.963332924 520.956901772 613.370313491 400.120252829
355.708099161 445.657777368 522.7071083 615.218461639 400.305067644
355.550691754 445.352221813 524.457111129 617.070313491 400.490252829
355.393284347 445.046666257 526.207317656 618.918461639 400.675067644
355.235876939 444.741110702 527.957320485 620.770313491 400.860252829
355.078469532 444.435555146 529.707323314 622.622165343 401.045438014
354.921062124 444.129999591 531.457529841 624.470313491 401.230252829
354.763654717 443.824444035 533.20753267 626.322165343 401.415438014
354.606247309 443.518888479 534.957739198 628.170313491 401.600252829
354.448839902 443.213332924 536.707742027 630.022165343 401.785438014
354.291432495 442.907777368 538.457744856 631.874017195 401.970623199
354.134025087 442.602221813 540.207951383 633.722165343 402.155438014
353.97661768 442.296666257 541.957954212 635.574017195 402.340623199
353.819210272 441.991110702 543.708160739 637.422165343 402.525438014
353.661802865 441.685555146 545.458163568 639.274017195 402.710623199
353.504395457 441.37999959 547.208370095 641.122165343 402.895438014
353.34698805 441.074444035 548.958372925 642.974017195 403.080623199
353.189580643 440.768888479 550.708375754 644.825869047 403.265808384
353.032173235 440.463332924 552.458582281 646.674017195 403.450623199
352.874765828 440.157777368 554.20858511 648.525869047 403.635808384
352.71735842 439.852221813 555.958791637 650.374017195 403.820623199
352.559951013 439.546666257 557.708794466 652.225869047 404.005808384
352.402543605 439.241110701 559.458797295 654.077720899 404.190993569
352.245136198 438.935555146 561.209003822 655.925869047 404.375808384
352.087728791 438.62999959 562.959006652 657.777720899 404.560993569
351.930321383 438.324444035 564.709213179 659.625869047 404.745808384
351.772913976 438.018888479 566.459216008 661.477720899 404.930993569
351.615506568 437.713332924 568.209422535 663.325869047 405.115808384
351.458099161 437.407777368 569.959425364 665.177720899 405.300993569
351.300691753 437.102221812 571.709428193 667.029572751 405.486178754
351.143284346 436.796666257 573.45963472 668.877720899 405.670993569
350.985876939 436.491110701 575.209637549 670.729572751 405.856178754
350.828469531 436.185555146 576.959844077 672.577720899 406.040993569
350.671062124 435.87999959 578.709846906 674.429572751 406.226178754
350.513654716 435.574444035 580.459849735 676.281424603 406.411363939
350.356247309 437.417666257 580.365611818 678.129572751 404.788771347
350.198839901 439.269518109 580.263762795 679.981424603 403.12210468
350.041432494 441.121369961 580.16211747 681.829572751 401.455067643
349.884025087 442.973221812 580.060268448 683.681424603 399.788400977
349.726617679 444.825073664 579.958623123 685.529572751 398.12173431
349.569210272 446.676925516 579.8567741 687.381424603 396.455067643
349.411802864 448.528777368 579.754925078 689.233276455 396.262475051
349.254395457 450.38062922 579.653279753 691.081424603 396.447660236
349.096988049 452.232481071 579.55143073 692.933276455 396.632845421
348.939580642 454.084332923 579.449785406 694.781424603 396.817660236
348.782173235 455.936184775 579.347936383 696.633276455 397.002845421
348.624765827 457.788036627 579.24608736 698.485128307 397.188030606
348.46735842 458.354073664 580.24814574 700.333276455 397.372845421
348.309951012 458.048518108 581.998148569 702.185128307 397.558030606
348.152543605 457.742962553 583.748355096 704.033276455 397.743215791
347.995136197 457.437406997 585.498357925 705.885128307 397.928400976
347.83772879 457.131851442 587.248564452 707.733276455 398.113586162
347.680321383 456.826295886 588.998567281 709.585128307 398.298771347
347.522913975 456.520740331 590.74857011 711.436980159 398.483956532
347.365506568 456.215184775 592.498776637 713.285128307 398.668771347
347.20809916 455.909629219 594.248779466 715.136980159 398.853956532
347.050691753 455.604073664 595.998985994 716.985128307 399.038771347
346.893284345 455.298518108 597.748988823 718.836980159 399.223956532
346.735876938 454.992962553 599.498991652 720.688832011 399.409141717
346.578469531 454.687406997 601.249198179 722.536980159 399.594326902
346.421062123 454.381851442 602.999201008 724.388832011 399.779512087
346.263654716 454.076295886 604.749407535 726.236980159 399.964697273
346.106247308 453.77074033 606.499410364 728.088832011 400.149882458
345.948839901 453.465184775 608.249616891 729.936980159 400.334697273
345.791432493 453.159629219 609.999619721 731.788832011 400.519882458
345.634025086 452.854073664 611.74962255 733.640683863 400.705067643
345.476617679 452.548518108 613.499829077 735.488832011 400.889882458
345.319210271 452.242962553 615.249831906 737.340683863 401.075067643
345.161802864 451.937406997 617.000038433 739.188832011 401.260252828
345.004395456 451.631851441 618.750041262 741.040683863 401.445438013
344.846988049 451.326295886 620.500044091 742.892535715 401.630623198
344.689580641 451.02074033 622.250250618 744.740683863 401.815808383
344.532173234 450.715184775 624.000253447 746.592535715 402.000993569
344.374765827 450.409629219 625.750459975 748.440683863 402.185808383
344.217358419 450.104073664 627.500462804 750.292535715 402.370993569
344.059951012 449.798518108 629.250669331 752.140683863 402.555808383
343.902543604 449.492962553 631.00067216 753.992535715 402.740993569
343.745136197 449.187406997 632.750674989 755.844387567 402.926178754
343.587728789 448.881851441 634.500881516 757.692535715 403.111363939
343.430321382 448.576295886 636.250884345 759.544387567 403.296549124
343.272913974 448.27074033 638.001090872 761.392535715 403.481734309
343.115506567 447.965184775 639.751093702 763.244387567 403.666919494
342.95809916 447.659629219 641.501096531 765.096239419 403.85210468
342.800691752 449.502851441 641.406858613 766.944387567 402.229512087
342.643284345 451.354703293 641.305009591 768.796239419 400.56284542
342.485876937 453.206555145 641.203364266 770.644387567 398.895808383
342.32846953 455.058406997 641.101515244 772.496239419 397.229141717
342.171062123 456.910258849 640.999666221 774.348091271 395.56247505
342.013654715 458.7621107 640.898020896 776.196239419 393.895808383
341.856247308 460.613962552 640.796171874 778.048091271 393.703215791
341.6988399 462.465814404 640.694526549 779.896239419 393.888400976
341.541432493 464.317666256 640.592677526 781.748091271 394.073586161
341.384025085 466.169518108 640.491032202 783.596239419 394.258400976
341.226617678 468.02136996 640.389183179 785.448091271 394.443586161
341.06921027 469.873221811 640.287334156 787.299943123 394.628771346
340.911802863 470.439258848 641.289392535 789.148091271 394.813586161
340.754395456 470.133703293 643.039395365 790.999943123 394.998771346
340.596988048 469.828147737 644.789601892 792.848091271 395.183956531
340.439580641 469.522592182 646.539604721 794.699943123 395.369141717
340.282173233 469.217036626 648.28960755 796.551794975 395.554326902
