attacked value ,,,,,,,healthy value,,,attacked value 
112.6314, 5/7/2015 12:07:33 PM,,,,,,76.16637,,,112.6314
112.6314, 5/7/2015 12:07:34 PM,,,,,,76.16637,,,112.6314
112.6314, 5/7/2015 12:07:35 PM,,,,,,76.16637,,,112.6314
112.7596, 5/7/2015 12:07:36 PM,,,,,,76.16637,,,112.7596
112.7596, 5/7/2015 12:07:37 PM,,,,,,76.16637,,,112.7596
112.7596, 5/7/2015 12:07:38 PM,,,,,,76.16637,,,112.7596
112.7596, 5/7/2015 12:07:39 PM,,,,,,76.16637,,,112.7596
112.7596, 5/7/2015 12:07:40 PM,,,,,,76.16637,,,112.7596
112.9838, 5/7/2015 12:07:41 PM,,,,,,76.16637,,,112.9838
112.9838, 5/7/2015 12:07:42 PM,,,,,,76.16637,,,112.9838
112.9838, 5/7/2015 12:07:43 PM,,,,,,76.16637,,,112.9838
112.9838, 5/7/2015 12:07:44 PM,,,,,,76.16637,,,112.9838
112.9838, 5/7/2015 12:07:45 PM,,,,,,76.16637,,,112.9838
113.4645, 5/7/2015 12:07:46 PM,,,,,,76.16637,,,113.4645
113.4645, 5/7/2015 12:07:47 PM,,,,,,76.35863,,,113.4645
113.6247, 5/7/2015 12:07:48 PM,,,,,,76.35863,,,113.6247
113.8811, 5/7/2015 12:07:49 PM,,,,,,76.35863,,,113.8811
113.8811, 5/7/2015 12:07:50 PM,,,,,,76.35863,,,113.8811
113.8811, 5/7/2015 12:07:51 PM,,,,,,76.13432,,,113.8811
113.8811, 5/7/2015 12:07:52 PM,,,,,,76.13432,,,113.8811
113.8811, 5/7/2015 12:07:53 PM,,,,,,76.13432,,,113.8811
113.8811, 5/7/2015 12:07:54 PM,,,,,,76.13432,,,113.8811
113.9451, 5/7/2015 12:07:55 PM,,,,,,76.13432,,,113.9451
114.2656, 5/7/2015 12:07:56 PM,,,,,,76.32658,,,114.2656
114.2656, 5/7/2015 12:07:57 PM,,,,,,76.42271,,,114.2656
114.2656, 5/7/2015 12:07:58 PM,,,,,,76.42271,,,114.2656
114.2656, 5/7/2015 12:07:59 PM,,,,,,76.35863,,,114.2656
114.2656, 5/7/2015 12:08:00 PM,,,,,,76.32658,,,114.2656
114.2656, 5/7/2015 12:08:01 PM,,,,,,76.32658,,,114.2656
113.9131, 5/7/2015 12:08:02 PM,,,,,,76.16637,,,113.9131
113.9131, 5/7/2015 12:08:03 PM,,,,,,76.16637,,,113.9131
113.9131, 5/7/2015 12:08:04 PM,,,,,,76.16637,,,113.9131
113.9131, 5/7/2015 12:08:05 PM,,,,,,76.16637,,,113.9131
113.9131, 5/7/2015 12:08:06 PM,,,,,,76.16637,,,113.9131
113.9131, 5/7/2015 12:08:07 PM,,,,,,76.16637,,,113.9131
113.9131, 5/7/2015 12:08:08 PM,,,,,,76.2625,,,113.9131
113.9131, 5/7/2015 12:08:09 PM,,,,,,76.2625,,,113.9131
114.2656, 5/7/2015 12:08:10 PM,,,,,,76.32658,,,114.2656
114.554, 5/7/2015 12:08:11 PM,,,,,,76.32658,,,114.554
114.7462, 5/7/2015 12:08:12 PM,,,,,,76.32658,,,114.7462
114.7462, 5/7/2015 12:08:13 PM,,,,,,76.32658,,,114.7462
115.355, 5/7/2015 12:08:14 PM,,,,,,76.32658,,,115.355
115.355, 5/7/2015 12:08:15 PM,,,,,,76.32658,,,115.355
115.355, 5/7/2015 12:08:16 PM,,,,,,76.32658,,,115.355
115.5153, 5/7/2015 12:08:17 PM,,,,,,76.2625,,,115.5153
115.5473, 5/7/2015 12:08:18 PM,,,,,,76.2625,,,115.5473
115.7075, 5/7/2015 12:08:19 PM,,,,,,76.2625,,,115.7075
115.7075, 5/7/2015 12:08:20 PM,,,,,,76.2625,,,115.7075
115.7075, 5/7/2015 12:08:21 PM,,,,,,76.2625,,,115.7075
115.7075, 5/7/2015 12:08:22 PM,,,,,,76.2625,,,115.7075
115.7075, 5/7/2015 12:08:23 PM,,,,,,76.2625,,,115.7075
115.7075, 5/7/2015 12:08:24 PM,,,,,,76.2625,,,115.7075
115.7075, 5/7/2015 12:08:25 PM,,,,,,76.2625,,,115.7075
115.6434, 5/7/2015 12:08:26 PM,,,,,,76.2625,,,115.6434
115.355, 5/7/2015 12:08:27 PM,,,,,,76.2625,,,115.355
115.355, 5/7/2015 12:08:28 PM,,,,,,76.2625,,,115.355
115.355, 5/7/2015 12:08:29 PM,,,,,,76.2625,,,115.355
115.355, 5/7/2015 12:08:30 PM,,,,,,76.2625,,,115.355
115.5473, 5/7/2015 12:08:31 PM,,,,,,76.2625,,,115.5473
115.5473, 5/7/2015 12:08:32 PM,,,,,,76.2625,,,115.5473
115.5473, 5/7/2015 12:08:33 PM,,,,,,76.2625,,,115.5473
115.8357, 5/7/2015 12:08:34 PM,,,,,,76.2625,,,115.8357
115.9318, 5/7/2015 12:08:35 PM,,,,,,76.2625,,,115.9318
116.1561, 5/7/2015 12:08:36 PM,,,,,,76.2625,,,116.1561
116.1561, 5/7/2015 12:08:37 PM,,,,,,76.2625,,,116.1561
116.1561, 5/7/2015 12:08:38 PM,,,,,,76.2625,,,116.1561
116.1561, 5/7/2015 12:08:39 PM,,,,,,76.2625,,,116.1561
116.4765, 5/7/2015 12:08:40 PM,,,,,,76.2625,,,116.4765
116.4765, 5/7/2015 12:08:41 PM,,,,,,76.2625,,,116.4765
116.4765, 5/7/2015 12:08:42 PM,,,,,,76.2625,,,116.4765
116.4765, 5/7/2015 12:08:43 PM,,,,,,76.2625,,,116.4765
116.4765, 5/7/2015 12:08:44 PM,,,,,,76.2625,,,116.4765
116.4765, 5/7/2015 12:08:45 PM,,,,,,76.2625,,,116.4765
116.4765, 5/7/2015 12:08:46 PM,,,,,,76.2625,,,116.4765
116.4765, 5/7/2015 12:08:47 PM,,,,,,76.2625,,,116.4765
116.4765, 5/7/2015 12:08:48 PM,,,,,,76.2625,,,116.4765
116.4765, 5/7/2015 12:08:49 PM,,,,,,76.2625,,,116.4765
116.4765, 5/7/2015 12:08:50 PM,,,,,,76.2625,,,116.4765
116.4765, 5/7/2015 12:08:51 PM,,,,,,76.2625,,,116.4765
116.7329, 5/7/2015 12:08:52 PM,,,,,,76.2625,,,116.7329
116.9251, 5/7/2015 12:08:53 PM,,,,,,76.2625,,,116.9251
116.9251, 5/7/2015 12:08:54 PM,,,,,,76.2625,,,116.9251
116.9251, 5/7/2015 12:08:55 PM,,,,,,76.2625,,,116.9251
116.9251, 5/7/2015 12:08:56 PM,,,,,,76.2625,,,116.9251
116.9251, 5/7/2015 12:08:57 PM,,,,,,76.2625,,,116.9251
117.0854, 5/7/2015 12:08:58 PM,,,,,,76.2625,,,117.0854
117.0854, 5/7/2015 12:08:59 PM,,,,,,76.2625,,,117.0854
117.2135, 5/7/2015 12:09:00 PM,,,,,,76.2625,,,117.2135
117.2135, 5/7/2015 12:09:01 PM,,,,,,76.2625,,,117.2135
117.2135, 5/7/2015 12:09:02 PM,,,,,,76.2625,,,117.2135
117.2135, 5/7/2015 12:09:03 PM,,,,,,76.2625,,,117.2135
117.2456, 5/7/2015 12:09:04 PM,,,,,,76.2625,,,117.2456
117.534, 5/7/2015 12:09:05 PM,,,,,,76.2625,,,117.534
117.534, 5/7/2015 12:09:06 PM,,,,,,76.2625,,,117.534
117.534, 5/7/2015 12:09:07 PM,,,,,,76.2625,,,117.534
117.9185, 5/7/2015 12:09:08 PM,,,,,,76.2625,,,117.9185
117.9185, 5/7/2015 12:09:09 PM,,,,,,76.2625,,,117.9185
117.9185, 5/7/2015 12:09:10 PM,,,,,,76.2625,,,117.9185
117.9185, 5/7/2015 12:09:11 PM,,,,,,76.2625,,,117.9185
117.8544, 5/7/2015 12:09:12 PM,,,,,,76.2625,,,117.8544
117.8544, 5/7/2015 12:09:13 PM,,,,,,76.2625,,,117.8544
117.534, 5/7/2015 12:09:14 PM,,,,,,76.2625,,,117.534
117.534, 5/7/2015 12:09:15 PM,,,,,,76.2625,,,117.534
117.534, 5/7/2015 12:09:16 PM,,,,,,76.2625,,,117.534
117.534, 5/7/2015 12:09:17 PM,,,,,,76.2625,,,117.534
117.534, 5/7/2015 12:09:18 PM,,,,,,76.2625,,,117.534
117.534, 5/7/2015 12:09:19 PM,,,,,,76.2625,,,117.534
117.4699, 5/7/2015 12:09:20 PM,,,,,,76.2625,,,117.4699
117.4699, 5/7/2015 12:09:21 PM,,,,,,76.2625,,,117.4699
117.4699, 5/7/2015 12:09:22 PM,,,,,,76.2625,,,117.4699
117.7903, 5/7/2015 12:09:23 PM,,,,,,76.2625,,,117.7903
117.7903, 5/7/2015 12:09:24 PM,,,,,,76.2625,,,117.7903
117.7903, 5/7/2015 12:09:25 PM,,,,,,76.2625,,,117.7903
118.2069, 5/7/2015 12:09:26 PM,,,,,,76.2625,,,118.2069
118.335, 5/7/2015 12:09:27 PM,,,,,,76.2625,,,118.335
118.335, 5/7/2015 12:09:28 PM,,,,,,76.2625,,,118.335
118.5593, 5/7/2015 12:09:29 PM,,,,,,76.2625,,,118.5593
118.7516, 5/7/2015 12:09:30 PM,,,,,,76.2625,,,118.7516
118.8477, 5/7/2015 12:09:31 PM,,,,,,76.2625,,,118.8477
119.04, 5/7/2015 12:09:32 PM,,,,,,76.2625,,,119.04
119.04, 5/7/2015 12:09:33 PM,,,,,,76.2625,,,119.04
119.2963, 5/7/2015 12:09:34 PM,,,,,,76.2625,,,119.2963
119.2963, 5/7/2015 12:09:35 PM,,,,,,76.2625,,,119.2963
119.2963, 5/7/2015 12:09:36 PM,,,,,,76.2625,,,119.2963
119.4566, 5/7/2015 12:09:37 PM,,,,,,76.2625,,,119.4566
119.4566, 5/7/2015 12:09:38 PM,,,,,,76.2625,,,119.4566
119.4566, 5/7/2015 12:09:39 PM,,,,,,76.2625,,,119.4566
119.4566, 5/7/2015 12:09:40 PM,,,,,,76.2625,,,119.4566
119.4566, 5/7/2015 12:09:41 PM,,,,,,76.2625,,,119.4566
119.4566, 5/7/2015 12:09:42 PM,,,,,,76.2625,,,119.4566
119.4566, 5/7/2015 12:09:43 PM,,,,,,76.2625,,,119.4566
119.4566, 5/7/2015 12:09:44 PM,,,,,,76.2625,,,119.4566
119.6809, 5/7/2015 12:09:45 PM,,,,,,76.2625,,,119.6809
119.6809, 5/7/2015 12:09:46 PM,,,,,,76.2625,,,119.6809
119.6809, 5/7/2015 12:09:47 PM,,,,,,76.2625,,,119.6809
119.6809, 5/7/2015 12:09:48 PM,,,,,,76.2625,,,119.6809
119.3604, 5/7/2015 12:09:49 PM,,,,,,76.2625,,,119.3604
119.3604, 5/7/2015 12:09:50 PM,,,,,,76.2625,,,119.3604
119.4886, 5/7/2015 12:09:51 PM,,,,,,76.2625,,,119.4886
119.809, 5/7/2015 12:09:52 PM,,,,,,76.2625,,,119.809
119.809, 5/7/2015 12:09:53 PM,,,,,,76.2625,,,119.809
119.809, 5/7/2015 12:09:54 PM,,,,,,76.2625,,,119.809
119.809, 5/7/2015 12:09:55 PM,,,,,,76.2625,,,119.809
120.0013, 5/7/2015 12:09:56 PM,,,,,,76.2625,,,120.0013
120.4178, 5/7/2015 12:09:57 PM,,,,,,76.2625,,,120.4178
120.4178, 5/7/2015 12:09:58 PM,,,,,,76.2625,,,120.4178
120.4178, 5/7/2015 12:09:59 PM,,,,,,76.2625,,,120.4178
120.4178, 5/7/2015 12:10:00 PM,,,,,,76.2625,,,120.4178
120.4178, 5/7/2015 12:10:01 PM,,,,,,76.2625,,,120.4178
120.0974, 5/7/2015 12:10:02 PM,,,,,,76.2625,,,120.0974
120.0974, 5/7/2015 12:10:03 PM,,,,,,76.2625,,,120.0974
120.0974, 5/7/2015 12:10:04 PM,,,,,,76.2625,,,120.0974
120.0974, 5/7/2015 12:10:05 PM,,,,,,76.2625,,,120.0974
120.0974, 5/7/2015 12:10:06 PM,,,,,,76.2625,,,120.0974
120.0974, 5/7/2015 12:10:07 PM,,,,,,76.2625,,,120.0974
120.0974, 5/7/2015 12:10:08 PM,,,,,,76.2625,,,120.0974
120.0974, 5/7/2015 12:10:09 PM,,,,,,76.2625,,,120.0974
120.0974, 5/7/2015 12:10:10 PM,,,,,,76.2625,,,120.0974
120.0974, 5/7/2015 12:10:11 PM,,,,,,76.2625,,,120.0974
120.4178, 5/7/2015 12:10:12 PM,,,,,,76.2625,,,120.4178
120.4178, 5/7/2015 12:10:13 PM,,,,,,76.2625,,,120.4178
120.4178, 5/7/2015 12:10:14 PM,,,,,,76.2625,,,120.4178
120.4178, 5/7/2015 12:10:15 PM,,,,,,76.2625,,,120.4178
120.4178, 5/7/2015 12:10:16 PM,,,,,,76.2625,,,120.4178
120.4178, 5/7/2015 12:10:17 PM,,,,,,76.2625,,,120.4178
120.4178, 5/7/2015 12:10:18 PM,,,,,,76.2625,,,120.4178
120.6421, 5/7/2015 12:10:19 PM,,,,,,76.2625,,,120.6421
120.6421, 5/7/2015 12:10:20 PM,,,,,,76.2625,,,120.6421
120.7383, 5/7/2015 12:10:21 PM,,,,,,76.2625,,,120.7383
121.0907, 5/7/2015 12:10:22 PM,,,,,,76.2625,,,121.0907
121.0907, 5/7/2015 12:10:23 PM,,,,,,76.2625,,,121.0907
121.0907, 5/7/2015 12:10:24 PM,,,,,,76.2625,,,121.0907
121.0907, 5/7/2015 12:10:25 PM,,,,,,76.2625,,,121.0907
121.0907, 5/7/2015 12:10:26 PM,,,,,,76.2625,,,121.0907
121.0907, 5/7/2015 12:10:27 PM,,,,,,76.2625,,,121.0907
121.0907, 5/7/2015 12:10:28 PM,,,,,,76.2625,,,121.0907
121.283, 5/7/2015 12:10:29 PM,,,,,,76.2625,,,121.283
121.283, 5/7/2015 12:10:30 PM,,,,,,76.2625,,,121.283
121.283, 5/7/2015 12:10:31 PM,,,,,,76.2625,,,121.283
121.283, 5/7/2015 12:10:32 PM,,,,,,76.2625,,,121.283
121.283, 5/7/2015 12:10:33 PM,,,,,,76.2625,,,121.283
121.283, 5/7/2015 12:10:34 PM,,,,,,76.2625,,,121.283
121.283, 5/7/2015 12:10:35 PM,,,,,,76.2625,,,121.283
121.283, 5/7/2015 12:10:36 PM,,,,,,76.2625,,,121.283
121.5394, 5/7/2015 12:10:37 PM,,,,,,76.2625,,,121.5394
121.5394, 5/7/2015 12:10:38 PM,,,,,,76.2625,,,121.5394
121.5394, 5/7/2015 12:10:39 PM,,,,,,76.2625,,,121.5394
121.5394, 5/7/2015 12:10:40 PM,,,,,,76.2625,,,121.5394
121.5394, 5/7/2015 12:10:41 PM,,,,,,76.2625,,,121.5394
121.7957, 5/7/2015 12:10:42 PM,,,,,,76.2625,,,121.7957
121.9239, 5/7/2015 12:10:43 PM,,,,,,76.2625,,,121.9239
121.9239, 5/7/2015 12:10:44 PM,,,,,,76.2625,,,121.9239
121.9239, 5/7/2015 12:10:45 PM,,,,,,76.2625,,,121.9239
121.9239, 5/7/2015 12:10:46 PM,,,,,,76.2625,,,121.9239
122.2122, 5/7/2015 12:10:47 PM,,,,,,76.2625,,,122.2122
122.2122, 5/7/2015 12:10:48 PM,,,,,,76.2625,,,122.2122
122.2122, 5/7/2015 12:10:49 PM,,,,,,76.2625,,,122.2122
122.2122, 5/7/2015 12:10:50 PM,,,,,,76.2625,,,122.2122
122.2122, 5/7/2015 12:10:51 PM,,,,,,76.2625,,,122.2122
122.2443, 5/7/2015 12:10:52 PM,,,,,,76.2625,,,122.2443
122.2443, 5/7/2015 12:10:53 PM,,,,,,76.2625,,,122.2443
122.4366, 5/7/2015 12:10:54 PM,,,,,,76.2625,,,122.4366
122.4366, 5/7/2015 12:10:55 PM,,,,,,76.2625,,,122.4366
122.4366, 5/7/2015 12:10:56 PM,,,,,,76.2625,,,122.4366
122.4366, 5/7/2015 12:10:57 PM,,,,,,76.2625,,,122.4366
122.4366, 5/7/2015 12:10:58 PM,,,,,,76.2625,,,122.4366
122.4366, 5/7/2015 12:10:59 PM,,,,,,76.2625,,,122.4366
