attacked value ,,,,,,,healthy value,,,attacked value 
84.94617, 5/7/2015 11:45:59 AM,,,,,,113.2082,,,84.94617
84.94617, 5/7/2015 11:46:00 AM,,,,,,113.2082,,,84.94617
84.94617, 5/7/2015 11:46:01 AM,,,,,,113.2082,,,84.94617
84.94617, 5/7/2015 11:46:02 AM,,,,,,113.2082,,,84.94617
84.94617, 5/7/2015 11:46:03 AM,,,,,,112.7916,,,84.94617
84.94617, 5/7/2015 11:46:04 AM,,,,,,112.5352,,,84.94617
84.94617, 5/7/2015 11:46:05 AM,,,,,,111.8944,,,84.94617
84.94617, 5/7/2015 11:46:06 AM,,,,,,111.8944,,,84.94617
84.94617, 5/7/2015 11:46:07 AM,,,,,,111.7342,,,84.94617
84.94617, 5/7/2015 11:46:08 AM,,,,,,111.7342,,,84.94617
84.94617, 5/7/2015 11:46:09 AM,,,,,,111.4137,,,84.94617
84.94617, 5/7/2015 11:46:10 AM,,,,,,111.2215,,,84.94617
84.94617, 5/7/2015 11:46:11 AM,,,,,,110.869,,,84.94617
84.94617, 5/7/2015 11:46:12 AM,,,,,,110.2922,,,84.94617
84.94617, 5/7/2015 11:46:13 AM,,,,,,110.2922,,,84.94617
84.94617, 5/7/2015 11:46:14 AM,,,,,,110.2922,,,84.94617
84.94617, 5/7/2015 11:46:15 AM,,,,,,110.2922,,,84.94617
84.94617, 5/7/2015 11:46:16 AM,,,,,,110.2922,,,84.94617
84.94617, 5/7/2015 11:46:17 AM,,,,,,110.2922,,,84.94617
84.94617, 5/7/2015 11:46:18 AM,,,,,,110.2922,,,84.94617
84.94617, 5/7/2015 11:46:19 AM,,,,,,110.2922,,,84.94617
84.94617, 5/7/2015 11:46:20 AM,,,,,,110.2922,,,84.94617
85.10638, 5/7/2015 11:46:21 AM,,,,,,110.6127,,,85.10638
85.10638, 5/7/2015 11:46:22 AM,,,,,,110.9011,,,85.10638
85.10638, 5/7/2015 11:46:23 AM,,,,,,110.9011,,,85.10638
85.10638, 5/7/2015 11:46:24 AM,,,,,,110.9011,,,85.10638
85.10638, 5/7/2015 11:46:25 AM,,,,,,110.9011,,,85.10638
85.10638, 5/7/2015 11:46:26 AM,,,,,,110.2281,,,85.10638
85.10638, 5/7/2015 11:46:27 AM,,,,,,110.1,,,85.10638
85.10638, 5/7/2015 11:46:28 AM,,,,,,110.0359,,,85.10638
85.10638, 5/7/2015 11:46:29 AM,,,,,,109.6514,,,85.10638
85.10638, 5/7/2015 11:46:30 AM,,,,,,109.5552,,,85.10638
85.10638, 5/7/2015 11:46:31 AM,,,,,,109.1707,,,85.10638
85.10638, 5/7/2015 11:46:32 AM,,,,,,109.1066,,,85.10638
85.10638, 5/7/2015 11:46:33 AM,,,,,,109.1066,,,85.10638
85.10638, 5/7/2015 11:46:34 AM,,,,,,109.1066,,,85.10638
85.10638, 5/7/2015 11:46:35 AM,,,,,,109.1066,,,85.10638
85.10638, 5/7/2015 11:46:36 AM,,,,,,109.395,,,85.10638
85.23456, 5/7/2015 11:46:37 AM,,,,,,109.4271,,,85.23456
85.23456, 5/7/2015 11:46:38 AM,,,,,,109.4271,,,85.23456
85.23456, 5/7/2015 11:46:39 AM,,,,,,109.4271,,,85.23456
85.23456, 5/7/2015 11:46:40 AM,,,,,,109.4271,,,85.23456
85.23456, 5/7/2015 11:46:41 AM,,,,,,109.1387,,,85.23456
85.23456, 5/7/2015 11:46:42 AM,,,,,,109.1387,,,85.23456
85.23456, 5/7/2015 11:46:43 AM,,,,,,109.0746,,,85.23456
85.23456, 5/7/2015 11:46:44 AM,,,,,,108.9144,,,85.23456
85.23456, 5/7/2015 11:46:45 AM,,,,,,108.9144,,,85.23456
85.01025, 5/7/2015 11:46:46 AM,,,,,,108.9144,,,85.01025
84.97821, 5/7/2015 11:46:47 AM,,,,,,109.3309,,,84.97821
84.97821, 5/7/2015 11:46:48 AM,,,,,,109.5873,,,84.97821
84.97821, 5/7/2015 11:46:49 AM,,,,,,109.5873,,,84.97821
84.97821, 5/7/2015 11:46:50 AM,,,,,,109.8116,,,84.97821
84.97821, 5/7/2015 11:46:51 AM,,,,,,109.8116,,,84.97821
84.97821, 5/7/2015 11:46:52 AM,,,,,,109.8116,,,84.97821
84.97821, 5/7/2015 11:46:53 AM,,,,,,109.9398,,,84.97821
85.13843, 5/7/2015 11:46:54 AM,,,,,,109.9398,,,85.13843
85.13843, 5/7/2015 11:46:55 AM,,,,,,109.4912,,,85.13843
85.13843, 5/7/2015 11:46:56 AM,,,,,,108.9785,,,85.13843
85.13843, 5/7/2015 11:46:57 AM,,,,,,108.626,,,85.13843
85.13843, 5/7/2015 11:46:58 AM,,,,,,108.5299,,,85.13843
84.85004, 5/7/2015 11:46:59 AM,,,,,,108.1453,,,84.85004
84.85004, 5/7/2015 11:47:00 AM,,,,,,107.889,,,84.85004
84.85004, 5/7/2015 11:47:01 AM,,,,,,107.889,,,84.85004
84.85004, 5/7/2015 11:47:02 AM,,,,,,107.6647,,,84.85004
84.85004, 5/7/2015 11:47:03 AM,,,,,,107.5045,,,84.85004
84.85004, 5/7/2015 11:47:04 AM,,,,,,107.4084,,,84.85004
84.85004, 5/7/2015 11:47:05 AM,,,,,,106.9277,,,84.85004
84.85004, 5/7/2015 11:47:06 AM,,,,,,106.9277,,,84.85004
84.85004, 5/7/2015 11:47:07 AM,,,,,,107.0879,,,84.85004
84.85004, 5/7/2015 11:47:08 AM,,,,,,107.1841,,,84.85004
84.85004, 5/7/2015 11:47:09 AM,,,,,,107.1841,,,84.85004
84.85004, 5/7/2015 11:47:10 AM,,,,,,106.5752,,,84.85004
84.85004, 5/7/2015 11:47:11 AM,,,,,,106.4471,,,84.85004
84.85004, 5/7/2015 11:47:12 AM,,,,,,106.0625,,,84.85004
84.85004, 5/7/2015 11:47:13 AM,,,,,,106.0305,,,84.85004
84.85004, 5/7/2015 11:47:14 AM,,,,,,105.9023,,,84.85004
84.85004, 5/7/2015 11:47:15 AM,,,,,,105.6139,,,84.85004
84.85004, 5/7/2015 11:47:16 AM,,,,,,105.2615,,,84.85004
84.85004, 5/7/2015 11:47:17 AM,,,,,,105.2615,,,84.85004
84.85004, 5/7/2015 11:47:18 AM,,,,,,104.6847,,,84.85004
84.85004, 5/7/2015 11:47:19 AM,,,,,,104.6847,,,84.85004
84.85004, 5/7/2015 11:47:20 AM,,,,,,104.6847,,,84.85004
84.85004, 5/7/2015 11:47:21 AM,,,,,,105.2294,,,84.85004
84.85004, 5/7/2015 11:47:22 AM,,,,,,105.646,,,84.85004
85.10638, 5/7/2015 11:47:23 AM,,,,,,105.9664,,,85.10638
85.10638, 5/7/2015 11:47:24 AM,,,,,,106.3509,,,85.10638
85.10638, 5/7/2015 11:47:25 AM,,,,,,106.3509,,,85.10638
85.10638, 5/7/2015 11:47:26 AM,,,,,,106.6714,,,85.10638
85.10638, 5/7/2015 11:47:27 AM,,,,,,106.6714,,,85.10638
85.10638, 5/7/2015 11:47:28 AM,,,,,,106.6714,,,85.10638
85.10638, 5/7/2015 11:47:29 AM,,,,,,106.0946,,,85.10638
85.29865, 5/7/2015 11:47:30 AM,,,,,,105.9664,,,85.29865
85.29865, 5/7/2015 11:47:31 AM,,,,,,105.1013,,,85.29865
85.29865, 5/7/2015 11:47:32 AM,,,,,,104.4284,,,85.29865
84.91412, 5/7/2015 11:47:33 AM,,,,,,103.9477,,,84.91412
84.91412, 5/7/2015 11:47:34 AM,,,,,,103.6914,,,84.91412
84.91412, 5/7/2015 11:47:35 AM,,,,,,103.6914,,,84.91412
84.97821, 5/7/2015 11:47:36 AM,,,,,,103.6914,,,84.97821
84.97821, 5/7/2015 11:47:37 AM,,,,,,103.6914,,,84.97821
84.97821, 5/7/2015 11:47:38 AM,,,,,,103.6914,,,84.97821
85.2666, 5/7/2015 11:47:39 AM,,,,,,103.6914,,,85.2666
85.2666, 5/7/2015 11:47:40 AM,,,,,,104.3643,,,85.2666
85.2666, 5/7/2015 11:47:41 AM,,,,,,104.7488,,,85.2666
85.2666, 5/7/2015 11:47:42 AM,,,,,,104.8449,,,85.2666
85.2666, 5/7/2015 11:47:43 AM,,,,,,105.1653,,,85.2666
85.2666, 5/7/2015 11:47:44 AM,,,,,,105.1653,,,85.2666
85.2666, 5/7/2015 11:47:45 AM,,,,,,105.1653,,,85.2666
85.2666, 5/7/2015 11:47:46 AM,,,,,,105.1653,,,85.2666
85.2666, 5/7/2015 11:47:47 AM,,,,,,105.1653,,,85.2666
85.2666, 5/7/2015 11:47:48 AM,,,,,,105.1653,,,85.2666
85.2666, 5/7/2015 11:47:49 AM,,,,,,104.941,,,85.2666
85.2666, 5/7/2015 11:47:50 AM,,,,,,104.3002,,,85.2666
85.2666, 5/7/2015 11:47:51 AM,,,,,,104.2681,,,85.2666
85.2666, 5/7/2015 11:47:52 AM,,,,,,103.9798,,,85.2666
85.2666, 5/7/2015 11:47:53 AM,,,,,,103.8516,,,85.2666
85.2666, 5/7/2015 11:47:54 AM,,,,,,103.8516,,,85.2666
85.2666, 5/7/2015 11:47:55 AM,,,,,,103.8516,,,85.2666
85.2666, 5/7/2015 11:47:56 AM,,,,,,103.8516,,,85.2666
85.2666, 5/7/2015 11:47:57 AM,,,,,,103.403,,,85.2666
85.2666, 5/7/2015 11:47:58 AM,,,,,,103.403,,,85.2666
85.2666, 5/7/2015 11:47:59 AM,,,,,,103.403,,,85.2666
85.39477, 5/7/2015 11:48:00 AM,,,,,,103.403,,,85.39477
85.45885, 5/7/2015 11:48:01 AM,,,,,,103.403,,,85.45885
85.45885, 5/7/2015 11:48:02 AM,,,,,,103.403,,,85.45885
85.45885, 5/7/2015 11:48:03 AM,,,,,,103.403,,,85.45885
85.45885, 5/7/2015 11:48:04 AM,,,,,,103.6273,,,85.45885
85.2666, 5/7/2015 11:48:05 AM,,,,,,103.6273,,,85.2666
85.2666, 5/7/2015 11:48:06 AM,,,,,,103.6273,,,85.2666
85.2666, 5/7/2015 11:48:07 AM,,,,,,103.6273,,,85.2666
85.2666, 5/7/2015 11:48:08 AM,,,,,,103.7234,,,85.2666
85.2666, 5/7/2015 11:48:09 AM,,,,,,103.8516,,,85.2666
85.2666, 5/7/2015 11:48:10 AM,,,,,,103.8516,,,85.2666
85.2666, 5/7/2015 11:48:11 AM,,,,,,103.8516,,,85.2666
85.2666, 5/7/2015 11:48:12 AM,,,,,,103.4991,,,85.2666
85.2666, 5/7/2015 11:48:13 AM,,,,,,103.4991,,,85.2666
85.2666, 5/7/2015 11:48:14 AM,,,,,,103.4991,,,85.2666
85.2666, 5/7/2015 11:48:15 AM,,,,,,103.4991,,,85.2666
85.2666, 5/7/2015 11:48:16 AM,,,,,,103.4991,,,85.2666
85.2666, 5/7/2015 11:48:17 AM,,,,,,103.4671,,,85.2666
85.2666, 5/7/2015 11:48:18 AM,,,,,,103.0505,,,85.2666
85.2666, 5/7/2015 11:48:19 AM,,,,,,103.0505,,,85.2666
85.2666, 5/7/2015 11:48:20 AM,,,,,,103.0505,,,85.2666
85.2666, 5/7/2015 11:48:21 AM,,,,,,103.0505,,,85.2666
85.2666, 5/7/2015 11:48:22 AM,,,,,,103.0505,,,85.2666
85.2666, 5/7/2015 11:48:23 AM,,,,,,103.0505,,,85.2666
85.2666, 5/7/2015 11:48:24 AM,,,,,,103.0505,,,85.2666
85.2666, 5/7/2015 11:48:25 AM,,,,,,102.7301,,,85.2666
85.2666, 5/7/2015 11:48:26 AM,,,,,,102.5058,,,85.2666
85.2666, 5/7/2015 11:48:27 AM,,,,,,102.5058,,,85.2666
85.2666, 5/7/2015 11:48:28 AM,,,,,,102.5058,,,85.2666
85.2666, 5/7/2015 11:48:29 AM,,,,,,102.0572,,,85.2666
85.2666, 5/7/2015 11:48:30 AM,,,,,,102.0572,,,85.2666
85.17047, 5/7/2015 11:48:31 AM,,,,,,101.8969,,,85.17047
85.13843, 5/7/2015 11:48:32 AM,,,,,,101.8969,,,85.13843
85.13843, 5/7/2015 11:48:33 AM,,,,,,101.8969,,,85.13843
85.13843, 5/7/2015 11:48:34 AM,,,,,,101.5445,,,85.13843
85.13843, 5/7/2015 11:48:35 AM,,,,,,101.5445,,,85.13843
85.13843, 5/7/2015 11:48:36 AM,,,,,,101.5445,,,85.13843
85.13843, 5/7/2015 11:48:37 AM,,,,,,101.3843,,,85.13843
85.13843, 5/7/2015 11:48:38 AM,,,,,,101.3843,,,85.13843
85.33068, 5/7/2015 11:48:39 AM,,,,,,101.3843,,,85.33068
85.33068, 5/7/2015 11:48:40 AM,,,,,,101.16,,,85.33068
85.33068, 5/7/2015 11:48:41 AM,,,,,,101.16,,,85.33068
85.33068, 5/7/2015 11:48:42 AM,,,,,,101.16,,,85.33068
85.33068, 5/7/2015 11:48:43 AM,,,,,,101.0638,,,85.33068
85.33068, 5/7/2015 11:48:44 AM,,,,,,100.8075,,,85.33068
85.33068, 5/7/2015 11:48:45 AM,,,,,,100.8075,,,85.33068
85.33068, 5/7/2015 11:48:46 AM,,,,,,100.8075,,,85.33068
85.33068, 5/7/2015 11:48:47 AM,,,,,,100.8075,,,85.33068
85.33068, 5/7/2015 11:48:48 AM,,,,,,100.8075,,,85.33068
85.33068, 5/7/2015 11:48:49 AM,,,,,,100.9677,,,85.33068
85.33068, 5/7/2015 11:48:50 AM,,,,,,100.9677,,,85.33068
85.33068, 5/7/2015 11:48:51 AM,,,,,,101.2561,,,85.33068
85.33068, 5/7/2015 11:48:52 AM,,,,,,101.2561,,,85.33068
85.33068, 5/7/2015 11:48:53 AM,,,,,,101.2561,,,85.33068
85.33068, 5/7/2015 11:48:54 AM,,,,,,101.3843,,,85.33068
85.33068, 5/7/2015 11:48:55 AM,,,,,,101.3843,,,85.33068
85.33068, 5/7/2015 11:48:56 AM,,,,,,101.3843,,,85.33068
85.33068, 5/7/2015 11:48:57 AM,,,,,,101.3843,,,85.33068
85.33068, 5/7/2015 11:48:58 AM,,,,,,101.3843,,,85.33068
85.33068, 5/7/2015 11:48:59 AM,,,,,,101.3843,,,85.33068
85.33068, 5/7/2015 11:49:00 AM,,,,,,100.8395,,,85.33068
85.33068, 5/7/2015 11:49:01 AM,,,,,,100.2628,,,85.33068
85.33068, 5/7/2015 11:49:02 AM,,,,,,100.2628,,,85.33068
85.33068, 5/7/2015 11:49:03 AM,,,,,,100.2628,,,85.33068
85.33068, 5/7/2015 11:49:04 AM,,,,,,100.2628,,,85.33068
85.33068, 5/7/2015 11:49:05 AM,,,,,,100.2628,,,85.33068
85.33068, 5/7/2015 11:49:06 AM,,,,,,100.2628,,,85.33068
85.33068, 5/7/2015 11:49:07 AM,,,,,,99.62189,,,85.33068
85.33068, 5/7/2015 11:49:08 AM,,,,,,99.62189,,,85.33068
85.33068, 5/7/2015 11:49:09 AM,,,,,,99.62189,,,85.33068
85.33068, 5/7/2015 11:49:10 AM,,,,,,99.62189,,,85.33068
85.33068, 5/7/2015 11:49:11 AM,,,,,,99.62189,,,85.33068
85.33068, 5/7/2015 11:49:12 AM,,,,,,99.39759,,,85.33068
85.33068, 5/7/2015 11:49:13 AM,,,,,,99.39759,,,85.33068
85.33068, 5/7/2015 11:49:14 AM,,,,,,99.39759,,,85.33068
85.33068, 5/7/2015 11:49:15 AM,,,,,,99.65394,,,85.33068
85.33068, 5/7/2015 11:49:16 AM,,,,,,99.65394,,,85.33068
85.33068, 5/7/2015 11:49:17 AM,,,,,,99.65394,,,85.33068
85.33068, 5/7/2015 11:49:18 AM,,,,,,99.65394,,,85.33068
85.33068, 5/7/2015 11:49:19 AM,,,,,,99.65394,,,85.33068
85.33068, 5/7/2015 11:49:20 AM,,,,,,99.71802,,,85.33068
85.33068, 5/7/2015 11:49:21 AM,,,,,,100.0064,,,85.33068
85.33068, 5/7/2015 11:49:22 AM,,,,,,100.0064,,,85.33068
85.33068, 5/7/2015 11:49:23 AM,,,,,,100.0064,,,85.33068
85.33068, 5/7/2015 11:49:24 AM,,,,,,99.87823,,,85.33068
85.33068, 5/7/2015 11:49:25 AM,,,,,,99.65394,,,85.33068
85.33068, 5/7/2015 11:49:26 AM,,,,,,99.3335,,,85.33068
85.33068, 5/7/2015 11:49:27 AM,,,,,,99.3335,,,85.33068
85.33068, 5/7/2015 11:49:28 AM,,,,,,98.91695,,,85.33068
85.33068, 5/7/2015 11:49:29 AM,,,,,,98.91695,,,85.33068
85.33068, 5/7/2015 11:49:30 AM,,,,,,98.82082,,,85.33068
85.33068, 5/7/2015 11:49:31 AM,,,,,,98.59651,,,85.33068
85.33068, 5/7/2015 11:49:32 AM,,,,,,98.59651,,,85.33068
85.33068, 5/7/2015 11:49:33 AM,,,,,,98.59651,,,85.33068
85.33068, 5/7/2015 11:49:34 AM,,,,,,98.59651,,,85.33068
85.33068, 5/7/2015 11:49:35 AM,,,,,,99.14124,,,85.33068
85.33068, 5/7/2015 11:49:36 AM,,,,,,99.14124,,,85.33068
85.33068, 5/7/2015 11:49:37 AM,,,,,,99.14124,,,85.33068
85.33068, 5/7/2015 11:49:38 AM,,,,,,99.55781,,,85.33068
85.33068, 5/7/2015 11:49:39 AM,,,,,,99.55781,,,85.33068
85.33068, 5/7/2015 11:49:40 AM,,,,,,99.84619,,,85.33068
85.33068, 5/7/2015 11:49:41 AM,,,,,,100.1025,,,85.33068
85.33068, 5/7/2015 11:49:42 AM,,,,,,100.1025,,,85.33068
85.33068, 5/7/2015 11:49:43 AM,,,,,,100.1025,,,85.33068
85.33068, 5/7/2015 11:49:44 AM,,,,,,100.1025,,,85.33068
85.33068, 5/7/2015 11:49:45 AM,,,,,,99.7821,,,85.33068
85.33068, 5/7/2015 11:49:46 AM,,,,,,99.52576,,,85.33068
85.33068, 5/7/2015 11:49:47 AM,,,,,,99.17329,,,85.33068
85.33068, 5/7/2015 11:49:48 AM,,,,,,98.8849,,,85.33068
85.33068, 5/7/2015 11:49:49 AM,,,,,,98.8849,,,85.33068
85.33068, 5/7/2015 11:49:50 AM,,,,,,98.6606,,,85.33068
85.33068, 5/7/2015 11:49:51 AM,,,,,,98.24404,,,85.33068
85.33068, 5/7/2015 11:49:52 AM,,,,,,98.05178,,,85.33068
85.33068, 5/7/2015 11:49:53 AM,,,,,,97.85952,,,85.33068
85.33068, 5/7/2015 11:49:54 AM,,,,,,97.44296,,,85.33068
85.33068, 5/7/2015 11:49:55 AM,,,,,,97.44296,,,85.33068
85.33068, 5/7/2015 11:49:56 AM,,,,,,97.44296,,,85.33068
85.33068, 5/7/2015 11:49:57 AM,,,,,,97.44296,,,85.33068
85.33068, 5/7/2015 11:49:58 AM,,,,,,97.44296,,,85.33068
85.33068, 5/7/2015 11:49:59 AM,,,,,,97.85952,,,85.33068
85.33068, 5/7/2015 11:50:00 AM,,,,,,97.85952,,,85.33068
85.33068, 5/7/2015 11:50:01 AM,,,,,,97.85952,,,85.33068
85.33068, 5/7/2015 11:50:02 AM,,,,,,97.85952,,,85.33068
85.33068, 5/7/2015 11:50:03 AM,,,,,,97.95565,,,85.33068
85.33068, 5/7/2015 11:50:04 AM,,,,,,98.11587,,,85.33068
85.33068, 5/7/2015 11:50:05 AM,,,,,,98.11587,,,85.33068
85.33068, 5/7/2015 11:50:06 AM,,,,,,98.11587,,,85.33068
85.33068, 5/7/2015 11:50:07 AM,,,,,,98.11587,,,85.33068
85.33068, 5/7/2015 11:50:08 AM,,,,,,98.11587,,,85.33068
85.33068, 5/7/2015 11:50:09 AM,,,,,,98.11587,,,85.33068
85.33068, 5/7/2015 11:50:10 AM,,,,,,97.79544,,,85.33068
85.29865, 5/7/2015 11:50:11 AM,,,,,,97.69931,,,85.29865
85.29865, 5/7/2015 11:50:12 AM,,,,,,97.41092,,,85.29865
85.29865, 5/7/2015 11:50:13 AM,,,,,,97.41092,,,85.29865
85.29865, 5/7/2015 11:50:14 AM,,,,,,97.41092,,,85.29865
85.29865, 5/7/2015 11:50:15 AM,,,,,,97.37888,,,85.29865
85.29865, 5/7/2015 11:50:16 AM,,,,,,97.37888,,,85.29865
85.29865, 5/7/2015 11:50:17 AM,,,,,,97.37888,,,85.29865
85.29865, 5/7/2015 11:50:18 AM,,,,,,97.12254,,,85.29865
85.29865, 5/7/2015 11:50:19 AM,,,,,,97.12254,,,85.29865
85.29865, 5/7/2015 11:50:20 AM,,,,,,97.12254,,,85.29865
85.29865, 5/7/2015 11:50:21 AM,,,,,,97.12254,,,85.29865
85.29865, 5/7/2015 11:50:22 AM,,,,,,97.12254,,,85.29865
85.29865, 5/7/2015 11:50:23 AM,,,,,,97.12254,,,85.29865
85.29865, 5/7/2015 11:50:24 AM,,,,,,96.99436,,,85.29865
85.29865, 5/7/2015 11:50:25 AM,,,,,,96.89823,,,85.29865
85.29865, 5/7/2015 11:50:26 AM,,,,,,96.67393,,,85.29865
85.29865, 5/7/2015 11:50:27 AM,,,,,,96.67393,,,85.29865
85.29865, 5/7/2015 11:50:28 AM,,,,,,96.67393,,,85.29865
85.29865, 5/7/2015 11:50:29 AM,,,,,,96.67393,,,85.29865
85.29865, 5/7/2015 11:50:30 AM,,,,,,96.67393,,,85.29865
85.29865, 5/7/2015 11:50:31 AM,,,,,,96.67393,,,85.29865
85.29865, 5/7/2015 11:50:32 AM,,,,,,96.93027,,,85.29865
85.29865, 5/7/2015 11:50:33 AM,,,,,,97.15458,,,85.29865
85.29865, 5/7/2015 11:50:34 AM,,,,,,97.44296,,,85.29865
85.29865, 5/7/2015 11:50:35 AM,,,,,,97.53909,,,85.29865
85.13843, 5/7/2015 11:50:36 AM,,,,,,97.53909,,,85.13843
85.13843, 5/7/2015 11:50:37 AM,,,,,,97.53909,,,85.13843
85.13843, 5/7/2015 11:50:38 AM,,,,,,97.79544,,,85.13843
85.13843, 5/7/2015 11:50:39 AM,,,,,,97.79544,,,85.13843
85.13843, 5/7/2015 11:50:40 AM,,,,,,97.79544,,,85.13843
85.13843, 5/7/2015 11:50:41 AM,,,,,,97.79544,,,85.13843
85.13843, 5/7/2015 11:50:42 AM,,,,,,97.79544,,,85.13843
85.13843, 5/7/2015 11:50:43 AM,,,,,,97.31479,,,85.13843
85.13843, 5/7/2015 11:50:44 AM,,,,,,97.21866,,,85.13843
85.13843, 5/7/2015 11:50:45 AM,,,,,,97.21866,,,85.13843
85.13843, 5/7/2015 11:50:46 AM,,,,,,96.77006,,,85.13843
85.13843, 5/7/2015 11:50:47 AM,,,,,,96.77006,,,85.13843
85.13843, 5/7/2015 11:50:48 AM,,,,,,96.77006,,,85.13843
85.13843, 5/7/2015 11:50:49 AM,,,,,,96.77006,,,85.13843
85.13843, 5/7/2015 11:50:50 AM,,,,,,96.77006,,,85.13843
85.13843, 5/7/2015 11:50:51 AM,,,,,,96.77006,,,85.13843
85.13843, 5/7/2015 11:50:52 AM,,,,,,96.3535,,,85.13843
85.13843, 5/7/2015 11:50:53 AM,,,,,,96.3535,,,85.13843
85.13843, 5/7/2015 11:50:54 AM,,,,,,96.19328,,,85.13843
85.13843, 5/7/2015 11:50:55 AM,,,,,,96.19328,,,85.13843
85.13843, 5/7/2015 11:50:56 AM,,,,,,96.19328,,,85.13843
85.33068, 5/7/2015 11:50:57 AM,,,,,,96.19328,,,85.33068
85.33068, 5/7/2015 11:50:58 AM,,,,,,96.1292,,,85.33068
85.33068, 5/7/2015 11:50:59 AM,,,,,,95.61651,,,85.33068
85.33068, 5/7/2015 11:51:00 AM,,,,,,95.61651,,,85.33068
85.33068, 5/7/2015 11:51:01 AM,,,,,,95.61651,,,85.33068
85.33068, 5/7/2015 11:51:02 AM,,,,,,95.61651,,,85.33068
85.33068, 5/7/2015 11:51:03 AM,,,,,,95.61651,,,85.33068
85.33068, 5/7/2015 11:51:04 AM,,,,,,95.61651,,,85.33068
85.33068, 5/7/2015 11:51:05 AM,,,,,,95.61651,,,85.33068
85.33068, 5/7/2015 11:51:06 AM,,,,,,95.36016,,,85.33068
85.33068, 5/7/2015 11:51:07 AM,,,,,,95.29608,,,85.33068
85.07434, 5/7/2015 11:51:08 AM,,,,,,94.87952,,,85.07434
85.07434, 5/7/2015 11:51:09 AM,,,,,,94.87952,,,85.07434
85.07434, 5/7/2015 11:51:10 AM,,,,,,94.87952,,,85.07434
85.07434, 5/7/2015 11:51:11 AM,,,,,,94.87952,,,85.07434
85.07434, 5/7/2015 11:51:12 AM,,,,,,94.495,,,85.07434
85.07434, 5/7/2015 11:51:13 AM,,,,,,94.495,,,85.07434
85.07434, 5/7/2015 11:51:14 AM,,,,,,94.11048,,,85.07434
85.29865, 5/7/2015 11:51:15 AM,,,,,,93.62984,,,85.29865
85.29865, 5/7/2015 11:51:16 AM,,,,,,93.34145,,,85.29865
85.29865, 5/7/2015 11:51:17 AM,,,,,,93.30941,,,85.29865
85.29865, 5/7/2015 11:51:18 AM,,,,,,93.02102,,,85.29865
85.29865, 5/7/2015 11:51:19 AM,,,,,,93.02102,,,85.29865
85.29865, 5/7/2015 11:51:20 AM,,,,,,93.02102,,,85.29865
85.29865, 5/7/2015 11:51:21 AM,,,,,,92.76468,,,85.29865
85.29865, 5/7/2015 11:51:22 AM,,,,,,92.76468,,,85.29865
85.29865, 5/7/2015 11:51:23 AM,,,,,,92.76468,,,85.29865
85.29865, 5/7/2015 11:51:24 AM,,,,,,92.76468,,,85.29865
85.29865, 5/7/2015 11:51:25 AM,,,,,,93.18124,,,85.29865
85.29865, 5/7/2015 11:51:26 AM,,,,,,93.34145,,,85.29865
85.29865, 5/7/2015 11:51:27 AM,,,,,,93.59779,,,85.29865
85.29865, 5/7/2015 11:51:28 AM,,,,,,93.66188,,,85.29865
85.29865, 5/7/2015 11:51:29 AM,,,,,,93.95027,,,85.29865
85.29865, 5/7/2015 11:51:30 AM,,,,,,94.11048,,,85.29865
85.29865, 5/7/2015 11:51:31 AM,,,,,,94.11048,,,85.29865
85.29865, 5/7/2015 11:51:32 AM,,,,,,94.43092,,,85.29865
85.29865, 5/7/2015 11:51:33 AM,,,,,,94.43092,,,85.29865
85.29865, 5/7/2015 11:51:34 AM,,,,,,94.43092,,,85.29865
85.29865, 5/7/2015 11:51:35 AM,,,,,,94.75134,,,85.29865
85.29865, 5/7/2015 11:51:36 AM,,,,,,94.75134,,,85.29865
85.29865, 5/7/2015 11:51:37 AM,,,,,,94.75134,,,85.29865
85.29865, 5/7/2015 11:51:38 AM,,,,,,94.75134,,,85.29865
85.29865, 5/7/2015 11:51:39 AM,,,,,,94.75134,,,85.29865
85.29865, 5/7/2015 11:51:40 AM,,,,,,94.43092,,,85.29865
85.29865, 5/7/2015 11:51:41 AM,,,,,,94.11048,,,85.29865
85.29865, 5/7/2015 11:51:42 AM,,,,,,94.11048,,,85.29865
85.29865, 5/7/2015 11:51:43 AM,,,,,,94.11048,,,85.29865
85.29865, 5/7/2015 11:51:44 AM,,,,,,93.85414,,,85.29865
85.29865, 5/7/2015 11:51:45 AM,,,,,,93.66188,,,85.29865
85.29865, 5/7/2015 11:51:46 AM,,,,,,93.40554,,,85.29865
85.29865, 5/7/2015 11:51:47 AM,,,,,,93.34145,,,85.29865
85.29865, 5/7/2015 11:51:48 AM,,,,,,93.34145,,,85.29865
85.29865, 5/7/2015 11:51:49 AM,,,,,,93.11715,,,85.29865
85.29865, 5/7/2015 11:51:50 AM,,,,,,93.11715,,,85.29865
85.29865, 5/7/2015 11:51:51 AM,,,,,,92.66855,,,85.29865
85.29865, 5/7/2015 11:51:52 AM,,,,,,92.66855,,,85.29865
85.29865, 5/7/2015 11:51:53 AM,,,,,,92.54037,,,85.29865
85.29865, 5/7/2015 11:51:54 AM,,,,,,92.21994,,,85.29865
85.29865, 5/7/2015 11:51:55 AM,,,,,,92.02769,,,85.29865
85.29865, 5/7/2015 11:51:56 AM,,,,,,91.67521,,,85.29865
