action step s
- 0 1
rmc10_4 1 1
rmc10_4 2 4
rmc10_4 3 3
rmc10_4 4 3
rmc10_4 5 2
rmc10_4 6 2
rmc10_4 7 3
rmc10_4 8 3
rmc10_4 9 3
rmc10_4 10 3
rmc10_4 11 3
rmc10_4 12 2
rmc10_4 13 9
rmc10_4 14 6
rmc10_4 15 1
rmc10_4 16 3
rmc10_4 17 3
rmc10_4 18 3
rmc10_4 19 3
rmc10_4 20 3
rmc10_4 21 2
rmc10_4 22 2
rmc10_4 23 5
rmc10_4 24 2
rmc10_4 25 2
rmc10_4 26 5
rmc10_4 27 3
rmc10_4 28 3
rmc10_4 29 2
rmc10_4 30 2
rmc10_4 31 9
rmc10_4 32 4
rmc10_4 33 3
rmc10_4 34 3
rmc10_4 35 3
rmc10_4 36 6
rmc10_4 37 1
rmc10_4 38 1
rmc10_4 39 1
rmc10_4 40 1
rmc10_4 41 1
rmc10_4 42 1
rmc10_4 43 1
rmc10_4 44 4
rmc10_4 45 5
rmc10_4 46 3
rmc10_4 47 3
rmc10_4 48 3
rmc10_4 49 2
rmc10_4 50 5
rmc10_4 51 5
rmc10_4 52 2
rmc10_4 53 2
rmc10_4 54 2
rmc10_4 55 2
rmc10_4 56 7
rmc10_4 57 6
rmc10_4 58 8
rmc10_4 59 3
rmc10_4 60 3
rmc10_4 61 3
rmc10_4 62 3
rmc10_4 63 6
rmc10_4 64 1
rmc10_4 65 2
rmc10_4 66 3
rmc10_4 67 3
rmc10_4 68 2
rmc10_4 69 2
rmc10_4 70 2
rmc10_4 71 2
rmc10_4 72 2
rmc10_4 73 2
rmc10_4 74 3
rmc10_4 75 3
rmc10_4 76 3
rmc10_4 77 2
rmc10_4 78 7
rmc10_4 79 3
rmc10_4 80 3
rmc10_4 81 3
rmc10_4 82 3
rmc10_4 83 3
rmc10_4 84 3
rmc10_4 85 2
rmc10_4 86 2
rmc10_4 87 7
rmc10_4 88 8
rmc10_4 89 3
rmc10_4 90 3
rmc10_4 91 2
rmc10_4 92 2
rmc10_4 93 2
rmc10_4 94 2
rmc10_4 95 2
rmc10_4 96 2
rmc10_4 97 2
rmc10_4 98 3
rmc10_4 99 3
rmc10_4 100 3
rmc10_4 101 3
rmc10_4 102 3
rmc10_4 103 3
rmc10_4 104 3
rmc10_4 105 3
rmc10_4 106 3
rmc10_4 107 3
rmc10_4 108 3
rmc10_4 109 2
rmc10_4 110 2
rmc10_4 111 5
rmc10_4 112 5
rmc10_4 113 2
rmc10_4 114 10
rmc10_4 115 4
rmc10_4 116 5
rmc10_4 117 2
rmc10_4 118 9
rmc10_4 119 6
rmc10_4 120 1
rmc10_4 121 4
rmc10_4 122 5
rmc10_4 123 3
rmc10_4 124 2
rmc10_4 125 2
rmc10_4 126 5
rmc10_4 127 2
rmc10_4 128 5
rmc10_4 129 5
rmc10_4 130 2
rmc10_4 131 5
rmc10_4 132 5
rmc10_4 133 3
rmc10_4 134 2
rmc10_4 135 2
rmc10_4 136 2
rmc10_4 137 2
rmc10_4 138 9
rmc10_4 139 6
rmc10_4 140 1
rmc10_4 141 1
rmc10_4 142 1
rmc10_4 143 4
rmc10_4 144 5
rmc10_4 145 2
rmc10_4 146 2
rmc10_4 147 2
rmc10_4 148 5
rmc10_4 149 3
rmc10_4 150 3
rmc10_4 151 3
rmc10_4 152 3
rmc10_4 153 3
rmc10_4 154 2
rmc10_4 155 2
rmc10_4 156 2
rmc10_4 157 7
rmc10_4 158 4
rmc10_4 159 3
rmc10_4 160 3
rmc10_4 161 3
rmc10_4 162 3
rmc10_4 163 3
rmc10_4 164 3
rmc10_4 165 3
rmc10_4 166 3
rmc10_4 167 2
rmc10_4 168 2
rmc10_4 169 5
rmc10_4 170 2
rmc10_4 171 2
rmc10_4 172 2
rmc10_4 173 2
rmc10_4 174 5
rmc10_4 175 5
rmc10_4 176 2
rmc10_4 177 2
rmc10_4 178 3
rmc10_4 179 2
rmc10_4 180 5
rmc10_4 181 2
rmc10_4 182 7
rmc10_4 183 3
rmc10_4 184 2
rmc10_4 185 2
rmc10_4 186 10
rmc10_4 187 2
rmc10_4 188 2
rmc10_4 189 2
rmc10_4 190 5
rmc10_4 191 2
rmc10_4 192 10
rmc10_4 193 2
rmc10_4 194 2
rmc10_4 195 3
rmc10_4 196 2
rmc10_4 197 5
rmc10_4 198 2
rmc10_4 199 2
rmc10_4 200 2
rmc10_4 201 2
rmc10_4 202 2
rmc10_4 203 10
rmc10_4 204 7
rmc10_4 205 8
rmc10_4 206 3
rmc10_4 207 3
rmc10_4 208 2
rmc10_4 209 2
rmc10_4 210 2
rmc10_4 211 2
rmc10_4 212 5
rmc10_4 213 5
rmc10_4 214 2
rmc10_4 215 2
rmc10_4 216 2
rmc10_4 217 2
rmc10_4 218 2
rmc10_4 219 7
rmc10_4 220 6
rmc10_4 221 1
rmc10_4 222 1
rmc10_4 223 9
rmc10_4 224 6
rmc10_4 225 8
rmc10_4 226 3
rmc10_4 227 2
rmc10_4 228 2
rmc10_4 229 2
rmc10_4 230 2
rmc10_4 231 5
rmc10_4 232 3
rmc10_4 233 3
rmc10_4 234 3
rmc10_4 235 3
rmc10_4 236 2
rmc10_4 237 2
rmc10_4 238 2
rmc10_4 239 2
rmc10_4 240 2
rmc10_4 241 2
rmc10_4 242 2
rmc10_4 243 2
rmc10_4 244 3
rmc10_4 245 3
rmc10_4 246 3
rmc10_4 247 3
rmc10_4 248 2
rmc10_4 249 5
rmc10_4 250 5
rmc10_4 251 5
rmc10_4 252 3
rmc10_4 253 3
rmc10_4 254 3
rmc10_4 255 2
rmc10_4 256 10
rmc10_4 257 7
rmc10_4 258 3
rmc10_4 259 2
rmc10_4 260 2
rmc10_4 261 2
rmc10_4 262 2
rmc10_4 263 2
rmc10_4 264 2
rmc10_4 265 2
rmc10_4 266 2
rmc10_4 267 10
rmc10_4 268 7
rmc10_4 269 7
rmc10_4 270 4
rmc10_4 271 3
rmc10_4 272 2
rmc10_4 273 2
rmc10_4 274 2
rmc10_4 275 5
rmc10_4 276 5
rmc10_4 277 2
rmc10_4 278 5
rmc10_4 279 5
rmc10_4 280 2
rmc10_4 281 2
rmc10_4 282 5
rmc10_4 283 2
rmc10_4 284 5
rmc10_4 285 2
rmc10_4 286 2
rmc10_4 287 3
rmc10_4 288 3
rmc10_4 289 3
rmc10_4 290 3
rmc10_4 291 3
rmc10_4 292 3
rmc10_4 293 3
rmc10_4 294 2
rmc10_4 295 3
rmc10_4 296 3
rmc10_4 297 2
rmc10_4 298 2
rmc10_4 299 5
rmc10_4 300 5
rmc10_4 301 2
rmc10_4 302 2
rmc10_4 303 2
rmc10_4 304 2
rmc10_4 305 2
rmc10_4 306 2
rmc10_4 307 7
rmc10_4 308 3
rmc10_4 309 3
rmc10_4 310 3
rmc10_4 311 2
rmc10_4 312 2
rmc10_4 313 5
rmc10_4 314 2
rmc10_4 315 2
rmc10_4 316 2
rmc10_4 317 2
rmc10_4 318 2
rmc10_4 319 2
rmc10_4 320 5
rmc10_4 321 2
rmc10_4 322 2
rmc10_4 323 2
rmc10_4 324 3
rmc10_4 325 3
rmc10_4 326 3
rmc10_4 327 3
rmc10_4 328 6
rmc10_4 329 8
rmc10_4 330 1
rmc10_4 331 2
rmc10_4 332 5
rmc10_4 333 2
rmc10_4 334 2
rmc10_4 335 2
rmc10_4 336 2
rmc10_4 337 2
rmc10_4 338 2
rmc10_4 339 5
rmc10_4 340 2
rmc10_4 341 2
rmc10_4 342 5
rmc10_4 343 2
rmc10_4 344 2
rmc10_4 345 2
rmc10_4 346 5
rmc10_4 347 5
rmc10_4 348 2
rmc10_4 349 2
rmc10_4 350 2
rmc10_4 351 10
rmc10_4 352 2
rmc10_4 353 2
rmc10_4 354 5
rmc10_4 355 2
rmc10_4 356 5
rmc10_4 357 2
rmc10_4 358 2
rmc10_4 359 2
rmc10_4 360 2
rmc10_4 361 2
rmc10_4 362 5
rmc10_4 363 2
rmc10_4 364 5
rmc10_4 365 2
rmc10_4 366 2
rmc10_4 367 2
rmc10_4 368 2
rmc10_4 369 2
rmc10_4 370 2
rmc10_4 371 3
rmc10_4 372 3
rmc10_4 373 3
rmc10_4 374 2
rmc10_4 375 4
rmc10_4 376 7
rmc10_4 377 7
rmc10_4 378 7
rmc10_4 379 6
rmc10_4 380 1
rmc10_4 381 4
rmc10_4 382 3
rmc10_4 383 3
rmc10_4 384 2
rmc10_4 385 2
rmc10_4 386 5
rmc10_4 387 2
rmc10_4 388 2
rmc10_4 389 7
rmc10_4 390 8
rmc10_4 391 1
rmc10_4 392 1
rmc10_4 393 1
rmc10_4 394 4
rmc10_4 395 3
rmc10_4 396 3
rmc10_4 397 2
rmc10_4 398 3
rmc10_4 399 3
rmc10_4 400 3
rmc10_4 401 3
rmc10_4 402 2
rmc10_4 403 2
rmc10_4 404 5
rmc10_4 405 2
rmc10_4 406 4
rmc10_4 407 3
rmc10_4 408 3
rmc10_4 409 2
rmc10_4 410 2
rmc10_4 411 2
rmc10_4 412 5
rmc10_4 413 3
rmc10_4 414 2
rmc10_4 415 2
rmc10_4 416 7
rmc10_4 417 3
rmc10_4 418 3
rmc10_4 419 3
rmc10_4 420 3
rmc10_4 421 3
rmc10_4 422 2
rmc10_4 423 3
rmc10_4 424 2
rmc10_4 425 5
rmc10_4 426 5
rmc10_4 427 5
rmc10_4 428 5
rmc10_4 429 2
rmc10_4 430 2
rmc10_4 431 2
rmc10_4 432 2
rmc10_4 433 5
rmc10_4 434 2
rmc10_4 435 2
rmc10_4 436 2
rmc10_4 437 2
rmc10_4 438 5
rmc10_4 439 2
rmc10_4 440 2
rmc10_4 441 4
rmc10_4 442 5
rmc10_4 443 2
rmc10_4 444 2
rmc10_4 445 2
rmc10_4 446 2
rmc10_4 447 2
rmc10_4 448 2
rmc10_4 449 2
rmc10_4 450 3
rmc10_4 451 3
rmc10_4 452 3
rmc10_4 453 3
rmc10_4 454 3
rmc10_4 455 3
rmc10_4 456 3
rmc10_4 457 3
rmc10_4 458 3
rmc10_4 459 3
rmc10_4 460 2
rmc10_4 461 9
rmc10_4 462 4
rmc10_4 463 5
rmc10_4 464 5
rmc10_4 465 2
rmc10_4 466 10
rmc10_4 467 4
rmc10_4 468 3
rmc10_4 469 3
rmc10_4 470 3
rmc10_4 471 3
rmc10_4 472 2
rmc10_4 473 5
rmc10_4 474 2
rmc10_4 475 2
rmc10_4 476 3
rmc10_4 477 3
rmc10_4 478 2
rmc10_4 479 3
rmc10_4 480 3
rmc10_4 481 3
rmc10_4 482 3
rmc10_4 483 3
rmc10_4 484 3
rmc10_4 485 3
rmc10_4 486 3
rmc10_4 487 3
rmc10_4 488 3
rmc10_4 489 3
rmc10_4 490 3
rmc10_4 491 2
rmc10_4 492 5
rmc10_4 493 2
rmc10_4 494 2
rmc10_4 495 5
rmc10_4 496 5
rmc10_4 497 2
rmc10_4 498 5
rmc10_4 499 5
rmc10_4 500 2
rmc10_4 501 10
rmc10_4 502 7
rmc10_4 503 7
rmc10_4 504 6
rmc10_4 505 1
rmc10_4 506 1
rmc10_4 507 3
rmc10_4 508 2
rmc10_4 509 3
rmc10_4 510 3
rmc10_4 511 2
rmc10_4 512 2
rmc10_4 513 3
rmc10_4 514 3
rmc10_4 515 3
rmc10_4 516 3
rmc10_4 517 3
rmc10_4 518 3
rmc10_4 519 2
rmc10_4 520 2
rmc10_4 521 5
rmc10_4 522 2
rmc10_4 523 7
rmc10_4 524 4
rmc10_4 525 5
rmc10_4 526 3
rmc10_4 527 2
rmc10_4 528 7
rmc10_4 529 3
rmc10_4 530 3
rmc10_4 531 2
rmc10_4 532 5
rmc10_4 533 5
rmc10_4 534 2
rmc10_4 535 2
rmc10_4 536 2
rmc10_4 537 5
rmc10_4 538 2
rmc10_4 539 3
rmc10_4 540 3
rmc10_4 541 3
rmc10_4 542 3
rmc10_4 543 2
rmc10_4 544 2
rmc10_4 545 2
rmc10_4 546 2
rmc10_4 547 2
rmc10_4 548 2
rmc10_4 549 7
rmc10_4 550 6
rmc10_4 551 1
rmc10_4 552 4
rmc10_4 553 7
rmc10_4 554 7
rmc10_4 555 8
rmc10_4 556 1
rmc10_4 557 3
rmc10_4 558 3
rmc10_4 559 3
rmc10_4 560 3
rmc10_4 561 6
rmc10_4 562 8
rmc10_4 563 3
rmc10_4 564 3
rmc10_4 565 2
rmc10_4 566 2
rmc10_4 567 2
rmc10_4 568 5
rmc10_4 569 5
rmc10_4 570 5
rmc10_4 571 5
rmc10_4 572 2
rmc10_4 573 2
rmc10_4 574 2
rmc10_4 575 7
rmc10_4 576 8
rmc10_4 577 1
rmc10_4 578 7
rmc10_4 579 7
rmc10_4 580 6
rmc10_4 581 8
