action step s
- 0 1
rmc10_2 1 3
rmc10_2 2 2
rmc10_2 3 2
rmc10_2 4 2
rmc10_2 5 2
rmc10_2 6 2
rmc10_2 7 2
rmc10_2 8 4
rmc10_2 9 4
rmc10_2 10 4
rmc10_2 11 7
rmc10_2 12 3
rmc10_2 13 3
rmc10_2 14 3
rmc10_2 15 2
rmc10_2 16 2
rmc10_2 17 2
rmc10_2 18 2
rmc10_2 19 2
rmc10_2 20 4
rmc10_2 21 4
rmc10_2 22 4
rmc10_2 23 4
rmc10_2 24 2
rmc10_2 25 6
rmc10_2 26 4
rmc10_2 27 2
rmc10_2 28 2
rmc10_2 29 2
rmc10_2 30 2
rmc10_2 31 4
rmc10_2 32 4
rmc10_2 33 4
rmc10_2 34 7
rmc10_2 35 1
rmc10_2 36 10
rmc10_2 37 3
rmc10_2 38 7
rmc10_2 39 1
rmc10_2 40 2
rmc10_2 41 2
rmc10_2 42 2
rmc10_2 43 2
rmc10_2 44 4
rmc10_2 45 2
rmc10_2 46 2
rmc10_2 47 4
rmc10_2 48 2
rmc10_2 49 4
rmc10_2 50 7
rmc10_2 51 3
rmc10_2 52 3
rmc10_2 53 2
rmc10_2 54 5
rmc10_2 55 1
rmc10_2 56 2
rmc10_2 57 2
rmc10_2 58 2
rmc10_2 59 1
rmc10_2 60 3
rmc10_2 61 3
rmc10_2 62 3
rmc10_2 63 4
rmc10_2 64 7
rmc10_2 65 3
rmc10_2 66 3
rmc10_2 67 3
rmc10_2 68 3
rmc10_2 69 4
rmc10_2 70 4
rmc10_2 71 4
rmc10_2 72 8
rmc10_2 73 1
rmc10_2 74 5
rmc10_2 75 9
rmc10_2 76 6
rmc10_2 77 4
rmc10_2 78 7
rmc10_2 79 1
rmc10_2 80 2
rmc10_2 81 2
rmc10_2 82 2
rmc10_2 83 5
rmc10_2 84 9
rmc10_2 85 6
rmc10_2 86 3
rmc10_2 87 4
rmc10_2 88 8
rmc10_2 89 1
rmc10_2 90 2
rmc10_2 91 1
rmc10_2 92 2
rmc10_2 93 1
rmc10_2 94 1
rmc10_2 95 2
rmc10_2 96 2
rmc10_2 97 4
rmc10_2 98 8
rmc10_2 99 1
rmc10_2 100 3
rmc10_2 101 4
rmc10_2 102 4
rmc10_2 103 6
rmc10_2 104 4
rmc10_2 105 8
rmc10_2 106 1
rmc10_2 107 10
rmc10_2 108 2
rmc10_2 109 2
rmc10_2 110 6
rmc10_2 111 4
rmc10_2 112 7
rmc10_2 113 1
rmc10_2 114 2
rmc10_2 115 6
rmc10_2 116 7
rmc10_2 117 1
rmc10_2 118 2
rmc10_2 119 5
rmc10_2 120 2
rmc10_2 121 5
rmc10_2 122 1
rmc10_2 123 2
rmc10_2 124 4
rmc10_2 125 7
rmc10_2 126 2
rmc10_2 127 2
rmc10_2 128 2
rmc10_2 129 2
rmc10_2 130 1
rmc10_2 131 2
rmc10_2 132 1
rmc10_2 133 10
rmc10_2 134 2
rmc10_2 135 2
rmc10_2 136 2
rmc10_2 137 2
rmc10_2 138 2
rmc10_2 139 4
rmc10_2 140 4
rmc10_2 141 4
rmc10_2 142 7
rmc10_2 143 3
rmc10_2 144 2
rmc10_2 145 2
rmc10_2 146 5
rmc10_2 147 1
rmc10_2 148 2
rmc10_2 149 4
rmc10_2 150 4
rmc10_2 151 7
rmc10_2 152 1
rmc10_2 153 2
rmc10_2 154 2
rmc10_2 155 2
rmc10_2 156 2
rmc10_2 157 1
rmc10_2 158 1
rmc10_2 159 3
rmc10_2 160 7
rmc10_2 161 1
rmc10_2 162 2
rmc10_2 163 4
rmc10_2 164 6
rmc10_2 165 7
rmc10_2 166 3
rmc10_2 167 3
rmc10_2 168 3
rmc10_2 169 4
rmc10_2 170 8
rmc10_2 171 1
rmc10_2 172 2
rmc10_2 173 4
rmc10_2 174 2
rmc10_2 175 2
