action step s
- 0 1
rmc16_1 1 3
rmc16_1 2 6
rmc16_1 3 5
rmc16_1 4 2
rmc16_1 5 4
rmc16_1 6 3
rmc16_1 7 8
rmc16_1 8 5
rmc16_1 9 2
rmc16_1 10 5
rmc16_1 11 2
rmc16_1 12 3
rmc16_1 13 10
rmc16_1 14 1
rmc16_1 15 2
rmc16_1 16 3
rmc16_1 17 7
rmc16_1 18 5
rmc16_1 19 2
rmc16_1 20 3
rmc16_1 21 6
rmc16_1 22 5
rmc16_1 23 2
rmc16_1 24 10
rmc16_1 25 1
rmc16_1 26 2
rmc16_1 27 8
rmc16_1 28 10
rmc16_1 29 1
rmc16_1 30 3
rmc16_1 31 3
rmc16_1 32 8
rmc16_1 33 3
rmc16_1 34 3
rmc16_1 35 10
rmc16_1 36 1
rmc16_1 37 2
rmc16_1 38 3
rmc16_1 39 3
rmc16_1 40 12
rmc16_1 41 1
rmc16_1 42 3
rmc16_1 43 3
rmc16_1 44 10
rmc16_1 45 1
rmc16_1 46 3
rmc16_1 47 3
rmc16_1 48 6
rmc16_1 49 5
rmc16_1 50 2
rmc16_1 51 3
rmc16_1 52 3
rmc16_1 53 3
rmc16_1 54 8
rmc16_1 55 3
rmc16_1 56 12
rmc16_1 57 4
rmc16_1 58 3
rmc16_1 59 8
rmc16_1 60 3
rmc16_1 61 12
rmc16_1 62 1
rmc16_1 63 2
rmc16_1 64 8
rmc16_1 65 3
rmc16_1 66 6
rmc16_1 67 5
rmc16_1 68 2
rmc16_1 69 8
rmc16_1 70 3
rmc16_1 71 3
rmc16_1 72 8
rmc16_1 73 3
rmc16_1 74 3
rmc16_1 75 8
rmc16_1 76 5
rmc16_1 77 2
rmc16_1 78 3
rmc16_1 79 3
rmc16_1 80 6
rmc16_1 81 8
rmc16_1 82 3
rmc16_1 83 8
rmc16_1 84 8
rmc16_1 85 5
rmc16_1 86 2
rmc16_1 87 3
rmc16_1 88 10
rmc16_1 89 1
rmc16_1 90 2
rmc16_1 91 3
rmc16_1 92 8
rmc16_1 93 3
rmc16_1 94 3
rmc16_1 95 6
rmc16_1 96 5
rmc16_1 97 2
rmc16_1 98 3
rmc16_1 99 7
rmc16_1 100 5
rmc16_1 101 2
rmc16_1 102 9
rmc16_1 103 5
rmc16_1 104 2
rmc16_1 105 3
rmc16_1 106 3
rmc16_1 107 10
rmc16_1 108 1
rmc16_1 109 3
rmc16_1 110 6
rmc16_1 111 1
rmc16_1 112 2
rmc16_1 113 3
rmc16_1 114 8
rmc16_1 115 3
rmc16_1 116 3
rmc16_1 117 8
rmc16_1 118 5
rmc16_1 119 2
rmc16_1 120 3
rmc16_1 121 6
rmc16_1 122 1
rmc16_1 123 2
rmc16_1 124 3
rmc16_1 125 3
rmc16_1 126 6
rmc16_1 127 5
rmc16_1 128 2
rmc16_1 129 3
rmc16_1 130 8
rmc16_1 131 3
rmc16_1 132 8
rmc16_1 133 3
rmc16_1 134 6
rmc16_1 135 5
rmc16_1 136 2
rmc16_1 137 4
rmc16_1 138 8
rmc16_1 139 10
rmc16_1 140 7
rmc16_1 141 5
rmc16_1 142 2
rmc16_1 143 3
rmc16_1 144 3
rmc16_1 145 12
rmc16_1 146 1
rmc16_1 147 2
rmc16_1 148 4
rmc16_1 149 3
rmc16_1 150 12
rmc16_1 151 1
rmc16_1 152 2
rmc16_1 153 3
rmc16_1 154 3
rmc16_1 155 6
rmc16_1 156 8
rmc16_1 157 3
rmc16_1 158 3
rmc16_1 159 7
rmc16_1 160 5
rmc16_1 161 2
rmc16_1 162 7
rmc16_1 163 5
rmc16_1 164 2
rmc16_1 165 5
rmc16_1 166 2
rmc16_1 167 3
rmc16_1 168 3
rmc16_1 169 3
rmc16_1 170 3
