 Value, Timestamp,,,,,,,,,healthy values,,attacked values
257.4468, 7/7/2015 12:31:48 PM,,,,,,,,,281.5688,,264.2656
257.4468, 7/7/2015 12:31:49 PM,,,,,,,,,281.5688,,264.2656
257.4468, 7/7/2015 12:31:50 PM,,,,,,,,,281.5688,,264.2656
257.4468, 7/7/2015 12:31:51 PM,,,,,,,,,281.5688,,264.2656
257.4468, 7/7/2015 12:31:52 PM,,,,,,,,,281.5688,,264.3168
257.4468, 7/7/2015 12:31:53 PM,,,,,,,,,281.5688,,264.445
257.4468, 7/7/2015 12:31:54 PM,,,,,,,,,281.5688,,264.445
257.4468, 7/7/2015 12:31:55 PM,,,,,,,,,281.5688,,264.445
257.4468, 7/7/2015 12:31:56 PM,,,,,,,,,281.5688,,264.445
257.4468, 7/7/2015 12:31:57 PM,,,,,,,,,281.5688,,264.445
257.4468, 7/7/2015 12:31:58 PM,,,,,,,,,281.5688,,264.445
257.4468, 7/7/2015 12:31:59 PM,,,,,,,,,281.5688,,264.445
257.4468, 7/7/2015 12:32:00 PM,,,,,,,,,281.5688,,264.445
257.4468, 7/7/2015 12:32:01 PM,,,,,,,,,281.5688,,264.445
257.4468, 7/7/2015 12:32:02 PM,,,,,,,,,281.5688,,264.445
257.4468, 7/7/2015 12:32:03 PM,,,,,,,,,281.5688,,264.445
257.4468, 7/7/2015 12:32:04 PM,,,,,,,,,281.5688,,264.445
257.4468, 7/7/2015 12:32:05 PM,,,,,,,,,281.5688,,264.445
257.4468, 7/7/2015 12:32:06 PM,,,,,,,,,281.5688,,264.445
257.4468, 7/7/2015 12:32:07 PM,,,,,,,,,281.5688,,264.445
257.4468, 7/7/2015 12:32:08 PM,,,,,,,,,281.4406,,264.445
257.4468, 7/7/2015 12:32:09 PM,,,,,,,,,281.4406,,264.445
257.4468, 7/7/2015 12:32:10 PM,,,,,,,,,281.4406,,264.445
257.4468, 7/7/2015 12:32:11 PM,,,,,,,,,281.4406,,264.445
257.4468, 7/7/2015 12:32:12 PM,,,,,,,,,281.4406,,264.445
257.4468, 7/7/2015 12:32:13 PM,,,,,,,,,281.4406,,264.445
257.4468, 7/7/2015 12:32:14 PM,,,,,,,,,281.5175,,264.445
257.4468, 7/7/2015 12:32:15 PM,,,,,,,,,281.5175,,264.5219
257.4468, 7/7/2015 12:32:16 PM,,,,,,,,,281.6201,,264.5219
257.4468, 7/7/2015 12:32:17 PM,,,,,,,,,281.6201,,264.5219
257.4468, 7/7/2015 12:32:18 PM,,,,,,,,,281.6201,,264.5219
257.4468, 7/7/2015 12:32:19 PM,,,,,,,,,281.6201,,264.7526
257.4468, 7/7/2015 12:32:20 PM,,,,,,,,,281.6201,,264.7526
257.4468, 7/7/2015 12:32:21 PM,,,,,,,,,281.6201,,264.7526
257.4468, 7/7/2015 12:32:22 PM,,,,,,,,,281.6201,,264.7526
257.4468, 7/7/2015 12:32:23 PM,,,,,,,,,281.6201,,264.7526
257.4468, 7/7/2015 12:32:24 PM,,,,,,,,,281.6201,,264.7526
257.4468, 7/7/2015 12:32:25 PM,,,,,,,,,281.6201,,264.7526
257.4724, 7/7/2015 12:32:26 PM,,,,,,,,,281.6201,,264.7526
257.4724, 7/7/2015 12:32:27 PM,,,,,,,,,281.6201,,264.7526
257.4724, 7/7/2015 12:32:28 PM,,,,,,,,,281.6201,,264.7526
257.4724, 7/7/2015 12:32:29 PM,,,,,,,,,281.6201,,264.7526
257.4724, 7/7/2015 12:32:30 PM,,,,,,,,,281.6201,,264.7526
257.5493, 7/7/2015 12:32:31 PM,,,,,,,,,281.6201,,264.7526
257.5493, 7/7/2015 12:32:32 PM,,,,,,,,,281.6201,,264.7526
257.6006, 7/7/2015 12:32:33 PM,,,,,,,,,281.6457,,264.7526
257.6006, 7/7/2015 12:32:34 PM,,,,,,,,,281.8764,,264.7526
257.6006, 7/7/2015 12:32:35 PM,,,,,,,,,281.8764,,264.7526
257.6006, 7/7/2015 12:32:36 PM,,,,,,,,,281.8764,,264.8552
257.6006, 7/7/2015 12:32:37 PM,,,,,,,,,281.8764,,264.9577
257.6006, 7/7/2015 12:32:38 PM,,,,,,,,,281.8764,,264.9577
257.857, 7/7/2015 12:32:39 PM,,,,,,,,,281.7483,,264.9577
257.857, 7/7/2015 12:32:40 PM,,,,,,,,,281.7483,,264.9577
257.857, 7/7/2015 12:32:41 PM,,,,,,,,,281.7483,,264.9577
257.857, 7/7/2015 12:32:42 PM,,,,,,,,,281.7483,,264.9577
257.857, 7/7/2015 12:32:43 PM,,,,,,,,,281.7483,,264.9577
257.857, 7/7/2015 12:32:44 PM,,,,,,,,,281.7483,,265.291
257.857, 7/7/2015 12:32:45 PM,,,,,,,,,281.7483,,265.291
257.857, 7/7/2015 12:32:46 PM,,,,,,,,,281.7483,,265.291
257.857, 7/7/2015 12:32:47 PM,,,,,,,,,281.7483,,265.3679
257.857, 7/7/2015 12:32:48 PM,,,,,,,,,281.7483,,265.6498
257.857, 7/7/2015 12:32:49 PM,,,,,,,,,281.7483,,265.6498
257.857, 7/7/2015 12:32:50 PM,,,,,,,,,281.5432,,265.6498
257.857, 7/7/2015 12:32:51 PM,,,,,,,,,281.5432,,265.6498
257.857, 7/7/2015 12:32:52 PM,,,,,,,,,281.5432,,265.8806
257.857, 7/7/2015 12:32:53 PM,,,,,,,,,281.5432,,265.8806
257.857, 7/7/2015 12:32:54 PM,,,,,,,,,281.5432,,265.8806
257.857, 7/7/2015 12:32:55 PM,,,,,,,,,281.5432,,265.8806
257.857, 7/7/2015 12:32:56 PM,,,,,,,,,281.5432,,266.06
257.857, 7/7/2015 12:32:57 PM,,,,,,,,,281.5432,,266.06
257.857, 7/7/2015 12:32:58 PM,,,,,,,,,281.5432,,266.1369
257.857, 7/7/2015 12:32:59 PM,,,,,,,,,281.5432,,266.2394
257.857, 7/7/2015 12:33:00 PM,,,,,,,,,281.4919,,266.2394
257.857, 7/7/2015 12:33:01 PM,,,,,,,,,281.3894,,266.2394
257.857, 7/7/2015 12:33:02 PM,,,,,,,,,281.3894,,266.2394
257.857, 7/7/2015 12:33:03 PM,,,,,,,,,281.3894,,266.2394
257.857, 7/7/2015 12:33:04 PM,,,,,,,,,281.3894,,266.4189
257.857, 7/7/2015 12:33:05 PM,,,,,,,,,281.3894,,266.4189
257.857, 7/7/2015 12:33:06 PM,,,,,,,,,281.3894,,266.4189
257.857, 7/7/2015 12:33:07 PM,,,,,,,,,281.3894,,266.4189
257.8826, 7/7/2015 12:33:08 PM,,,,,,,,,281.3894,,266.6752
258.0108, 7/7/2015 12:33:09 PM,,,,,,,,,281.3894,,266.7521
258.0108, 7/7/2015 12:33:10 PM,,,,,,,,,281.3894,,266.7521
258.0108, 7/7/2015 12:33:11 PM,,,,,,,,,281.3894,,266.7521
258.0108, 7/7/2015 12:33:12 PM,,,,,,,,,281.3894,,266.7521
258.0108, 7/7/2015 12:33:13 PM,,,,,,,,,281.3894,,266.7521
258.0108, 7/7/2015 12:33:14 PM,,,,,,,,,281.2356,,266.7521
258.0108, 7/7/2015 12:33:15 PM,,,,,,,,,281.2356,,267.0341
258.0108, 7/7/2015 12:33:16 PM,,,,,,,,,281.2356,,267.0341
258.0108, 7/7/2015 12:33:17 PM,,,,,,,,,281.2356,,267.1879
258.0108, 7/7/2015 12:33:18 PM,,,,,,,,,281.2356,,267.1879
258.0108, 7/7/2015 12:33:19 PM,,,,,,,,,281.2356,,267.1879
258.1133, 7/7/2015 12:33:20 PM,,,,,,,,,281.2356,,267.5981
258.1133, 7/7/2015 12:33:21 PM,,,,,,,,,281.2356,,267.5981
258.1133, 7/7/2015 12:33:22 PM,,,,,,,,,281.2356,,267.5981
258.1133, 7/7/2015 12:33:23 PM,,,,,,,,,281.2356,,267.5981
258.1133, 7/7/2015 12:33:24 PM,,,,,,,,,281.2356,,267.5981
258.1133, 7/7/2015 12:33:25 PM,,,,,,,,,281.2356,,267.5981
258.1133, 7/7/2015 12:33:26 PM,,,,,,,,,281.2356,,267.8288
258.1133, 7/7/2015 12:33:27 PM,,,,,,,,,281.2356,,267.8288
258.1133, 7/7/2015 12:33:28 PM,,,,,,,,,281.2356,,267.8288
258.1133, 7/7/2015 12:33:29 PM,,,,,,,,,281.2356,,267.8288
258.1133, 7/7/2015 12:33:30 PM,,,,,,,,,281.2356,,267.8288
258.1133, 7/7/2015 12:33:31 PM,,,,,,,,,281.2356,,268.1107
258.1133, 7/7/2015 12:33:32 PM,,,,,,,,,281.2356,,268.1107
258.344, 7/7/2015 12:33:33 PM,,,,,,,,,281.2356,,268.1107
258.344, 7/7/2015 12:33:34 PM,,,,,,,,,281.2356,,268.1107
258.344, 7/7/2015 12:33:35 PM,,,,,,,,,281.1587,,267.9313
258.344, 7/7/2015 12:33:36 PM,,,,,,,,,281.1587,,267.9313
258.344, 7/7/2015 12:33:37 PM,,,,,,,,,281.0049,,267.9313
258.4978, 7/7/2015 12:33:38 PM,,,,,,,,,281.0049,,267.9313
258.4978, 7/7/2015 12:33:39 PM,,,,,,,,,281.0049,,267.9313
258.4978, 7/7/2015 12:33:40 PM,,,,,,,,,281.1074,,267.9313
258.4978, 7/7/2015 12:33:41 PM,,,,,,,,,281.1587,,268.0338
258.4978, 7/7/2015 12:33:42 PM,,,,,,,,,281.1587,,268.0851
258.4978, 7/7/2015 12:33:43 PM,,,,,,,,,281.1587,,268.0851
258.4978, 7/7/2015 12:33:44 PM,,,,,,,,,281.1587,,268.0851
258.5235, 7/7/2015 12:33:45 PM,,,,,,,,,281.1587,,268.2902
258.5747, 7/7/2015 12:33:46 PM,,,,,,,,,281.1587,,268.3158
258.5747, 7/7/2015 12:33:47 PM,,,,,,,,,281.1587,,268.3158
258.5747, 7/7/2015 12:33:48 PM,,,,,,,,,281.1587,,268.3158
258.626, 7/7/2015 12:33:49 PM,,,,,,,,,281.1587,,268.3158
258.626, 7/7/2015 12:33:50 PM,,,,,,,,,281.1587,,268.4696
258.626, 7/7/2015 12:33:51 PM,,,,,,,,,281.1587,,268.6234
258.626, 7/7/2015 12:33:52 PM,,,,,,,,,281.1587,,268.7003
258.626, 7/7/2015 12:33:53 PM,,,,,,,,,281.1587,,268.726
258.626, 7/7/2015 12:33:54 PM,,,,,,,,,281.1587,,268.726
258.626, 7/7/2015 12:33:55 PM,,,,,,,,,281.1587,,268.726
258.626, 7/7/2015 12:33:56 PM,,,,,,,,,281.3894,,268.726
258.7542, 7/7/2015 12:33:57 PM,,,,,,,,,281.3894,,268.726
258.7542, 7/7/2015 12:33:58 PM,,,,,,,,,281.3894,,268.726
258.8311, 7/7/2015 12:33:59 PM,,,,,,,,,281.3894,,269.0079
258.9849, 7/7/2015 12:34:00 PM,,,,,,,,,281.3894,,269.0079
258.9849, 7/7/2015 12:34:01 PM,,,,,,,,,281.3894,,269.0079
258.9849, 7/7/2015 12:34:02 PM,,,,,,,,,281.3894,,269.0079
258.9849, 7/7/2015 12:34:03 PM,,,,,,,,,281.3894,,269.0079
258.9849, 7/7/2015 12:34:04 PM,,,,,,,,,281.3894,,269.1105
258.9849, 7/7/2015 12:34:05 PM,,,,,,,,,281.3894,,269.1105
258.9849, 7/7/2015 12:34:06 PM,,,,,,,,,281.3894,,269.2386
258.9849, 7/7/2015 12:34:07 PM,,,,,,,,,281.3637,,269.2386
258.9849, 7/7/2015 12:34:08 PM,,,,,,,,,281.3637,,269.3156
258.9849, 7/7/2015 12:34:09 PM,,,,,,,,,281.3637,,269.4694
258.9849, 7/7/2015 12:34:10 PM,,,,,,,,,281.3637,,269.4694
258.9849, 7/7/2015 12:34:11 PM,,,,,,,,,281.3637,,269.4694
258.9849, 7/7/2015 12:34:12 PM,,,,,,,,,281.3637,,269.4694
258.9849, 7/7/2015 12:34:13 PM,,,,,,,,,281.3637,,269.4694
258.9849, 7/7/2015 12:34:14 PM,,,,,,,,,281.3637,,269.4694
258.9849, 7/7/2015 12:34:15 PM,,,,,,,,,281.3637,,269.4694
258.9849, 7/7/2015 12:34:16 PM,,,,,,,,,281.3894,,269.4694
258.9849, 7/7/2015 12:34:17 PM,,,,,,,,,281.5175,,269.4694
258.9849, 7/7/2015 12:34:18 PM,,,,,,,,,281.5175,,269.4694
258.9849, 7/7/2015 12:34:19 PM,,,,,,,,,281.5175,,269.5206
258.9849, 7/7/2015 12:34:20 PM,,,,,,,,,281.5175,,269.9052
258.9849, 7/7/2015 12:34:21 PM,,,,,,,,,281.5175,,269.9052
259.1387, 7/7/2015 12:34:22 PM,,,,,,,,,281.5175,,269.9052
259.2668, 7/7/2015 12:34:23 PM,,,,,,,,,281.5175,,269.9052
259.2668, 7/7/2015 12:34:24 PM,,,,,,,,,281.5175,,269.9052
259.2668, 7/7/2015 12:34:25 PM,,,,,,,,,281.415,,269.9052
259.2668, 7/7/2015 12:34:26 PM,,,,,,,,,281.415,,269.9052
259.2668, 7/7/2015 12:34:27 PM,,,,,,,,,281.415,,269.9052
259.2668, 7/7/2015 12:34:28 PM,,,,,,,,,281.415,,269.9052
259.2668, 7/7/2015 12:34:29 PM,,,,,,,,,281.415,,269.9052
258.9849, 7/7/2015 12:34:30 PM,,,,,,,,,281.415,,269.9052
258.9849, 7/7/2015 12:34:31 PM,,,,,,,,,281.415,,269.9052
259.2156, 7/7/2015 12:34:32 PM,,,,,,,,,281.415,,269.9052
259.2412, 7/7/2015 12:34:33 PM,,,,,,,,,281.5432,,269.9052
259.2412, 7/7/2015 12:34:34 PM,,,,,,,,,281.5432,,269.9052
259.2412, 7/7/2015 12:34:35 PM,,,,,,,,,281.5432,,269.9052
259.395, 7/7/2015 12:34:36 PM,,,,,,,,,281.5432,,269.9052
259.395, 7/7/2015 12:34:37 PM,,,,,,,,,281.5432,,270.0846
259.395, 7/7/2015 12:34:38 PM,,,,,,,,,281.5432,,270.3409
259.395, 7/7/2015 12:34:39 PM,,,,,,,,,281.5432,,270.3409
259.395, 7/7/2015 12:34:40 PM,,,,,,,,,281.5432,,270.3409
259.395, 7/7/2015 12:34:41 PM,,,,,,,,,281.5432,,270.3409
259.6514, 7/7/2015 12:34:42 PM,,,,,,,,,281.5432,,270.3409
259.6514, 7/7/2015 12:34:43 PM,,,,,,,,,281.5432,,270.3409
259.6514, 7/7/2015 12:34:44 PM,,,,,,,,,281.5432,,270.3409
259.6514, 7/7/2015 12:34:45 PM,,,,,,,,,281.5432,,270.4691
259.6514, 7/7/2015 12:34:46 PM,,,,,,,,,281.5432,,270.5973
259.6514, 7/7/2015 12:34:47 PM,,,,,,,,,281.5432,,270.5973
259.6514, 7/7/2015 12:34:48 PM,,,,,,,,,281.5175,,270.5973
259.4976, 7/7/2015 12:34:49 PM,,,,,,,,,281.4406,,270.5973
259.4976, 7/7/2015 12:34:50 PM,,,,,,,,,281.2868,,270.5973
259.4976, 7/7/2015 12:34:51 PM,,,,,,,,,281.2868,,270.5973
259.4976, 7/7/2015 12:34:52 PM,,,,,,,,,281.2868,,270.5973
259.6514, 7/7/2015 12:34:53 PM,,,,,,,,,281.2868,,270.3922
259.6514, 7/7/2015 12:34:54 PM,,,,,,,,,281.2868,,270.3922
259.6514, 7/7/2015 12:34:55 PM,,,,,,,,,281.2868,,270.3922
259.6514, 7/7/2015 12:34:56 PM,,,,,,,,,281.2868,,270.3922
259.6514, 7/7/2015 12:34:57 PM,,,,,,,,,281.2868,,270.3922
259.6514, 7/7/2015 12:34:58 PM,,,,,,,,,281.2868,,270.3922
259.6514, 7/7/2015 12:34:59 PM,,,,,,,,,281.2868,,270.3922
259.6514, 7/7/2015 12:35:00 PM,,,,,,,,,281.2868,,270.3922
259.8821, 7/7/2015 12:35:01 PM,,,,,,,,,281.2868,,270.3922
259.8821, 7/7/2015 12:35:02 PM,,,,,,,,,281.2868,,270.3922
259.8821, 7/7/2015 12:35:03 PM,,,,,,,,,281.2868,,270.3922
259.8821, 7/7/2015 12:35:04 PM,,,,,,,,,281.2868,,270.3922
259.8821, 7/7/2015 12:35:05 PM,,,,,,,,,281.2868,,270.3922
259.8821, 7/7/2015 12:35:06 PM,,,,,,,,,281.2868,,270.3922
259.8821, 7/7/2015 12:35:07 PM,,,,,,,,,281.2868,,270.3922
259.8821, 7/7/2015 12:35:08 PM,,,,,,,,,281.2868,,270.3922
259.8821, 7/7/2015 12:35:09 PM,,,,,,,,,281.2868,,270.3922
259.8821, 7/7/2015 12:35:10 PM,,,,,,,,,281.2868,,270.3922
260.1128, 7/7/2015 12:35:11 PM,,,,,,,,,281.2868,,270.3409
260.1128, 7/7/2015 12:35:12 PM,,,,,,,,,281.2868,,270.3409
260.1128, 7/7/2015 12:35:13 PM,,,,,,,,,281.2868,,270.3409
260.1384, 7/7/2015 12:35:14 PM,,,,,,,,,281.2868,,270.3409
260.446, 7/7/2015 12:35:15 PM,,,,,,,,,281.2868,,270.3409
260.446, 7/7/2015 12:35:16 PM,,,,,,,,,281.5688,,270.3409
260.446, 7/7/2015 12:35:17 PM,,,,,,,,,281.5688,,270.3409
260.446, 7/7/2015 12:35:18 PM,,,,,,,,,281.5688,,270.4178
260.2666, 7/7/2015 12:35:19 PM,,,,,,,,,281.5688,,270.4178
260.2666, 7/7/2015 12:35:20 PM,,,,,,,,,281.5688,,270.4178
260.2666, 7/7/2015 12:35:21 PM,,,,,,,,,281.5688,,270.4948
260.2666, 7/7/2015 12:35:22 PM,,,,,,,,,281.5688,,270.4948
260.3179, 7/7/2015 12:35:23 PM,,,,,,,,,281.7483,,270.4948
260.3179, 7/7/2015 12:35:24 PM,,,,,,,,,281.7483,,270.4948
260.3179, 7/7/2015 12:35:25 PM,,,,,,,,,281.7483,,270.4948
260.3179, 7/7/2015 12:35:26 PM,,,,,,,,,281.7483,,270.4948
260.3179, 7/7/2015 12:35:27 PM,,,,,,,,,281.7483,,270.4948
260.3179, 7/7/2015 12:35:28 PM,,,,,,,,,281.7483,,270.3409
260.3179, 7/7/2015 12:35:29 PM,,,,,,,,,281.7483,,270.3409
260.3179, 7/7/2015 12:35:30 PM,,,,,,,,,281.7483,,270.1359
260.3179, 7/7/2015 12:35:31 PM,,,,,,,,,281.7483,,270.1359
260.3179, 7/7/2015 12:35:32 PM,,,,,,,,,281.7483,,270.1359
260.4204, 7/7/2015 12:35:33 PM,,,,,,,,,281.7483,,270.1359
260.4204, 7/7/2015 12:35:34 PM,,,,,,,,,281.7995,,270.1359
260.4204, 7/7/2015 12:35:35 PM,,,,,,,,,281.7995,,270.1359
260.6255, 7/7/2015 12:35:36 PM,,,,,,,,,281.8764,,270.264
260.6255, 7/7/2015 12:35:37 PM,,,,,,,,,281.8764,,270.264
260.7024, 7/7/2015 12:35:38 PM,,,,,,,,,281.8764,,270.264
260.7793, 7/7/2015 12:35:39 PM,,,,,,,,,281.8764,,270.264
260.7793, 7/7/2015 12:35:40 PM,,,,,,,,,281.8764,,270.0077
261.1638, 7/7/2015 12:35:41 PM,,,,,,,,,281.8764,,270.0077
261.1638, 7/7/2015 12:35:42 PM,,,,,,,,,281.8764,,270.0077
261.1638, 7/7/2015 12:35:43 PM,,,,,,,,,281.697,,270.0077
261.1638, 7/7/2015 12:35:44 PM,,,,,,,,,281.697,,270.0077
261.1638, 7/7/2015 12:35:45 PM,,,,,,,,,281.697,,269.8282
261.1638, 7/7/2015 12:35:46 PM,,,,,,,,,281.697,,269.8282
261.4201, 7/7/2015 12:35:47 PM,,,,,,,,,281.697,,269.8282
261.4201, 7/7/2015 12:35:48 PM,,,,,,,,,281.697,,269.8282
261.4201, 7/7/2015 12:35:49 PM,,,,,,,,,281.697,,269.8282
261.4201, 7/7/2015 12:35:50 PM,,,,,,,,,281.697,,269.8282
261.5739, 7/7/2015 12:35:51 PM,,,,,,,,,281.697,,269.8282
261.5739, 7/7/2015 12:35:52 PM,,,,,,,,,281.9021,,269.8282
261.5739, 7/7/2015 12:35:53 PM,,,,,,,,,281.9021,,269.8795
261.8303, 7/7/2015 12:35:54 PM,,,,,,,,,281.9021,,270.0333
261.8303, 7/7/2015 12:35:55 PM,,,,,,,,,281.8252,,270.0333
261.8303, 7/7/2015 12:35:56 PM,,,,,,,,,281.7483,,270.0333
261.8303, 7/7/2015 12:35:57 PM,,,,,,,,,281.7483,,270.0333
261.9841, 7/7/2015 12:35:58 PM,,,,,,,,,281.7483,,270.0333
262.1635, 7/7/2015 12:35:59 PM,,,,,,,,,281.4919,,270.0333
262.2404, 7/7/2015 12:36:00 PM,,,,,,,,,281.4919,,270.0333
262.2404, 7/7/2015 12:36:01 PM,,,,,,,,,281.4919,,270.0333
262.2404, 7/7/2015 12:36:02 PM,,,,,,,,,281.4919,,270.0333
262.2404, 7/7/2015 12:36:03 PM,,,,,,,,,281.6714,,270.0333
262.2404, 7/7/2015 12:36:04 PM,,,,,,,,,281.6714,,270.0333
262.4199, 7/7/2015 12:36:05 PM,,,,,,,,,281.6714,,270.0333
262.5737, 7/7/2015 12:36:06 PM,,,,,,,,,281.6714,,270.0333
262.625, 7/7/2015 12:36:07 PM,,,,,,,,,281.6714,,270.0333
262.625, 7/7/2015 12:36:08 PM,,,,,,,,,281.6714,,270.0333
262.625, 7/7/2015 12:36:09 PM,,,,,,,,,281.6714,,269.8282
262.9839, 7/7/2015 12:36:10 PM,,,,,,,,,281.6714,,269.777
262.9839, 7/7/2015 12:36:11 PM,,,,,,,,,281.6714,,269.777
262.9839, 7/7/2015 12:36:12 PM,,,,,,,,,281.6714,,269.777
262.9839, 7/7/2015 12:36:13 PM,,,,,,,,,281.6714,,269.777
262.9839, 7/7/2015 12:36:14 PM,,,,,,,,,281.6714,,269.777
263.0864, 7/7/2015 12:36:15 PM,,,,,,,,,281.6714,,269.777
263.2402, 7/7/2015 12:36:16 PM,,,,,,,,,281.6714,,269.8795
263.2402, 7/7/2015 12:36:17 PM,,,,,,,,,281.6714,,269.8795
263.4709, 7/7/2015 12:36:18 PM,,,,,,,,,281.6714,,269.9821
263.4709, 7/7/2015 12:36:19 PM,,,,,,,,,281.6714,,270.0077
263.4709, 7/7/2015 12:36:20 PM,,,,,,,,,281.6714,,270.1359
263.4709, 7/7/2015 12:36:21 PM,,,,,,,,,281.6714,,270.1359
263.4709, 7/7/2015 12:36:22 PM,,,,,,,,,281.6714,,270.1359
263.4709, 7/7/2015 12:36:23 PM,,,,,,,,,281.4919,,270.1359
263.4709, 7/7/2015 12:36:24 PM,,,,,,,,,281.4919,,270.1359
263.5991, 7/7/2015 12:36:25 PM,,,,,,,,,281.4919,,270.1359
263.5991, 7/7/2015 12:36:26 PM,,,,,,,,,281.4919,,270.1359
263.5991, 7/7/2015 12:36:27 PM,,,,,,,,,281.6201,,270.2384
263.5991, 7/7/2015 12:36:28 PM,,,,,,,,,281.6201,,270.2384
263.5991, 7/7/2015 12:36:29 PM,,,,,,,,,281.6201,,270.2384
263.5991, 7/7/2015 12:36:30 PM,,,,,,,,,281.6201,,270.2897
263.5991, 7/7/2015 12:36:31 PM,,,,,,,,,281.6201,,270.2897
263.5991, 7/7/2015 12:36:32 PM,,,,,,,,,281.6201,,270.2897
263.5991, 7/7/2015 12:36:33 PM,,,,,,,,,281.6201,,270.2897
263.5991, 7/7/2015 12:36:34 PM,,,,,,,,,281.6201,,270.2897
263.7529, 7/7/2015 12:36:35 PM,,,,,,,,,281.6201,,270.2897
263.8041, 7/7/2015 12:36:36 PM,,,,,,,,,281.6201,,270.2897
264.0092, 7/7/2015 12:36:37 PM,,,,,,,,,281.6201,,270.2897
264.0092, 7/7/2015 12:36:38 PM,,,,,,,,,281.6201,,270.2897
264.0092, 7/7/2015 12:36:39 PM,,,,,,,,,281.6201,,270.2897
264.0092, 7/7/2015 12:36:40 PM,,,,,,,,,281.6201,,270.2897
264.0092, 7/7/2015 12:36:41 PM,,,,,,,,,281.6201,,270.2897
264.0092, 7/7/2015 12:36:42 PM,,,,,,,,,281.6201,,270.2128
264.0092, 7/7/2015 12:36:43 PM,,,,,,,,,281.6201,,270.2128
264.0092, 7/7/2015 12:36:44 PM,,,,,,,,,281.6201,,270.1615
264.1887, 7/7/2015 12:36:45 PM,,,,,,,,,281.6201,,270.1102
264.1887, 7/7/2015 12:36:46 PM,,,,,,,,,281.6201,,269.8539
264.1887, 7/7/2015 12:36:47 PM,,,,,,,,,281.6201,,269.8539
264.1887, 7/7/2015 12:36:48 PM,,,,,,,,,281.6201,,269.8539
264.1887, 7/7/2015 12:36:49 PM,,,,,,,,,281.6201,,269.8539
264.1887, 7/7/2015 12:36:50 PM,,,,,,,,,281.6201,,269.9821
264.1887, 7/7/2015 12:36:51 PM,,,,,,,,,281.6201,,269.9821
264.1887, 7/7/2015 12:36:52 PM,,,,,,,,,281.6201,,269.9821
264.5732, 7/7/2015 12:36:53 PM,,,,,,,,,281.6201,,269.9821
264.5732, 7/7/2015 12:36:54 PM,,,,,,,,,281.6201,,269.9821
264.5732, 7/7/2015 12:36:55 PM,,,,,,,,,281.6201,,269.9052
264.5732, 7/7/2015 12:36:56 PM,,,,,,,,,281.6201,,269.9052
264.8295, 7/7/2015 12:36:57 PM,,,,,,,,,281.6201,,269.9052
264.8295, 7/7/2015 12:36:58 PM,,,,,,,,,281.6201,,269.9052
264.8295, 7/7/2015 12:36:59 PM,,,,,,,,,281.6201,,269.9052
264.8295, 7/7/2015 12:37:00 PM,,,,,,,,,281.6201,,269.9052
265.1371, 7/7/2015 12:37:01 PM,,,,,,,,,281.6201,,269.9052
265.1371, 7/7/2015 12:37:02 PM,,,,,,,,,281.6201,,269.8795
265.1371, 7/7/2015 12:37:03 PM,,,,,,,,,281.6201,,269.8795
265.1371, 7/7/2015 12:37:04 PM,,,,,,,,,281.6201,,269.8795
265.1371, 7/7/2015 12:37:05 PM,,,,,,,,,281.6201,,269.8795
265.1371, 7/7/2015 12:37:06 PM,,,,,,,,,281.6201,,269.8795
265.1371, 7/7/2015 12:37:07 PM,,,,,,,,,281.6201,,269.8795
265.1371, 7/7/2015 12:37:08 PM,,,,,,,,,281.6201,,269.8795
265.2653, 7/7/2015 12:37:09 PM,,,,,,,,,281.7483,,269.8795
265.291, 7/7/2015 12:37:10 PM,,,,,,,,,281.7483,,269.8795
265.291, 7/7/2015 12:37:11 PM,,,,,,,,,281.7483,,269.8795
265.291, 7/7/2015 12:37:12 PM,,,,,,,,,281.7483,,269.8795
265.291, 7/7/2015 12:37:13 PM,,,,,,,,,281.7483,,269.8795
265.291, 7/7/2015 12:37:14 PM,,,,,,,,,281.7483,,269.8795
265.291, 7/7/2015 12:37:15 PM,,,,,,,,,281.7483,,269.8795
265.3679, 7/7/2015 12:37:16 PM,,,,,,,,,281.8252,,269.8795
265.5473, 7/7/2015 12:37:17 PM,,,,,,,,,281.8252,,269.8795
265.7524, 7/7/2015 12:37:18 PM,,,,,,,,,281.8252,,269.8795
265.7524, 7/7/2015 12:37:19 PM,,,,,,,,,281.8252,,269.9821
265.7524, 7/7/2015 12:37:20 PM,,,,,,,,,281.8252,,270.2384
265.7524, 7/7/2015 12:37:21 PM,,,,,,,,,281.8252,,270.2384
265.7524, 7/7/2015 12:37:22 PM,,,,,,,,,281.8252,,270.2384
265.7524, 7/7/2015 12:37:23 PM,,,,,,,,,281.8252,,270.2384
265.7524, 7/7/2015 12:37:24 PM,,,,,,,,,281.8252,,270.2384
265.7524, 7/7/2015 12:37:25 PM,,,,,,,,,281.8252,,270.2384
265.7524, 7/7/2015 12:37:26 PM,,,,,,,,,281.8252,,270.2384
265.7524, 7/7/2015 12:37:27 PM,,,,,,,,,281.8252,,270.2384
265.7524, 7/7/2015 12:37:28 PM,,,,,,,,,281.8252,,270.0333
265.7524, 7/7/2015 12:37:29 PM,,,,,,,,,281.8252,,270.0333
265.7524, 7/7/2015 12:37:30 PM,,,,,,,,,281.8252,,270.0333
