 Value, Timestamp,,,LIT401,LIT401,LIT401,,,FIT502 differences,FIT502,totalising output flow rate,,, flow rate ,,,pump p401,flow rate,attack,flow rate
2, 21/8/2015 9:27:55 PM,,,100,1,0.25,,,0,0.001280902,1088.587311,,,0.001281,,,,,,
2, 21/8/2015 9:27:56 PM,,,100,1,0.25,,,0,0.001280902,1088.588592,,,0.001281,,,,,,
2, 21/8/2015 9:27:57 PM,,,100,1,0.25,,,0,0.001280902,1088.589873,,,0.001281,,,,,,
2, 21/8/2015 9:27:58 PM,,,100,1,0.25,,,0,0.001280902,1088.591153,,,0.00128,,,,,,
2, 21/8/2015 9:27:59 PM,,,100,1,0.25,,,0,0.001280902,1088.592434,,,0.001281,,,,,,
2, 21/8/2015 9:28:00 PM,,,100,1,0.25,,,0,0.001280902,1088.593715,,,0.001281,,,,,,
2, 21/8/2015 9:28:01 PM,,,100,1,0.25,,,0,0.001280902,1088.594996,,,0.001281,,,,,,
2, 21/8/2015 9:28:02 PM,,,100,1,0.25,,,0,0.001280902,1088.596277,,,0.001281,,,,,,
2, 21/8/2015 9:28:03 PM,,,100,1,0.25,,,0,0.001280902,1088.597558,,,0.001281,,,,,,
2, 21/8/2015 9:28:04 PM,,,100,1,0.25,,,0,0.001280902,1088.598839,,,0.001281,,,,,,
2, 21/8/2015 9:28:05 PM,,,100,1,0.25,,,0,0.001280902,1088.60012,,,0.001281,,,,,,
2, 21/8/2015 9:28:06 PM,,,100,1,0.25,,,0,0.001280902,1088.601401,,,0.001281,,,,,,
2, 21/8/2015 9:28:07 PM,,,100,1,0.25,,,0,0.001280902,1088.602682,,,0.001281,,,,,,
2, 21/8/2015 9:28:08 PM,,,100,1,0.25,,,0,0.001280902,1088.603962,,,0.00128,,,,,,
2, 21/8/2015 9:28:09 PM,,,100,1,0.25,,,0,0.001280902,1088.605243,,,0.001281,,,,,,
2, 21/8/2015 9:28:10 PM,,,100,1,0.25,,,0,0.001280902,1088.606524,,,0.001281,,,,,,
2, 21/8/2015 9:28:11 PM,,,100,1,0.25,,,0,0.001280902,1088.607805,,,0.001281,,,,,,
2, 21/8/2015 9:28:12 PM,,,100,1,0.25,,,0,0.001280902,1088.609086,,,0.001281,,,,,,
2, 21/8/2015 9:28:13 PM,,,100,1,0.25,,,0,0.001280902,1088.610367,,,0.001281,,,,,,
2, 21/8/2015 9:28:14 PM,,,100,1,0.25,,,-0.00012809,0.001152812,1088.611648,,,0.001281,,,,,,
2, 21/8/2015 9:28:15 PM,,,100,1,0.25,,,-0.000640451,0.000512361,1088.612801,,,0.001153,,,,,,
2, 21/8/2015 9:28:16 PM,,,100,1,0.25,,,0,0.000512361,1088.613313,,,0.000512,,,,,,
2, 21/8/2015 9:28:17 PM,,,100,1,0.25,,,0,0.000512361,1088.613825,,,0.000512,,,,,,
2, 21/8/2015 9:28:18 PM,,,100,1,0.25,,,0.000640451,0.001152812,1088.614338,,,0.000513,,,,,,
2, 21/8/2015 9:28:19 PM,,,100,1,0.25,,,0,0.001152812,1088.615491,,,0.001153,,,,,,
2, 21/8/2015 9:28:20 PM,,,100,1,0.25,,,0,0.001152812,1088.616643,,,0.001152,,,,,,
2, 21/8/2015 9:28:21 PM,,,100,1,0.25,,,0,0.001152812,1088.617796,,,0.001153,,,,,,
2, 21/8/2015 9:28:22 PM,,,100,1,0.25,,,0,0.001152812,1088.618949,,,0.001153,,,,,,
2, 21/8/2015 9:28:23 PM,,,100,1,0.25,,,0,0.001152812,1088.620102,,,0.001153,,,,,,
2, 21/8/2015 9:28:24 PM,,,100,1,0.25,,,0,0.001152812,1088.621255,,,0.001153,,,,,,
2, 21/8/2015 9:28:25 PM,,,100,1,0.25,,,0,0.001152812,1088.622407,,,0.001152,,,,,,
2, 21/8/2015 9:28:26 PM,,,100,1,0.25,,,0,0.001152812,1088.62356,,,0.001153,,,,,,
2, 21/8/2015 9:28:27 PM,,,100,1,0.25,,,0,0.001152812,1088.624713,,,0.001153,,,,,,
2, 21/8/2015 9:28:28 PM,,,100,1,0.25,,,0,0.001152812,1088.625866,,,0.001153,,,,,,
2, 21/8/2015 9:28:29 PM,,,100,1,0.25,,,0,0.001152812,1088.627019,,,0.001153,,,,,,
2, 21/8/2015 9:28:30 PM,,,100,1,0.25,,,0,0.001152812,1088.628172,,,0.001153,,,,,,
2, 21/8/2015 9:28:31 PM,,,100,1,0.25,,,0,0.001152812,1088.629324,,,0.001152,,,,,,
2, 21/8/2015 9:28:32 PM,,,100,1,0.25,,,0,0.001152812,1088.630477,,,0.001153,,,,,,
2, 21/8/2015 9:28:33 PM,,,100,1,0.25,,,0,0.001152812,1088.63163,,,0.001153,,,,,,
2, 21/8/2015 9:28:34 PM,,,100,1,0.25,,,0,0.001152812,1088.632783,,,0.001153,,,,,,
2, 21/8/2015 9:28:35 PM,,,100,1,0.25,,,0,0.001152812,1088.633936,,,0.001153,,,,,,
2, 21/8/2015 9:28:36 PM,,,100,1,0.25,,,0,0.001152812,1088.635088,,,0.001152,,,,,,
2, 21/8/2015 9:28:37 PM,,,100,1,0.25,,,0,0.001152812,1088.636241,,,0.001153,,,,,,
2, 21/8/2015 9:28:38 PM,,,100,1,0.25,,,0,0.001152812,1088.637394,,,0.001153,,,,,,
2, 21/8/2015 9:28:39 PM,,,100,1,0.25,,,0,0.001152812,1088.638547,,,0.001153,,,,,,
2, 21/8/2015 9:28:40 PM,,,100,1,0.25,,,0,0.001152812,1088.6397,,,0.001153,,,,,,
2, 21/8/2015 9:28:41 PM,,,100,1,0.25,,,0,0.001152812,1088.640852,,,0.001152,,,,,,
2, 21/8/2015 9:28:42 PM,,,100,1,0.25,,,0,0.001152812,1088.642005,,,0.001153,,,,,,
2, 21/8/2015 9:28:43 PM,,,100,1,0.25,,,0,0.001152812,1088.643158,,,0.001153,,,,,,
2, 21/8/2015 9:28:44 PM,,,100,1,0.25,,,0,0.001152812,1088.644311,,,0.001153,,,,,,
2, 21/8/2015 9:28:45 PM,,,100,1,0.25,,,0,0.001152812,1088.645464,,,0.001153,,,,,,
2, 21/8/2015 9:28:46 PM,,,100,1,0.25,,,0,0.001152812,1088.646617,,,0.001153,,,,,,
2, 21/8/2015 9:28:47 PM,,,100,1,0.25,,,0,0.001152812,1088.647769,,,0.001152,,,,,,
2, 21/8/2015 9:28:48 PM,,,100,1,0.25,,,0,0.001152812,1088.648922,,,0.001153,,,,,,
2, 21/8/2015 9:28:49 PM,,,100,1,0.25,,,0,0.001152812,1088.650075,,,0.001153,,,,,,
2, 21/8/2015 9:28:50 PM,,,100,1,0.25,,,0,0.001152812,1088.651228,,,0.001153,,,,,,
2, 21/8/2015 9:28:51 PM,,,100,1,0.25,,,0,0.001152812,1088.652381,,,0.001153,,,,,,
2, 21/8/2015 9:28:52 PM,,,100,1,0.25,,,0,0.001152812,1088.653533,,,0.001152,,,,,,
2, 21/8/2015 9:28:53 PM,,,100,1,0.25,,,0,0.001152812,1088.654686,,,0.001153,,,,,,
2, 21/8/2015 9:28:54 PM,,,100,1,0.25,,,0,0.001152812,1088.655839,,,0.001153,,,,,,
2, 21/8/2015 9:28:55 PM,,,100,1,0.25,,,0,0.001152812,1088.656992,,,0.001153,,,,,,
2, 21/8/2015 9:28:56 PM,,,100,1,0.25,,,0,0.001152812,1088.658145,,,0.001153,,,,,,
2, 21/8/2015 9:28:57 PM,,,100,1,0.25,,,0,0.001152812,1088.659297,,,0.001152,,,,,,
2, 21/8/2015 9:28:58 PM,,,100,1,0.25,,,0,0.001152812,1088.66045,,,0.001153,,,,,,
2, 21/8/2015 9:28:59 PM,,,100,1,0.25,,,0,0.001152812,1088.661603,,,0.001153,,,,,,
2, 21/8/2015 9:29:00 PM,,,100,1,0.25,,,0,0.001152812,1088.662756,,,0.001153,,,,,,
2, 21/8/2015 9:29:01 PM,,,100,1,0.25,,,0,0.001152812,1088.663909,,,0.001153,,,,,,
2, 21/8/2015 9:29:02 PM,,,100,1,0.25,,,0,0.001152812,1088.665062,,,0.001153,,,,,,
2, 21/8/2015 9:29:03 PM,,,100,1,0.25,,,0,0.001152812,1088.666214,,,0.001152,,,,,,
2, 21/8/2015 9:29:04 PM,,,100,1,0.25,,,0,0.001152812,1088.667367,,,0.001153,,,,,,
2, 21/8/2015 9:29:05 PM,,,100,1,0.25,,,0,0.001152812,1088.66852,,,0.001153,,,,,,
2, 21/8/2015 9:29:06 PM,,,100,1,0.25,,,0,0.001152812,1088.669673,,,0.001153,,,,,,
2, 21/8/2015 9:29:07 PM,,,100,1,0.25,,,0,0.001152812,1088.670826,,,0.001153,,,,,,
2, 21/8/2015 9:29:08 PM,,,100,1,0.25,,,0,0.001152812,1088.671978,,,0.001152,,,,,,
2, 21/8/2015 9:29:09 PM,,,100,1,0.25,,,0,0.001152812,1088.673131,,,0.001153,,,,,,
2, 21/8/2015 9:29:10 PM,,,100,1,0.25,,,0,0.001152812,1088.674284,,,0.001153,,,,,,
2, 21/8/2015 9:29:11 PM,,,100,1,0.25,,,0,0.001152812,1088.675437,,,0.001153,,,,,,
2, 21/8/2015 9:29:12 PM,,,100,1,0.25,,,0,0.001152812,1088.67659,,,0.001153,,,,,,
2, 21/8/2015 9:29:13 PM,,,100,1,0.25,,,0,0.001152812,1088.677742,,,0.001152,,,,,,
2, 21/8/2015 9:29:14 PM,,,100,1,0.25,,,0,0.001152812,1088.678895,,,0.001153,,,,,,
2, 21/8/2015 9:29:15 PM,,,100,1,0.25,,,0,0.001152812,1088.680048,,,0.001153,,,,,,
2, 21/8/2015 9:29:16 PM,,,100,1,0.25,,,0,0.001152812,1088.681201,,,0.001153,,,,,,
2, 21/8/2015 9:29:17 PM,,,100,1,0.25,,,0,0.001152812,1088.682354,,,0.001153,,,,,,
2, 21/8/2015 9:29:18 PM,,,100,1,0.25,,,0,0.001152812,1088.683507,,,0.001153,,,,,,
2, 21/8/2015 9:29:19 PM,,,100,1,0.25,,,0,0.001152812,1088.684659,,,0.001152,,,,,,
2, 21/8/2015 9:29:20 PM,,,100,1,0.25,,,0,0.001152812,1088.685812,,,0.001153,,,,,,
2, 21/8/2015 9:29:21 PM,,,100,1,0.25,,,0,0.001152812,1088.686965,,,0.001153,,,,,,
2, 21/8/2015 9:29:22 PM,,,100,1,0.25,,,0,0.001152812,1088.688118,,,0.001153,,,,,,
2, 21/8/2015 9:29:23 PM,,,100,1,0.25,,,0,0.001152812,1088.689271,,,0.001153,,,,,,
2, 21/8/2015 9:29:24 PM,,,100,1,0.25,,,0,0.001152812,1088.690423,,,0.001152,,,,,,
2, 21/8/2015 9:29:25 PM,,,100,1,0.25,,,0,0.001152812,1088.691576,,,0.001153,,,,,,
2, 21/8/2015 9:29:26 PM,,,100,1,0.25,,,0,0.001152812,1088.692729,,,0.001153,,,,,,
2, 21/8/2015 9:29:27 PM,,,100,1,0.25,,,0,0.001152812,1088.693882,,,0.001153,,,,,,
2, 21/8/2015 9:29:28 PM,,,100,1,0.25,,,0,0.001152812,1088.695035,,,0.001153,,,,,,
2, 21/8/2015 9:29:29 PM,,,100,1,0.25,,,0,0.001152812,1088.696187,,,0.001152,,,,,,
2, 21/8/2015 9:29:30 PM,,,100,1,0.25,,,0,0.001152812,1088.69734,,,0.001153,,,,,,
2, 21/8/2015 9:29:31 PM,,,100,1,0.25,,,0,0.001152812,1088.698493,,,0.001153,,,,,,
2, 21/8/2015 9:29:32 PM,,,100,1,0.25,,,0,0.001152812,1088.699646,,,0.001153,,,,,,
2, 21/8/2015 9:29:33 PM,,,100,1,0.25,,,0,0.001152812,1088.700799,,,0.001153,,,,,,
2, 21/8/2015 9:29:34 PM,,,100,1,0.25,,,0,0.001152812,1088.701951,,,0.001152,,,,,,
2, 21/8/2015 9:29:35 PM,,,100,1,0.25,,,0,0.001152812,1088.703104,,,0.001153,,,,,,
2, 21/8/2015 9:29:36 PM,,,100,1,0.25,,,0,0.001152812,1088.704257,,,0.001153,,,,,,
2, 21/8/2015 9:29:37 PM,,,100,1,0.25,,,0,0.001152812,1088.70541,,,0.001153,,,,,,
2, 21/8/2015 9:29:38 PM,,,100,1,0.25,,,0,0.001152812,1088.706563,,,0.001153,,,,,,
2, 21/8/2015 9:29:39 PM,,,100,1,0.25,,,0,0.001152812,1088.707716,,,0.001153,,,,,,
2, 21/8/2015 9:29:40 PM,,,100,1,0.25,,,0,0.001152812,1088.708868,,,0.001152,,,,,,
2, 21/8/2015 9:29:41 PM,,,100,1,0.25,,,0,0.001152812,1088.710021,,,0.001153,,,,,,
2, 21/8/2015 9:29:42 PM,,,100,1,0.25,,,0,0.001152812,1088.711174,,,0.001153,,,,,,
2, 21/8/2015 9:29:43 PM,,,100,1,0.25,,,0,0.001152812,1088.712327,,,0.001153,,,,,,
2, 21/8/2015 9:29:44 PM,,,100,1,0.25,,,0,0.001152812,1088.71348,,,0.001153,,,,,,
2, 21/8/2015 9:29:45 PM,,,100,1,0.25,,,0,0.001152812,1088.714632,,,0.001152,,,,,,
2, 21/8/2015 9:29:46 PM,,,100,1,0.25,,,0,0.001152812,1088.715785,,,0.001153,,,,,,
2, 21/8/2015 9:29:47 PM,,,100,1,0.25,,,0,0.001152812,1088.716938,,,0.001153,,,,,,
2, 21/8/2015 9:29:48 PM,,,100,1,0.25,,,0,0.001152812,1088.718091,,,0.001153,,,,,,
2, 21/8/2015 9:29:49 PM,,,100,1,0.25,,,0,0.001152812,1088.719244,,,0.001153,,,,,,
2, 21/8/2015 9:29:50 PM,,,100,1,0.25,,,0,0.001152812,1088.720396,,,0.001152,,,,,,
2, 21/8/2015 9:29:51 PM,,,100,1,0.25,,,0,0.001152812,1088.721549,,,0.001153,,,,,,
2, 21/8/2015 9:29:52 PM,,,100,1,0.25,,,0,0.001152812,1088.722702,,,0.001153,,,,,,
2, 21/8/2015 9:29:53 PM,,,100,1,0.25,,,0,0.001152812,1088.723855,,,0.001153,,,,,,
2, 21/8/2015 9:29:54 PM,,,100,1,0.25,,,0,0.001152812,1088.725008,,,0.001153,,,,,,
2, 21/8/2015 9:29:55 PM,,,100,1,0.25,,,0,0.001152812,1088.726161,,,0.001153,,,,,,
2, 21/8/2015 9:29:56 PM,,,100,1,0.25,,,0,0.001152812,1088.727313,,,0.001152,,,,,,
2, 21/8/2015 9:29:57 PM,,,100,1,0.25,,,0,0.001152812,1088.728466,,,0.001153,,,,,,
2, 21/8/2015 9:29:58 PM,,,100,1,0.25,,,0,0.001152812,1088.729619,,,0.001153,,,,,,
1, 21/8/2015 9:29:59 PM,,,100,1,0.25,,,0,0.001152812,1088.730772,,,0.001153,,,,,,
1, 21/8/2015 9:30:00 PM,,,100,1,0.25,,,0,0.001152812,1088.731925,,,0.001153,,,,,,
1, 21/8/2015 9:30:01 PM,,,100,1,0.25,,,0,0.001152812,1088.733077,,,0.001152,,,,,,
1, 21/8/2015 9:30:02 PM,,,100,1,0.25,,,0,0.001152812,1088.73423,,,0.001153,,,,,,
1, 21/8/2015 9:30:03 PM,,,100,1,0.25,,,0,0.001152812,1088.735383,,,0.001153,,,,,,
1, 21/8/2015 9:30:04 PM,,,100,1,0.25,,,0,0.001152812,1088.736536,,,0.001153,,,,,,
1, 21/8/2015 9:30:05 PM,,,100,1,0.25,,,0,0.001152812,1088.737689,,,0.001153,,,,,,
1, 21/8/2015 9:30:06 PM,,,100,1,0.25,,,0,0.001152812,1088.738841,,,0.001152,,,,,,
1, 21/8/2015 9:30:07 PM,,,100,1,0.25,,,0,0.001152812,1088.739994,,,0.001153,,,,,,
1, 21/8/2015 9:30:08 PM,,,100,1,0.25,,,0,0.001152812,1088.741147,,,0.001153,,,,,,
1, 21/8/2015 9:30:09 PM,,,100,1,0.25,,,0,0.001152812,1088.7423,,,0.001153,,,,,,
1, 21/8/2015 9:30:10 PM,,,100,1,0.25,,,0,0.001152812,1088.743453,,,0.001153,,,,,,
1, 21/8/2015 9:30:11 PM,,,100,1,0.25,,,0,0.001152812,1088.744606,,,0.001153,,,,,,
1, 21/8/2015 9:30:12 PM,,,100,1,0.25,,,0,0.001152812,1088.745758,,,0.001152,,,,,,
1, 21/8/2015 9:30:13 PM,,,100,1,0.25,,,0,0.001152812,1088.746911,,,0.001153,,,,,,
1, 21/8/2015 9:30:14 PM,,,100,1,0.25,,,0,0.001152812,1088.748064,,,0.001153,,,,,,
1, 21/8/2015 9:30:15 PM,,,100,1,0.25,,,0,0.001152812,1088.749217,,,0.001153,,,,,,
1, 21/8/2015 9:30:16 PM,,,100,1,0.25,,,0,0.001152812,1088.75037,,,0.001153,,,,,,
1, 21/8/2015 9:30:17 PM,,,100,1,0.25,,,0,0.001152812,1088.751522,,,0.001152,,,,,,
1, 21/8/2015 9:30:18 PM,,,100,1,0.25,,,0,0.001152812,1088.752675,,,0.001153,,,,,,
1, 21/8/2015 9:30:19 PM,,,100,1,0.25,,,0,0.001152812,1088.753828,,,0.001153,,,,,,
1, 21/8/2015 9:30:20 PM,,,100,1,0.25,,,0,0.001152812,1088.754981,,,0.001153,,,,,,
1, 21/8/2015 9:30:21 PM,,,100,1,0.25,,,0,0.001152812,1088.756134,,,0.001153,,,,,,
1, 21/8/2015 9:30:22 PM,,,100,1,0.25,,,0,0.001152812,1088.757286,,,0.001152,,,,,,
1, 21/8/2015 9:30:23 PM,,,100,1,0.25,,,0,0.001152812,1088.758439,,,0.001153,,,,,,
1, 21/8/2015 9:30:24 PM,,,100,1,0.25,,,0,0.001152812,1088.759592,,,0.001153,,,,,,
1, 21/8/2015 9:30:25 PM,,,100,1,0.25,,,0,0.001152812,1088.760745,,,0.001153,,,,,,
1, 21/8/2015 9:30:26 PM,,,100,1,0.25,,,0,0.001152812,1088.761898,,,0.001153,,,,,,
1, 21/8/2015 9:30:27 PM,,,100,1,0.25,,,0,0.001152812,1088.763051,,,0.001153,,,,,,
1, 21/8/2015 9:30:28 PM,,,100,1,0.25,,,0,0.001152812,1088.764203,,,0.001152,,,,,,
1, 21/8/2015 9:30:29 PM,,,100,1,0.25,,,0,0.001152812,1088.765356,,,0.001153,,,,,,
1, 21/8/2015 9:30:30 PM,,,100,1,0.25,,,0,0.001152812,1088.766509,,,0.001153,,,,,,
1, 21/8/2015 9:30:31 PM,,,100,1,0.25,,,0,0.001152812,1088.767662,,,0.001153,,,,,,
1, 21/8/2015 9:30:32 PM,,,100,1,0.25,,,0,0.001152812,1088.768815,,,0.001153,,,,,,
1, 21/8/2015 9:30:33 PM,,,100,1,0.25,,,0,0.001152812,1088.769967,,,0.001152,,,,,,
1, 21/8/2015 9:30:34 PM,,,100,1,0.25,,,0,0.001152812,1088.77112,,,0.001153,,,,,,
1, 21/8/2015 9:30:35 PM,,,100,1,0.25,,,0,0.001152812,1088.772273,,,0.001153,,,,,,
1, 21/8/2015 9:30:36 PM,,,100,1,0.25,,,0,0.001152812,1088.773426,,,0.001153,,,,,,
1, 21/8/2015 9:30:37 PM,,,100,1,0.25,,,0,0.001152812,1088.774579,,,0.001153,,,,,,
1, 21/8/2015 9:30:38 PM,,,100,1,0.25,,,0,0.001152812,1088.775731,,,0.001152,,,,,,
1, 21/8/2015 9:30:39 PM,,,100,1,0.25,,,0,0.001152812,1088.776884,,,0.001153,,,,,,
1, 21/8/2015 9:30:40 PM,,,100,1,0.25,,,0,0.001152812,1088.778037,,,0.001153,,,,,,
1, 21/8/2015 9:30:41 PM,,,100,1,0.25,,,0,0.001152812,1088.77919,,,0.001153,,,,,,
1, 21/8/2015 9:30:42 PM,,,100,1,0.25,,,0,0.001152812,1088.780343,,,0.001153,,,,,,
1, 21/8/2015 9:30:43 PM,,,100,1,0.25,,,0,0.001152812,1088.781496,,,0.001153,,,,,,
1, 21/8/2015 9:30:44 PM,,,100,1,0.25,,,0,0.001152812,1088.782648,,,0.001152,,,,,,
1, 21/8/2015 9:30:45 PM,,,100,1,0.25,,,0,0.001152812,1088.783801,,,0.001153,,,,,,
1, 21/8/2015 9:30:46 PM,,,100,1,0.25,,,0,0.001152812,1088.784954,,,0.001153,,,,,,
1, 21/8/2015 9:30:47 PM,,,100,1,0.25,,,0,0.001152812,1088.786107,,,0.001153,,,,,,
1, 21/8/2015 9:30:48 PM,,,100,1,0.25,,,0,0.001152812,1088.78726,,,0.001153,,,,,,
1, 21/8/2015 9:30:49 PM,,,100,1,0.25,,,0,0.001152812,1088.788412,,,0.001152,,,,,,
1, 21/8/2015 9:30:50 PM,,,100,1,0.25,,,0,0.001152812,1088.789565,,,0.001153,,,,,,
1, 21/8/2015 9:30:51 PM,,,100,1,0.25,,,0,0.001152812,1088.790718,,,0.001153,,,,,,
1, 21/8/2015 9:30:52 PM,,,100,1,0.25,,,0,0.001152812,1088.791871,,,0.001153,,,,,,
1, 21/8/2015 9:30:53 PM,,,100,1,0.25,,,0,0.001152812,1088.793024,,,0.001153,,,,,,
1, 21/8/2015 9:30:54 PM,,,100,1,0.25,,,0,0.001152812,1088.794176,,,0.001152,,,,,,
1, 21/8/2015 9:30:55 PM,,,100,1,0.25,,,0,0.001152812,1088.795329,,,0.001153,,,,,,
1, 21/8/2015 9:30:56 PM,,,100,1,0.25,,,0,0.001152812,1088.796482,,,0.001153,,,,,,
1, 21/8/2015 9:30:57 PM,,,100,1,0.25,,,0,0.001152812,1088.797635,,,0.001153,,,,,,
1, 21/8/2015 9:30:58 PM,,,100,1,0.25,,,0,0.001152812,1088.798788,,,0.001153,,,,,,
1, 21/8/2015 9:30:59 PM,,,100,1,0.25,,,0,0.001152812,1088.799941,,,0.001153,,,,,,
1, 21/8/2015 9:31:00 PM,,,100,1,0.25,,,0,0.001152812,1088.801093,,,0.001152,,,,,,
1, 21/8/2015 9:31:01 PM,,,100,1,0.25,,,0,0.001152812,1088.802246,,,0.001153,,,,,,
1, 21/8/2015 9:31:02 PM,,,100,1,0.25,,,0,0.001152812,1088.803399,,,0.001153,,,,,,
1, 21/8/2015 9:31:03 PM,,,100,1,0.25,,,0,0.001152812,1088.804552,,,0.001153,,,,,,
1, 21/8/2015 9:31:04 PM,,,100,1,0.25,,,0,0.001152812,1088.805705,,,0.001153,,,,,,
1, 21/8/2015 9:31:05 PM,,,100,1,0.25,,,0,0.001152812,1088.806857,,,0.001152,,,,,,
1, 21/8/2015 9:31:06 PM,,,100,1,0.25,,,0,0.001152812,1088.80801,,,0.001153,,,,,,
1, 21/8/2015 9:31:07 PM,,,100,1,0.25,,,0,0.001152812,1088.809163,,,0.001153,,,,,,
1, 21/8/2015 9:31:08 PM,,,100,1,0.25,,,0,0.001152812,1088.810316,,,0.001153,,,,,,
1, 21/8/2015 9:31:09 PM,,,100,1,0.25,,,0,0.001152812,1088.811469,,,0.001153,,,,,,
1, 21/8/2015 9:31:10 PM,,,100,1,0.25,,,0,0.001152812,1088.812621,,,0.001152,,,,,,
1, 21/8/2015 9:31:11 PM,,,100,1,0.25,,,0,0.001152812,1088.813774,,,0.001153,,,,,,
1, 21/8/2015 9:31:12 PM,,,100,1,0.25,,,0,0.001152812,1088.814927,,,0.001153,,,,,,
1, 21/8/2015 9:31:13 PM,,,100,1,0.25,,,0,0.001152812,1088.81608,,,0.001153,,,,,,
1, 21/8/2015 9:31:14 PM,,,100,1,0.25,,,0,0.001152812,1088.817233,,,0.001153,,,,,,
1, 21/8/2015 9:31:15 PM,,,100,1,0.25,,,0,0.001152812,1088.818386,,,0.001153,,,,,,
1, 21/8/2015 9:31:16 PM,,,100,1,0.25,,,0,0.001152812,1088.819538,,,0.001152,,,,,,
1, 21/8/2015 9:31:17 PM,,,100,1,0.25,,,0,0.001152812,1088.820691,,,0.001153,,,,,,
1, 21/8/2015 9:31:18 PM,,,100,1,0.25,,,0,0.001152812,1088.821844,,,0.001153,,,,,,
1, 21/8/2015 9:31:19 PM,,,100,1,0.25,,,0,0.001152812,1088.822997,,,0.001153,,,,,,
1, 21/8/2015 9:31:20 PM,,,100,1,0.25,,,0,0.001152812,1088.82415,,,0.001153,,,,,,
1, 21/8/2015 9:31:21 PM,,,100,1,0.25,,,0,0.001152812,1088.825302,,,0.001152,,,,,,
1, 21/8/2015 9:31:22 PM,,,100,1,0.25,,,0,0.001152812,1088.826455,,,0.001153,,,,,,
1, 21/8/2015 9:31:23 PM,,,100,1,0.25,,,0,0.001152812,1088.827608,,,0.001153,,,,,,
1, 21/8/2015 9:31:24 PM,,,100,1,0.25,,,0,0.001152812,1088.828761,,,0.001153,,,,,,
1, 21/8/2015 9:31:25 PM,,,200,2,0.5,,,0,0.001152812,1088.829914,,,0.001153,,,,,,
1, 21/8/2015 9:31:26 PM,,,200,2,0.5,,,0,0.001152812,1088.831066,,,0.001152,,,,,,
1, 21/8/2015 9:31:27 PM,,,200,2,0.5,,,0.095939538,0.09709235,1088.832219,,,0.001153,,,,,,
1, 21/8/2015 9:31:28 PM,,,200,2,0.5,,,0.16638915,0.2634815,1088.929312,,,0.097093,,,,,,
1, 21/8/2015 9:31:29 PM,,,200,2,0.5,,,0.191751,0.4552325,1089.192793,,,0.263481,,,,,,
1, 21/8/2015 9:31:30 PM,,,200,2,0.5,,,0.1726655,0.627898,1089.648026,,,0.455233,,,,,,
1, 21/8/2015 9:31:31 PM,,,200,2,0.5,,,0.0932497,0.7211477,1090.275924,,,0.627898,,,,,,
1, 21/8/2015 9:31:32 PM,,,200,2,0.5,,,0,0.7211477,1090.997071,,,0.721147,,,,,,
1, 21/8/2015 9:31:33 PM,,,200,2,0.5,,,0.05969,0.7808377,1091.718219,,,0.721148,,,,,,
1, 21/8/2015 9:31:34 PM,,,200,2,0.5,,,0.0438069,0.8246446,1092.499057,,,0.780838,,,,,,
1, 21/8/2015 9:31:35 PM,,,200,2,0.5,,,0.0550788,0.8797234,1093.323701,,,0.824644,,,,,,
1, 21/8/2015 9:31:36 PM,,,200,2,0.5,,,0.0690406,0.948764,1094.203425,,,0.879724,,,,,,
1, 21/8/2015 9:31:37 PM,,,200,2,0.5,,,0.099398,1.048162,1095.152189,,,0.948764,,,,,,
1, 21/8/2015 9:31:38 PM,,,200,2,0.5,,,0.07442,1.122582,1096.200351,,,1.048162,,,,,,
1, 21/8/2015 9:31:39 PM,,,200,2,0.5,,,0.052645,1.175227,1097.322933,,,1.122582,,,,,,
1, 21/8/2015 9:31:40 PM,,,200,2,0.5,,,0.033176,1.208403,1098.49816,,,1.175227,,,,,,
1, 21/8/2015 9:31:41 PM,,,200,2,0.5,,,0.014474,1.222877,1099.706563,,,1.208403,,,,,,
1, 21/8/2015 9:31:42 PM,,,200,2,0.5,,,0.001025,1.223902,1100.92944,,,1.222877,,,,,,
1, 21/8/2015 9:31:43 PM,,,200,2,0.5,,,-0.008711,1.215191,1102.153342,,,1.223902,,,,,,
1, 21/8/2015 9:31:44 PM,,,200,2,0.5,,,-0.00128,1.213911,1103.368533,,,1.215191,,,,,,
1, 21/8/2015 9:31:45 PM,,,200,2,0.5,,,0.005764,1.219675,1104.582444,,,1.213911,,,,,,
1, 21/8/2015 9:31:46 PM,,,200,2,0.5,,,-0.002562,1.217113,1105.802119,,,1.219675,,,,,,
1, 21/8/2015 9:31:47 PM,,,200,2,0.5,,,0.012809,1.229922,1107.019232,,,1.217113,,,,,,
1, 21/8/2015 9:31:48 PM,,,200,2,0.5,,,0.003202,1.233124,1108.249154,,,1.229922,,,,,,
1, 21/8/2015 9:31:49 PM,,,200,2,0.5,,,-0.016139,1.216985,1109.482278,,,1.233124,,,,,,
1, 21/8/2015 9:31:50 PM,,,200,2,0.5,,,-0.010888,1.206097,1110.699263,,,1.216985,,,,,,
1, 21/8/2015 9:31:51 PM,,,200,2,0.5,,,-0.001921,1.204176,1111.90536,,,1.206097,,,,,,
1, 21/8/2015 9:31:52 PM,,,200,2,0.5,,,-0.000897,1.203279,1113.109536,,,1.204176,,,,,,
