 Value, Timestamp
0.001280902, 21/8/2015 9:05:27 PM
0.001280902, 21/8/2015 9:05:28 PM
0.001280902, 21/8/2015 9:05:29 PM
0.001280902, 21/8/2015 9:05:30 PM
0.001280902, 21/8/2015 9:05:31 PM
0.001280902, 21/8/2015 9:05:32 PM
0.001280902, 21/8/2015 9:05:33 PM
0.001280902, 21/8/2015 9:05:34 PM
0.001280902, 21/8/2015 9:05:35 PM
0.001280902, 21/8/2015 9:05:36 PM
0.001280902, 21/8/2015 9:05:37 PM
0.001280902, 21/8/2015 9:05:38 PM
0.001280902, 21/8/2015 9:05:39 PM
0.001280902, 21/8/2015 9:05:40 PM
0.001280902, 21/8/2015 9:05:41 PM
0.001280902, 21/8/2015 9:05:42 PM
0.001280902, 21/8/2015 9:05:43 PM
0.001280902, 21/8/2015 9:05:44 PM
0.001280902, 21/8/2015 9:05:45 PM
0.001280902, 21/8/2015 9:05:46 PM
0.001280902, 21/8/2015 9:05:47 PM
0.001280902, 21/8/2015 9:05:48 PM
0.001280902, 21/8/2015 9:05:49 PM
0.001280902, 21/8/2015 9:05:50 PM
0.001280902, 21/8/2015 9:05:51 PM
0.001280902, 21/8/2015 9:05:52 PM
0.001280902, 21/8/2015 9:05:53 PM
0.001280902, 21/8/2015 9:05:54 PM
0.001280902, 21/8/2015 9:05:55 PM
0.001280902, 21/8/2015 9:05:56 PM
0.001280902, 21/8/2015 9:05:57 PM
0.001280902, 21/8/2015 9:05:58 PM
0.001280902, 21/8/2015 9:05:59 PM
0.001280902, 21/8/2015 9:06:00 PM
0.001280902, 21/8/2015 9:06:01 PM
0.001280902, 21/8/2015 9:06:02 PM
0.001280902, 21/8/2015 9:06:03 PM
0.001280902, 21/8/2015 9:06:04 PM
0.001280902, 21/8/2015 9:06:05 PM
0.001280902, 21/8/2015 9:06:06 PM
0.001280902, 21/8/2015 9:06:07 PM
0.001280902, 21/8/2015 9:06:08 PM
0.001280902, 21/8/2015 9:06:09 PM
0.001280902, 21/8/2015 9:06:10 PM
0.001280902, 21/8/2015 9:06:11 PM
0.001280902, 21/8/2015 9:06:12 PM
0.001280902, 21/8/2015 9:06:13 PM
0.001280902, 21/8/2015 9:06:14 PM
0.001280902, 21/8/2015 9:06:15 PM
0.001280902, 21/8/2015 9:06:16 PM
0.001280902, 21/8/2015 9:06:17 PM
0.001280902, 21/8/2015 9:06:18 PM
0.001280902, 21/8/2015 9:06:19 PM
0.001280902, 21/8/2015 9:06:20 PM
0.001280902, 21/8/2015 9:06:21 PM
0.001280902, 21/8/2015 9:06:22 PM
0.001280902, 21/8/2015 9:06:23 PM
0.001280902, 21/8/2015 9:06:24 PM
0.001280902, 21/8/2015 9:06:25 PM
0.001280902, 21/8/2015 9:06:26 PM
0.001280902, 21/8/2015 9:06:27 PM
0.001280902, 21/8/2015 9:06:28 PM
0.001280902, 21/8/2015 9:06:29 PM
0.001280902, 21/8/2015 9:06:30 PM
0.001280902, 21/8/2015 9:06:31 PM
0.001280902, 21/8/2015 9:06:32 PM
0.001280902, 21/8/2015 9:06:33 PM
0.001280902, 21/8/2015 9:06:34 PM
0.001280902, 21/8/2015 9:06:35 PM
0.001280902, 21/8/2015 9:06:36 PM
0.001280902, 21/8/2015 9:06:37 PM
0.001280902, 21/8/2015 9:06:38 PM
0.001280902, 21/8/2015 9:06:39 PM
0.001280902, 21/8/2015 9:06:40 PM
0.001280902, 21/8/2015 9:06:41 PM
0.001280902, 21/8/2015 9:06:42 PM
0.001280902, 21/8/2015 9:06:43 PM
0.001280902, 21/8/2015 9:06:44 PM
0.001280902, 21/8/2015 9:06:45 PM
0.001280902, 21/8/2015 9:06:46 PM
0.001280902, 21/8/2015 9:06:47 PM
0.001280902, 21/8/2015 9:06:48 PM
0.001280902, 21/8/2015 9:06:49 PM
0.001280902, 21/8/2015 9:06:50 PM
0.001280902, 21/8/2015 9:06:51 PM
0.001280902, 21/8/2015 9:06:52 PM
0.001280902, 21/8/2015 9:06:53 PM
0.001280902, 21/8/2015 9:06:54 PM
0.001280902, 21/8/2015 9:06:55 PM
0.001280902, 21/8/2015 9:06:56 PM
0.001280902, 21/8/2015 9:06:57 PM
0.001280902, 21/8/2015 9:06:58 PM
0.001280902, 21/8/2015 9:06:59 PM
0.001280902, 21/8/2015 9:07:00 PM
0.001280902, 21/8/2015 9:07:01 PM
0.001280902, 21/8/2015 9:07:02 PM
0.1059306, 21/8/2015 9:07:03 PM
0.3544255, 21/8/2015 9:07:04 PM
0.6539004, 21/8/2015 9:07:05 PM
0.785449, 21/8/2015 9:07:06 PM
0.8713975, 21/8/2015 9:07:07 PM
0.8868964, 21/8/2015 9:07:08 PM
0.8753683, 21/8/2015 9:07:09 PM
0.8506469, 21/8/2015 9:07:10 PM
0.8296401, 21/8/2015 9:07:11 PM
0.8169591, 21/8/2015 9:07:12 PM
0.8164468, 21/8/2015 9:07:13 PM
0.8201614, 21/8/2015 9:07:14 PM
0.8208019, 21/8/2015 9:07:15 PM
0.8074805, 21/8/2015 9:07:16 PM
0.7974895, 21/8/2015 9:07:17 PM
0.7895479, 21/8/2015 9:07:18 PM
0.7894198, 21/8/2015 9:07:19 PM
0.7972333, 21/8/2015 9:07:20 PM
0.8001794, 21/8/2015 9:07:21 PM
0.8001794, 21/8/2015 9:07:22 PM
0.7921097, 21/8/2015 9:07:23 PM
0.7894198, 21/8/2015 9:07:24 PM
0.7810939, 21/8/2015 9:07:25 PM
0.7704624, 21/8/2015 9:07:26 PM
0.7704624, 21/8/2015 9:07:27 PM
0.7698219, 21/8/2015 9:07:28 PM
0.7795568, 21/8/2015 9:07:29 PM
0.7885231, 21/8/2015 9:07:30 PM
0.7895479, 21/8/2015 9:07:31 PM
0.7895479, 21/8/2015 9:07:32 PM
0.7881389, 21/8/2015 9:07:33 PM
0.7803254, 21/8/2015 9:07:34 PM
0.7817343, 21/8/2015 9:07:35 PM
0.7825029, 21/8/2015 9:07:36 PM
0.7708467, 21/8/2015 9:07:37 PM
0.7691815, 21/8/2015 9:07:38 PM
0.7686691, 21/8/2015 9:07:39 PM
0.7686691, 21/8/2015 9:07:40 PM
0.7804534, 21/8/2015 9:07:41 PM
0.7899321, 21/8/2015 9:07:42 PM
0.7889074, 21/8/2015 9:07:43 PM
0.7707186, 21/8/2015 9:07:44 PM
0.7597029, 21/8/2015 9:07:45 PM
0.7591905, 21/8/2015 9:07:46 PM
0.7591905, 21/8/2015 9:07:47 PM
0.7668759, 21/8/2015 9:07:48 PM
0.7695658, 21/8/2015 9:07:49 PM
0.7657231, 21/8/2015 9:07:50 PM
0.7638018, 21/8/2015 9:07:51 PM
0.7695658, 21/8/2015 9:07:52 PM
0.7695658, 21/8/2015 9:07:53 PM
0.7796849, 21/8/2015 9:07:54 PM
0.7745613, 21/8/2015 9:07:55 PM
0.7749456, 21/8/2015 9:07:56 PM
0.7694377, 21/8/2015 9:07:57 PM
0.759831, 21/8/2015 9:07:58 PM
0.7680287, 21/8/2015 9:07:59 PM
0.772768, 21/8/2015 9:08:00 PM
0.7830153, 21/8/2015 9:08:01 PM
0.7892917, 21/8/2015 9:08:02 PM
0.779813, 21/8/2015 9:08:03 PM
0.7700781, 21/8/2015 9:08:04 PM
0.7700781, 21/8/2015 9:08:05 PM
0.7694377, 21/8/2015 9:08:06 PM
0.7758422, 21/8/2015 9:08:07 PM
0.789804, 21/8/2015 9:08:08 PM
0.7848085, 21/8/2015 9:08:09 PM
0.7844242, 21/8/2015 9:08:10 PM
0.7892917, 21/8/2015 9:08:11 PM
0.779813, 21/8/2015 9:08:12 PM
0.7723837, 21/8/2015 9:08:13 PM
0.76995, 21/8/2015 9:08:14 PM
0.7694377, 21/8/2015 9:08:15 PM
0.7694377, 21/8/2015 9:08:16 PM
0.7787883, 21/8/2015 9:08:17 PM
0.7866018, 21/8/2015 9:08:18 PM
0.7907007, 21/8/2015 9:08:19 PM
0.7907007, 21/8/2015 9:08:20 PM
0.812476, 21/8/2015 9:08:21 PM
0.8275906, 21/8/2015 9:08:22 PM
0.8334828, 21/8/2015 9:08:23 PM
0.8375817, 21/8/2015 9:08:24 PM
0.8375817, 21/8/2015 9:08:25 PM
0.8369412, 21/8/2015 9:08:26 PM
0.8578199, 21/8/2015 9:08:27 PM
0.8788267, 21/8/2015 9:08:28 PM
0.8997054, 21/8/2015 9:08:29 PM
0.91751, 21/8/2015 9:08:30 PM
0.9177662, 21/8/2015 9:08:31 PM
0.909056, 21/8/2015 9:08:32 PM
0.9143077, 21/8/2015 9:08:33 PM
0.9298066, 21/8/2015 9:08:34 PM
0.9508134, 21/8/2015 9:08:35 PM
0.9679775, 21/8/2015 9:08:36 PM
0.987191, 21/8/2015 9:08:37 PM
1.004739, 21/8/2015 9:08:38 PM
1.005508, 21/8/2015 9:08:39 PM
1.014858, 21/8/2015 9:08:40 PM
1.017036, 21/8/2015 9:08:41 PM
1.026515, 21/8/2015 9:08:42 PM
1.036121, 21/8/2015 9:08:43 PM
1.056744, 21/8/2015 9:08:44 PM
1.07378, 21/8/2015 9:08:45 PM
