 Timestamp,,,,,healthy value,,,attacked  Value
 30/6/2015 5:15:44 PM,,,,,294.1553,,,313.2018
 30/6/2015 5:15:45 PM,,,,,294.1553,,,312.9198
 30/6/2015 5:15:46 PM,,,,,294.1553,,,312.9198
 30/6/2015 5:15:47 PM,,,,,294.1553,,,312.9198
 30/6/2015 5:15:48 PM,,,,,294.1553,,,312.9198
 30/6/2015 5:15:49 PM,,,,,294.1553,,,312.9198
 30/6/2015 5:15:50 PM,,,,,294.1553,,,312.9198
 30/6/2015 5:15:51 PM,,,,,294.1553,,,312.9198
 30/6/2015 5:15:52 PM,,,,,294.1553,,,312.9198
 30/6/2015 5:15:53 PM,,,,,294.1553,,,312.9198
 30/6/2015 5:15:54 PM,,,,,294.1553,,,312.9198
 30/6/2015 5:15:55 PM,,,,,294.1553,,,312.9198
 30/6/2015 5:15:56 PM,,,,,294.1553,,,313.1505
 30/6/2015 5:15:57 PM,,,,,294.0272,,,313.1505
 30/6/2015 5:15:58 PM,,,,,294.0272,,,313.1505
 30/6/2015 5:15:59 PM,,,,,294.0272,,,313.1505
 30/6/2015 5:16:00 PM,,,,,294.0272,,,313.1505
 30/6/2015 5:16:01 PM,,,,,293.9503,,,313.1505
 30/6/2015 5:16:02 PM,,,,,293.8477,,,313.1505
 30/6/2015 5:16:03 PM,,,,,293.8477,,,313.1505
 30/6/2015 5:16:04 PM,,,,,293.8477,,,313.1505
 30/6/2015 5:16:05 PM,,,,,293.8477,,,313.1505
 30/6/2015 5:16:06 PM,,,,,293.7964,,,313.1505
 30/6/2015 5:16:07 PM,,,,,293.6939,,,312.8941
 30/6/2015 5:16:08 PM,,,,,293.6939,,,312.8941
 30/6/2015 5:16:09 PM,,,,,293.6939,,,312.8941
 30/6/2015 5:16:10 PM,,,,,293.6939,,,312.8941
 30/6/2015 5:16:11 PM,,,,,293.6939,,,312.8941
 30/6/2015 5:16:12 PM,,,,,293.6939,,,312.8941
 30/6/2015 5:16:13 PM,,,,,293.6939,,,312.8941
 30/6/2015 5:16:14 PM,,,,,293.6939,,,312.8941
 30/6/2015 5:16:15 PM,,,,,293.6939,,,312.8941
 30/6/2015 5:16:16 PM,,,,,293.6939,,,312.8941
 30/6/2015 5:16:17 PM,,,,,293.6939,,,312.8941
 30/6/2015 5:16:18 PM,,,,,293.6939,,,312.8941
 30/6/2015 5:16:19 PM,,,,,293.5145,,,312.8941
 30/6/2015 5:16:20 PM,,,,,293.3351,,,312.8941
 30/6/2015 5:16:21 PM,,,,,293.3351,,,312.8685
 30/6/2015 5:16:22 PM,,,,,293.3351,,,312.8685
 30/6/2015 5:16:23 PM,,,,,293.5914,,,312.8685
 30/6/2015 5:16:24 PM,,,,,293.5914,,,312.8685
 30/6/2015 5:16:25 PM,,,,,293.5401,,,312.8685
 30/6/2015 5:16:26 PM,,,,,293.2838,,,312.8685
 30/6/2015 5:16:27 PM,,,,,293.2838,,,312.8685
 30/6/2015 5:16:28 PM,,,,,293.2838,,,312.8685
 30/6/2015 5:16:29 PM,,,,,293.2838,,,312.8685
 30/6/2015 5:16:30 PM,,,,,293.1556,,,312.8685
 30/6/2015 5:16:31 PM,,,,,293.1556,,,312.8685
 30/6/2015 5:16:32 PM,,,,,293.1556,,,312.9967
 30/6/2015 5:16:33 PM,,,,,293.1556,,,312.9967
 30/6/2015 5:16:34 PM,,,,,293.0787,,,312.9967
 30/6/2015 5:16:35 PM,,,,,292.9249,,,312.9967
 30/6/2015 5:16:36 PM,,,,,292.9249,,,312.9967
 30/6/2015 5:16:37 PM,,,,,292.9249,,,313.2018
 30/6/2015 5:16:38 PM,,,,,292.9249,,,313.2018
 30/6/2015 5:16:39 PM,,,,,292.9249,,,313.2018
 30/6/2015 5:16:40 PM,,,,,292.8224,,,313.2018
 30/6/2015 5:16:41 PM,,,,,292.8224,,,313.2018
 30/6/2015 5:16:42 PM,,,,,292.8224,,,313.2018
 30/6/2015 5:16:43 PM,,,,,292.5147,,,313.3299
 30/6/2015 5:16:44 PM,,,,,292.5147,,,313.3299
 30/6/2015 5:16:45 PM,,,,,292.5147,,,313.4068
 30/6/2015 5:16:46 PM,,,,,292.5147,,,313.4068
 30/6/2015 5:16:47 PM,,,,,292.6429,,,313.4068
 30/6/2015 5:16:48 PM,,,,,292.6429,,,313.4068
 30/6/2015 5:16:49 PM,,,,,292.6429,,,313.4068
 30/6/2015 5:16:50 PM,,,,,292.6429,,,313.4068
 30/6/2015 5:16:51 PM,,,,,292.6429,,,313.4068
 30/6/2015 5:16:52 PM,,,,,292.6429,,,313.4068
 30/6/2015 5:16:53 PM,,,,,292.6429,,,313.4068
 30/6/2015 5:16:54 PM,,,,,292.6429,,,313.2787
 30/6/2015 5:16:55 PM,,,,,292.6429,,,313.1505
 30/6/2015 5:16:56 PM,,,,,292.6429,,,313.1505
 30/6/2015 5:16:57 PM,,,,,292.6429,,,313.1505
 30/6/2015 5:16:58 PM,,,,,292.6429,,,313.1505
 30/6/2015 5:16:59 PM,,,,,292.6429,,,313.1505
 30/6/2015 5:17:00 PM,,,,,292.6429,,,313.1505
 30/6/2015 5:17:01 PM,,,,,292.6429,,,313.1505
 30/6/2015 5:17:02 PM,,,,,292.3866,,,313.1505
 30/6/2015 5:17:03 PM,,,,,292.3866,,,313.0736
 30/6/2015 5:17:04 PM,,,,,292.3866,,,313.0736
 30/6/2015 5:17:05 PM,,,,,292.3866,,,313.0736
 30/6/2015 5:17:06 PM,,,,,292.2071,,,313.0736
 30/6/2015 5:17:07 PM,,,,,292.1559,,,313.0736
 30/6/2015 5:17:08 PM,,,,,292.1559,,,313.0736
 30/6/2015 5:17:09 PM,,,,,292.1559,,,313.0736
 30/6/2015 5:17:10 PM,,,,,292.1559,,,313.1505
 30/6/2015 5:17:11 PM,,,,,292.1559,,,313.4068
 30/6/2015 5:17:12 PM,,,,,292.1559,,,313.4325
 30/6/2015 5:17:13 PM,,,,,292.0533,,,313.4325
 30/6/2015 5:17:14 PM,,,,,292.0533,,,313.4325
 30/6/2015 5:17:15 PM,,,,,292.0533,,,313.4325
 30/6/2015 5:17:16 PM,,,,,292.0533,,,313.4325
 30/6/2015 5:17:17 PM,,,,,292.0533,,,313.4325
 30/6/2015 5:17:18 PM,,,,,292.0533,,,313.4325
 30/6/2015 5:17:19 PM,,,,,291.9251,,,313.4325
 30/6/2015 5:17:20 PM,,,,,291.9251,,,313.4325
 30/6/2015 5:17:21 PM,,,,,291.9251,,,313.4325
 30/6/2015 5:17:22 PM,,,,,291.8995,,,313.4325
 30/6/2015 5:17:23 PM,,,,,291.8995,,,313.5606
 30/6/2015 5:17:24 PM,,,,,291.8995,,,313.5606
 30/6/2015 5:17:25 PM,,,,,291.8995,,,313.5606
 30/6/2015 5:17:26 PM,,,,,291.8995,,,313.5606
 30/6/2015 5:17:27 PM,,,,,291.8995,,,313.5606
 30/6/2015 5:17:28 PM,,,,,291.8995,,,313.5606
 30/6/2015 5:17:29 PM,,,,,291.8995,,,313.5606
 30/6/2015 5:17:30 PM,,,,,291.8995,,,313.5606
 30/6/2015 5:17:31 PM,,,,,291.8995,,,313.5606
 30/6/2015 5:17:32 PM,,,,,291.8995,,,313.5606
 30/6/2015 5:17:33 PM,,,,,291.8995,,,313.5606
 30/6/2015 5:17:34 PM,,,,,291.8995,,,313.5606
 30/6/2015 5:17:35 PM,,,,,291.8995,,,313.5606
 30/6/2015 5:17:36 PM,,,,,291.8995,,,313.5606
 30/6/2015 5:17:37 PM,,,,,291.8995,,,313.5606
 30/6/2015 5:17:38 PM,,,,,291.8995,,,313.5606
 30/6/2015 5:17:39 PM,,,,,291.8995,,,313.5606
 30/6/2015 5:17:40 PM,,,,,291.8995,,,313.5606
 30/6/2015 5:17:41 PM,,,,,291.8995,,,313.4068
 30/6/2015 5:17:42 PM,,,,,291.8995,,,313.4068
 30/6/2015 5:17:43 PM,,,,,291.8995,,,313.3043
 30/6/2015 5:17:44 PM,,,,,291.8995,,,313.3043
 30/6/2015 5:17:45 PM,,,,,291.8995,,,313.3043
 30/6/2015 5:17:46 PM,,,,,291.7713,,,313.3043
 30/6/2015 5:17:47 PM,,,,,291.6175,,,313.1505
 30/6/2015 5:17:48 PM,,,,,291.6175,,,313.0223
 30/6/2015 5:17:49 PM,,,,,291.6175,,,313.0223
 30/6/2015 5:17:50 PM,,,,,291.6175,,,313.0223
 30/6/2015 5:17:51 PM,,,,,291.6175,,,313.0223
 30/6/2015 5:17:52 PM,,,,,291.6175,,,313.0223
 30/6/2015 5:17:53 PM,,,,,291.797,,,313.0223
 30/6/2015 5:17:54 PM,,,,,291.797,,,313.0223
 30/6/2015 5:17:55 PM,,,,,291.797,,,313.0223
 30/6/2015 5:17:56 PM,,,,,291.797,,,313.0223
 30/6/2015 5:17:57 PM,,,,,291.797,,,312.9198
 30/6/2015 5:17:58 PM,,,,,291.797,,,312.9198
 30/6/2015 5:17:59 PM,,,,,291.797,,,312.9198
 30/6/2015 5:18:00 PM,,,,,291.797,,,312.9198
 30/6/2015 5:18:01 PM,,,,,291.797,,,312.9198
 30/6/2015 5:18:02 PM,,,,,291.797,,,312.9198
 30/6/2015 5:18:03 PM,,,,,291.797,,,312.9198
 30/6/2015 5:18:04 PM,,,,,291.797,,,312.9198
 30/6/2015 5:18:05 PM,,,,,291.797,,,312.9198
 30/6/2015 5:18:06 PM,,,,,291.797,,,312.9198
 30/6/2015 5:18:07 PM,,,,,291.7713,,,312.9198
 30/6/2015 5:18:08 PM,,,,,291.6175,,,312.9198
 30/6/2015 5:18:09 PM,,,,,291.6175,,,312.9198
 30/6/2015 5:18:10 PM,,,,,291.6175,,,312.9198
 30/6/2015 5:18:11 PM,,,,,291.6175,,,312.9198
 30/6/2015 5:18:12 PM,,,,,291.6175,,,312.9198
 30/6/2015 5:18:13 PM,,,,,291.6175,,,312.9198
 30/6/2015 5:18:14 PM,,,,,291.6175,,,312.7916
 30/6/2015 5:18:15 PM,,,,,291.5406,,,312.7916
 30/6/2015 5:18:16 PM,,,,,291.5406,,,312.7403
 30/6/2015 5:18:17 PM,,,,,291.5406,,,312.7403
 30/6/2015 5:18:18 PM,,,,,291.5406,,,312.7403
 30/6/2015 5:18:19 PM,,,,,291.4893,,,312.4327
 30/6/2015 5:18:20 PM,,,,,291.4893,,,312.4071
 30/6/2015 5:18:21 PM,,,,,291.4893,,,312.4071
 30/6/2015 5:18:22 PM,,,,,291.4893,,,312.4071
 30/6/2015 5:18:23 PM,,,,,291.4893,,,312.4071
 30/6/2015 5:18:24 PM,,,,,291.4893,,,312.4071
 30/6/2015 5:18:25 PM,,,,,291.4893,,,312.2276
 30/6/2015 5:18:26 PM,,,,,291.4893,,,312.2276
 30/6/2015 5:18:27 PM,,,,,291.4893,,,312.2276
 30/6/2015 5:18:28 PM,,,,,291.5663,,,311.9713
 30/6/2015 5:18:29 PM,,,,,291.5663,,,311.9713
 30/6/2015 5:18:30 PM,,,,,291.6432,,,311.9713
 30/6/2015 5:18:31 PM,,,,,291.6432,,,311.9713
 30/6/2015 5:18:32 PM,,,,,291.6432,,,311.9713
 30/6/2015 5:18:33 PM,,,,,291.6432,,,311.9713
 30/6/2015 5:18:34 PM,,,,,291.6432,,,311.9713
 30/6/2015 5:18:35 PM,,,,,291.6432,,,311.9713
 30/6/2015 5:18:36 PM,,,,,291.6432,,,311.9713
 30/6/2015 5:18:37 PM,,,,,291.6432,,,311.7662
 30/6/2015 5:18:38 PM,,,,,291.6432,,,311.7662
 30/6/2015 5:18:39 PM,,,,,291.6432,,,311.7662
 30/6/2015 5:18:40 PM,,,,,291.6432,,,311.7662
 30/6/2015 5:18:41 PM,,,,,291.6432,,,311.7662
 30/6/2015 5:18:42 PM,,,,,291.6432,,,311.7662
 30/6/2015 5:18:43 PM,,,,,291.6432,,,311.7662
 30/6/2015 5:18:44 PM,,,,,291.6432,,,311.7662
 30/6/2015 5:18:45 PM,,,,,291.6432,,,311.92
 30/6/2015 5:18:46 PM,,,,,291.6432,,,311.92
 30/6/2015 5:18:47 PM,,,,,291.6432,,,312.0482
 30/6/2015 5:18:48 PM,,,,,291.6432,,,312.1507
 30/6/2015 5:18:49 PM,,,,,291.6432,,,312.1507
 30/6/2015 5:18:50 PM,,,,,291.6432,,,312.2276
 30/6/2015 5:18:51 PM,,,,,291.6432,,,312.2276
 30/6/2015 5:18:52 PM,,,,,291.6432,,,312.2276
 30/6/2015 5:18:53 PM,,,,,291.6432,,,312.2276
 30/6/2015 5:18:54 PM,,,,,291.6432,,,312.2276
 30/6/2015 5:18:55 PM,,,,,291.5663,,,312.4071
 30/6/2015 5:18:56 PM,,,,,291.5663,,,312.4327
 30/6/2015 5:18:57 PM,,,,,291.5663,,,312.4327
 30/6/2015 5:18:58 PM,,,,,291.5663,,,312.4327
 30/6/2015 5:18:59 PM,,,,,291.5663,,,312.4327
 30/6/2015 5:19:00 PM,,,,,291.5663,,,312.4071
 30/6/2015 5:19:01 PM,,,,,291.5663,,,312.2789
 30/6/2015 5:19:02 PM,,,,,291.5663,,,312.2789
 30/6/2015 5:19:03 PM,,,,,291.5663,,,312.2789
 30/6/2015 5:19:04 PM,,,,,291.5663,,,312.2789
 30/6/2015 5:19:05 PM,,,,,291.5663,,,311.9969
 30/6/2015 5:19:06 PM,,,,,291.5663,,,311.9969
 30/6/2015 5:19:07 PM,,,,,291.5663,,,311.7406
 30/6/2015 5:19:08 PM,,,,,291.5663,,,311.7406
 30/6/2015 5:19:09 PM,,,,,291.5663,,,311.7406
 30/6/2015 5:19:10 PM,,,,,291.5663,,,311.7406
 30/6/2015 5:19:11 PM,,,,,291.5663,,,311.7406
 30/6/2015 5:19:12 PM,,,,,291.5663,,,311.5868
 30/6/2015 5:19:13 PM,,,,,291.5663,,,311.5868
 30/6/2015 5:19:14 PM,,,,,291.5663,,,311.5868
 30/6/2015 5:19:15 PM,,,,,291.3868,,,311.5868
 30/6/2015 5:19:16 PM,,,,,291.3868,,,311.5868
 30/6/2015 5:19:17 PM,,,,,291.3868,,,311.4842
 30/6/2015 5:19:18 PM,,,,,291.3868,,,311.356
 30/6/2015 5:19:19 PM,,,,,291.3868,,,311.2023
 30/6/2015 5:19:20 PM,,,,,291.3868,,,311.2023
 30/6/2015 5:19:21 PM,,,,,291.3868,,,311.2023
 30/6/2015 5:19:22 PM,,,,,291.3868,,,311.2023
 30/6/2015 5:19:23 PM,,,,,291.3868,,,311.2023
 30/6/2015 5:19:24 PM,,,,,291.5406,,,311.2023
 30/6/2015 5:19:25 PM,,,,,291.5406,,,310.8434
 30/6/2015 5:19:26 PM,,,,,291.5406,,,310.8434
 30/6/2015 5:19:27 PM,,,,,291.5406,,,310.8434
 30/6/2015 5:19:28 PM,,,,,291.5406,,,310.8434
 30/6/2015 5:19:29 PM,,,,,291.5406,,,310.8434
 30/6/2015 5:19:30 PM,,,,,291.5406,,,310.8434
 30/6/2015 5:19:31 PM,,,,,291.7457,,,310.8434
 30/6/2015 5:19:32 PM,,,,,291.7457,,,310.5101
 30/6/2015 5:19:33 PM,,,,,291.7457,,,310.5101
 30/6/2015 5:19:34 PM,,,,,291.7457,,,310.5101
 30/6/2015 5:19:35 PM,,,,,291.7457,,,310.5101
 30/6/2015 5:19:36 PM,,,,,291.7457,,,310.5101
 30/6/2015 5:19:37 PM,,,,,291.7457,,,310.5101
 30/6/2015 5:19:38 PM,,,,,291.7457,,,310.5101
 30/6/2015 5:19:39 PM,,,,,291.7457,,,310.4332
 30/6/2015 5:19:40 PM,,,,,291.7457,,,310.3307
 30/6/2015 5:19:41 PM,,,,,291.7457,,,310.3307
 30/6/2015 5:19:42 PM,,,,,291.797,,,310.3307
 30/6/2015 5:19:43 PM,,,,,292.0277,,,310.3307
 30/6/2015 5:19:44 PM,,,,,292.0277,,,310.3307
 30/6/2015 5:19:45 PM,,,,,292.1815,,,310.3307
 30/6/2015 5:19:46 PM,,,,,292.284,,,310.3307
 30/6/2015 5:19:47 PM,,,,,292.3866,,,310.3307
 30/6/2015 5:19:48 PM,,,,,292.5147,,,310.3307
 30/6/2015 5:19:49 PM,,,,,292.5147,,,310.3307
 30/6/2015 5:19:50 PM,,,,,292.5147,,,310.3307
 30/6/2015 5:19:51 PM,,,,,292.5147,,,310.3307
 30/6/2015 5:19:52 PM,,,,,292.5147,,,310.3307
 30/6/2015 5:19:53 PM,,,,,292.848,,,310.1769
 30/6/2015 5:19:54 PM,,,,,292.848,,,310.1
 30/6/2015 5:19:55 PM,,,,,292.848,,,309.8436
 30/6/2015 5:19:56 PM,,,,,292.848,,,309.8436
 30/6/2015 5:19:57 PM,,,,,292.848,,,309.8436
 30/6/2015 5:19:58 PM,,,,,293.1556,,,309.8436
 30/6/2015 5:19:59 PM,,,,,293.1556,,,309.8436
 30/6/2015 5:20:00 PM,,,,,293.1556,,,309.8436
 30/6/2015 5:20:01 PM,,,,,293.1556,,,309.8436
 30/6/2015 5:20:02 PM,,,,,293.1556,,,309.5873
 30/6/2015 5:20:03 PM,,,,,293.2069,,,309.5873
 30/6/2015 5:20:04 PM,,,,,293.5401,,,309.3566
 30/6/2015 5:20:05 PM,,,,,293.5401,,,309.3566
 30/6/2015 5:20:06 PM,,,,,293.5401,,,309.3566
 30/6/2015 5:20:07 PM,,,,,293.5401,,,309.3566
 30/6/2015 5:20:08 PM,,,,,293.8221,,,309.3566
 30/6/2015 5:20:09 PM,,,,,293.8221,,,309.3566
 30/6/2015 5:20:10 PM,,,,,293.9503,,,309.2797
 30/6/2015 5:20:11 PM,,,,,294.0784,,,309.2797
 30/6/2015 5:20:12 PM,,,,,294.3091,,,308.972
 30/6/2015 5:20:13 PM,,,,,294.5399,,,308.972
 30/6/2015 5:20:14 PM,,,,,294.5399,,,308.972
 30/6/2015 5:20:15 PM,,,,,294.5399,,,308.972
 30/6/2015 5:20:16 PM,,,,,294.7449,,,308.972
 30/6/2015 5:20:17 PM,,,,,294.95,,,308.972
 30/6/2015 5:20:18 PM,,,,,295.0013,,,308.972
 30/6/2015 5:20:19 PM,,,,,295.0013,,,308.972
 30/6/2015 5:20:20 PM,,,,,295.1295,,,308.972
 30/6/2015 5:20:21 PM,,,,,295.1295,,,308.972
 30/6/2015 5:20:22 PM,,,,,295.1295,,,308.972
 30/6/2015 5:20:23 PM,,,,,295.3089,,,308.972
 30/6/2015 5:20:24 PM,,,,,295.3089,,,308.767
 30/6/2015 5:20:25 PM,,,,,295.3089,,,308.767
 30/6/2015 5:20:26 PM,,,,,295.3089,,,308.767
 30/6/2015 5:20:27 PM,,,,,295.3089,,,308.767
 30/6/2015 5:20:28 PM,,,,,295.3089,,,308.767
 30/6/2015 5:20:29 PM,,,,,295.3089,,,308.767
 30/6/2015 5:20:30 PM,,,,,295.1807,,,308.767
 30/6/2015 5:20:31 PM,,,,,295.1807,,,308.767
 30/6/2015 5:20:32 PM,,,,,295.1807,,,308.767
 30/6/2015 5:20:33 PM,,,,,295.1807,,,308.767
 30/6/2015 5:20:34 PM,,,,,295.1807,,,308.767
 30/6/2015 5:20:35 PM,,,,,295.1807,,,308.767
 30/6/2015 5:20:36 PM,,,,,295.1807,,,308.767
 30/6/2015 5:20:37 PM,,,,,295.1807,,,308.767
 30/6/2015 5:20:38 PM,,,,,295.1807,,,308.767
 30/6/2015 5:20:39 PM,,,,,295.4627,,,308.767
 30/6/2015 5:20:40 PM,,,,,295.4627,,,308.767
 30/6/2015 5:20:41 PM,,,,,295.4627,,,308.767
 30/6/2015 5:20:42 PM,,,,,295.6165,,,308.767
 30/6/2015 5:20:43 PM,,,,,295.6165,,,308.5876
 30/6/2015 5:20:44 PM,,,,,295.9754,,,308.5876
 30/6/2015 5:20:45 PM,,,,,296.2318,,,308.5876
 30/6/2015 5:20:46 PM,,,,,296.3855,,,308.5876
 30/6/2015 5:20:47 PM,,,,,296.5906,,,308.5876
 30/6/2015 5:20:48 PM,,,,,296.6419,,,308.2543
 30/6/2015 5:20:49 PM,,,,,296.8726,,,308.2543
 30/6/2015 5:20:50 PM,,,,,296.9751,,,308.2543
 30/6/2015 5:20:51 PM,,,,,297.1802,,,308.2543
 30/6/2015 5:20:52 PM,,,,,297.2315,,,308.1518
 30/6/2015 5:20:53 PM,,,,,297.3084,,,307.8698
 30/6/2015 5:20:54 PM,,,,,297.3084,,,307.8698
 30/6/2015 5:20:55 PM,,,,,297.4366,,,307.8698
 30/6/2015 5:20:56 PM,,,,,297.4878,,,307.8698
 30/6/2015 5:20:57 PM,,,,,297.7954,,,307.8698
 30/6/2015 5:20:58 PM,,,,,297.8723,,,307.8698
 30/6/2015 5:20:59 PM,,,,,297.8723,,,307.5109
 30/6/2015 5:21:00 PM,,,,,297.8723,,,307.434
 30/6/2015 5:21:01 PM,,,,,297.9236,,,307.4853
 30/6/2015 5:21:02 PM,,,,,297.9236,,,307.5365
 30/6/2015 5:21:03 PM,,,,,297.9236,,,307.5365
 30/6/2015 5:21:04 PM,,,,,298.0774,,,307.5365
 30/6/2015 5:21:05 PM,,,,,298.0774,,,307.5365
 30/6/2015 5:21:06 PM,,,,,298.0774,,,307.5365
 30/6/2015 5:21:07 PM,,,,,298.0774,,,307.5365
 30/6/2015 5:21:08 PM,,,,,298.0774,,,307.5365
 30/6/2015 5:21:09 PM,,,,,298.0774,,,307.5365
 30/6/2015 5:21:10 PM,,,,,298.4619,,,307.5365
 30/6/2015 5:21:11 PM,,,,,298.4619,,,307.5365
 30/6/2015 5:21:12 PM,,,,,298.4619,,,307.3827
 30/6/2015 5:21:13 PM,,,,,298.4619,,,307.2802
 30/6/2015 5:21:14 PM,,,,,298.4619,,,307.2802
 30/6/2015 5:21:15 PM,,,,,298.6927,,,307.2802
 30/6/2015 5:21:16 PM,,,,,298.7183,,,307.2802
 30/6/2015 5:21:17 PM,,,,,298.7183,,,307.2802
 30/6/2015 5:21:18 PM,,,,,298.7183,,,307.2802
 30/6/2015 5:21:19 PM,,,,,299.0515,,,307.2802
 30/6/2015 5:21:20 PM,,,,,299.1028,,,307.2802
 30/6/2015 5:21:21 PM,,,,,299.1028,,,307.2545
 30/6/2015 5:21:22 PM,,,,,299.1028,,,307.1776
 30/6/2015 5:21:23 PM,,,,,299.1028,,,307.1776
 30/6/2015 5:21:24 PM,,,,,299.1028,,,307.1776
 30/6/2015 5:21:25 PM,,,,,299.1028,,,307.1776
 30/6/2015 5:21:26 PM,,,,,299.1028,,,307.1776
 30/6/2015 5:21:27 PM,,,,,299.1028,,,307.1776
 30/6/2015 5:21:28 PM,,,,,299.1028,,,307.1007
 30/6/2015 5:21:29 PM,,,,,299.1028,,,307.1007
 30/6/2015 5:21:30 PM,,,,,299.1028,,,307.1007
 30/6/2015 5:21:31 PM,,,,,299.1028,,,307.1007
 30/6/2015 5:21:32 PM,,,,,299.1028,,,307.1007
 30/6/2015 5:21:33 PM,,,,,299.1028,,,307.1007
 30/6/2015 5:21:34 PM,,,,,299.1028,,,306.9213
 30/6/2015 5:21:35 PM,,,,,299.1028,,,306.9213
 30/6/2015 5:21:36 PM,,,,,299.1028,,,306.9213
 30/6/2015 5:21:37 PM,,,,,299.1797,,,306.9213
 30/6/2015 5:21:38 PM,,,,,299.2053,,,306.9213
 30/6/2015 5:21:39 PM,,,,,299.4617,,,306.7931
 30/6/2015 5:21:40 PM,,,,,299.4617,,,306.7931
 30/6/2015 5:21:41 PM,,,,,299.4617,,,306.7931
 30/6/2015 5:21:42 PM,,,,,299.4617,,,306.7162
 30/6/2015 5:21:43 PM,,,,,299.4617,,,306.7162
 30/6/2015 5:21:44 PM,,,,,299.4617,,,306.7162
 30/6/2015 5:21:45 PM,,,,,299.4617,,,306.588
 30/6/2015 5:21:46 PM,,,,,299.4617,,,306.588
 30/6/2015 5:21:47 PM,,,,,299.4617,,,306.588
 30/6/2015 5:21:48 PM,,,,,299.4617,,,306.4855
 30/6/2015 5:21:49 PM,,,,,299.4617,,,306.4855
 30/6/2015 5:21:50 PM,,,,,299.4617,,,306.4855
 30/6/2015 5:21:51 PM,,,,,299.4617,,,306.2036
 30/6/2015 5:21:52 PM,,,,,299.4617,,,306.2036
 30/6/2015 5:21:53 PM,,,,,299.4617,,,306.2036
 30/6/2015 5:21:54 PM,,,,,298.9746,,,306.2036
 30/6/2015 5:21:55 PM,,,,,298.9746,,,306.2036
 30/6/2015 5:21:56 PM,,,,,298.9746,,,306.2036
 30/6/2015 5:21:57 PM,,,,,298.9746,,,306.2036
 30/6/2015 5:21:58 PM,,,,,298.9746,,,306.1266
 30/6/2015 5:21:59 PM,,,,,298.9746,,,306.1266
 30/6/2015 5:22:00 PM,,,,,298.9746,,,305.8703
 30/6/2015 5:22:01 PM,,,,,298.9746,,,305.8703
 30/6/2015 5:22:02 PM,,,,,298.5645,,,305.8703
 30/6/2015 5:22:03 PM,,,,,298.5645,,,305.8703
 30/6/2015 5:22:04 PM,,,,,298.5645,,,305.8703
