 Value, Timestamp,,,,,,P501,FIT502 flow rare,gallons/hour,gallons/m,totalising output rate
1, 21/8/2015 2:16:59 PM,,,,,200,2,1.173946,310.1213148,5.16868858,0
1, 21/8/2015 2:17:00 PM,,,,,200,2,1.173946,310.1213148,5.16868858,1.173946
1, 21/8/2015 2:17:01 PM,,,,,200,2,1.182785,312.4563135,5.207605224,2.347892
1, 21/8/2015 2:17:02 PM,,,,,200,2,1.183553,312.659196,5.2109866,3.530677
1, 21/8/2015 2:17:03 PM,,,,,200,2,1.177661,311.1027064,5.185045106,4.71423
1, 21/8/2015 2:17:04 PM,,,,,200,2,1.178302,311.2720393,5.187867322,5.891891
1, 21/8/2015 2:17:05 PM,,,,,200,2,1.164852,307.7189528,5.128649214,7.070193
1, 21/8/2015 2:17:06 PM,,,,,200,2,1.162931,307.2114823,5.120191371,8.235045
1, 21/8/2015 2:17:07 PM,,,,,200,2,1.162931,307.2114823,5.120191371,9.397976
1, 21/8/2015 2:17:08 PM,,,,,200,2,1.167798,308.4971977,5.141619961,10.560907
1, 21/8/2015 2:17:09 PM,,,,,200,2,1.174075,310.1553928,5.169256546,11.728705
1, 21/8/2015 2:17:10 PM,,,,,200,2,1.174075,310.1553928,5.169256546,12.90278
1, 21/8/2015 2:17:11 PM,,,,,200,2,1.174075,310.1553928,5.169256546,14.076855
1, 21/8/2015 2:17:12 PM,,,,,200,2,1.165877,307.9897271,5.133162118,15.25093
1, 21/8/2015 2:17:13 PM,,,,,200,2,1.164212,307.549884,5.125831401,16.416807
1, 21/8/2015 2:17:14 PM,,,,,200,2,1.164212,307.549884,5.125831401,17.581019
1, 21/8/2015 2:17:15 PM,,,,,200,2,1.173178,309.9184323,5.165307204,18.745231
1, 21/8/2015 2:17:16 PM,,,,,200,2,1.182272,312.3207942,5.205346571,19.918409
1, 21/8/2015 2:17:17 PM,,,,,200,2,1.183553,312.659196,5.2109866,21.100681
1, 21/8/2015 2:17:18 PM,,,,,200,2,1.183553,312.659196,5.2109866,22.284234
1, 21/8/2015 2:17:19 PM,,,,,200,2,1.183553,312.659196,5.2109866,23.467787
1, 21/8/2015 2:17:20 PM,,,,,200,2,1.173946,310.1213148,5.16868858,24.65134
1, 21/8/2015 2:17:21 PM,,,,,200,2,1.173946,310.1213148,5.16868858,25.825286
1, 21/8/2015 2:17:22 PM,,,,,200,2,1.182528,312.3884218,5.206473696,26.999232
1, 21/8/2015 2:17:23 PM,,,,,200,2,1.1938,315.366146,5.256102433,28.18176
1, 21/8/2015 2:17:24 PM,,,,,200,2,1.194057,315.4340377,5.257233962,29.37556
1, 21/8/2015 2:17:25 PM,,,,,200,2,1.194057,315.4340377,5.257233962,30.569617
1, 21/8/2015 2:17:26 PM,,,,,200,2,1.186756,313.5053325,5.225088875,31.763674
1, 21/8/2015 2:17:27 PM,,,,,200,2,1.183809,312.7268235,5.212113726,32.95043
1, 21/8/2015 2:17:28 PM,,,,,200,2,1.173818,310.0875011,5.168125018,34.134239
1, 21/8/2015 2:17:29 PM,,,,,200,2,1.173562,310.0198735,5.166997892,35.308057
1, 21/8/2015 2:17:30 PM,,,,,200,2,1.173562,310.0198735,5.166997892,36.481619
1, 21/8/2015 2:17:31 PM,,,,,200,2,1.16434,307.5836978,5.126394963,37.655181
1, 21/8/2015 2:17:32 PM,,,,,200,2,1.16767,308.4633839,5.141056398,38.819521
1, 21/8/2015 2:17:33 PM,,,,,200,2,1.16767,308.4633839,5.141056398,39.987191
1, 21/8/2015 2:17:34 PM,,,,,200,2,1.173178,309.9184323,5.165307204,41.154861
1, 21/8/2015 2:17:35 PM,,,,,200,2,1.192135,314.926303,5.248771716,42.328039
1, 21/8/2015 2:17:36 PM,,,,,200,2,1.212245,320.2387617,5.337312694,43.520174
1, 21/8/2015 2:17:37 PM,,,,,200,2,1.223774,323.2843776,5.38807296,44.732419
1, 21/8/2015 2:17:38 PM,,,,,200,2,1.207122,318.8854187,5.314756979,45.956193
1, 21/8/2015 2:17:39 PM,,,,,200,2,1.18983,314.3173911,5.238623185,47.163315
1, 21/8/2015 2:17:40 PM,,,,,200,2,1.165621,307.9220996,5.132034993,48.353145
1, 21/8/2015 2:17:41 PM,,,,,200,2,1.157423,305.7564339,5.095940565,49.518766
1, 21/8/2015 2:17:42 PM,,,,,200,2,1.162931,307.2114823,5.120191371,50.676189
1, 21/8/2015 2:17:43 PM,,,,,200,2,1.169719,309.0046682,5.150077804,51.83912
1, 21/8/2015 2:17:44 PM,,,,,200,2,1.183041,312.523941,5.20873235,53.008839
1, 21/8/2015 2:17:45 PM,,,,,200,2,1.183553,312.659196,5.2109866,54.19188
1, 21/8/2015 2:17:46 PM,,,,,200,2,1.174587,310.2906478,5.171510797,55.375433
1, 21/8/2015 2:17:47 PM,,,,,200,2,1.173946,310.1213148,5.16868858,56.55002
1, 21/8/2015 2:17:48 PM,,,,,200,2,1.166773,308.2264234,5.137107057,57.723966
1, 21/8/2015 2:17:49 PM,,,,,200,2,1.16434,307.5836978,5.126394963,58.890739
1, 21/8/2015 2:17:50 PM,,,,,200,2,1.179711,311.6442549,5.194070915,60.055079
1, 21/8/2015 2:17:51 PM,,,,,200,2,1.179711,311.6442549,5.194070915,61.23479
1, 21/8/2015 2:17:52 PM,,,,,200,2,1.183041,312.523941,5.20873235,62.414501
1, 21/8/2015 2:17:53 PM,,,,,200,2,1.193288,315.230891,5.253848183,63.597542
1, 21/8/2015 2:17:54 PM,,,,,200,2,1.202639,317.7011446,5.295019077,64.79083
1, 21/8/2015 2:17:55 PM,,,,,200,2,1.196875,316.1784688,5.269641146,65.993469
1, 21/8/2015 2:17:56 PM,,,,,200,2,1.203407,317.9040272,5.298400453,67.190344
1, 21/8/2015 2:17:57 PM,,,,,200,2,1.203407,317.9040272,5.298400453,68.393751
1, 21/8/2015 2:17:58 PM,,,,,200,2,1.193929,315.4002239,5.256670399,69.597158
1, 21/8/2015 2:17:59 PM,,,,,200,2,1.193032,315.1632634,5.252721057,70.791087
1, 21/8/2015 2:18:00 PM,,,,,200,2,1.193032,315.1632634,5.252721057,71.984119
1, 21/8/2015 2:18:01 PM,,,,,200,2,1.193032,315.1632634,5.252721057,73.177151
1, 21/8/2015 2:18:02 PM,,,,,200,2,1.193032,315.1632634,5.252721057,74.370183
1, 21/8/2015 2:18:03 PM,,,,,200,2,1.187012,313.57296,5.226216001,75.563215
1, 21/8/2015 2:18:04 PM,,,,,200,2,1.183041,312.523941,5.20873235,76.750227
1, 21/8/2015 2:18:05 PM,,,,,200,2,1.183041,312.523941,5.20873235,77.933268
1, 21/8/2015 2:18:06 PM,,,,,200,2,1.183041,312.523941,5.20873235,79.116309
1, 21/8/2015 2:18:07 PM,,,,,200,2,1.183041,312.523941,5.20873235,80.29935
1, 21/8/2015 2:18:08 PM,,,,,200,2,1.183041,312.523941,5.20873235,81.482391
1, 21/8/2015 2:18:09 PM,,,,,200,2,1.183041,312.523941,5.20873235,82.665432
1, 21/8/2015 2:18:10 PM,,,,,200,2,1.183041,312.523941,5.20873235,83.848473
1, 21/8/2015 2:18:11 PM,,,,,200,2,1.19252,315.0280084,5.250466807,85.031514
1, 21/8/2015 2:18:12 PM,,,,,200,2,1.189317,314.1818719,5.236364532,86.224034
1, 21/8/2015 2:18:13 PM,,,,,200,2,1.184066,312.7947152,5.213245254,87.413351
1, 21/8/2015 2:18:14 PM,,,,,200,2,1.165749,307.9559133,5.132598556,88.597417
1, 21/8/2015 2:18:15 PM,,,,,200,2,1.146407,302.8463372,5.047438953,89.763166
1, 21/8/2015 2:18:16 PM,,,,,200,2,1.142821,301.8990236,5.031650393,90.909573
1, 21/8/2015 2:18:17 PM,,,,,200,2,1.150122,303.8277287,5.063795479,92.052394
1, 21/8/2015 2:18:18 PM,,,,,200,2,1.170616,309.2416287,5.154027145,93.202516
1, 21/8/2015 2:18:19 PM,,,,,200,2,1.183169,312.5577547,5.209295912,94.373132
1, 21/8/2015 2:18:20 PM,,,,,200,2,1.184066,312.7947152,5.213245254,95.556301
1, 21/8/2015 2:18:21 PM,,,,,200,2,1.180991,311.9823925,5.199706541,96.740367
1, 21/8/2015 2:18:22 PM,,,,,200,2,1.163315,307.3129236,5.121882059,97.921358
1, 21/8/2015 2:18:23 PM,,,,,200,2,1.155245,305.1810717,5.086351194,99.084673
1, 21/8/2015 2:18:24 PM,,,,,200,2,1.154861,305.0796304,5.084660506,100.239918
1, 21/8/2015 2:18:25 PM,,,,,200,2,1.158832,306.1286494,5.102144157,101.394779
1, 21/8/2015 2:18:26 PM,,,,,200,2,1.157935,305.891689,5.098194816,102.553611
1, 21/8/2015 2:18:27 PM,,,,,200,2,1.157935,305.891689,5.098194816,103.711546
1, 21/8/2015 2:18:28 PM,,,,,200,2,1.163699,307.4143648,5.123572747,104.869481
1, 21/8/2015 2:18:29 PM,,,,,200,2,1.163699,307.4143648,5.123572747,106.03318
1, 21/8/2015 2:18:30 PM,,,,,200,2,1.156782,305.5871009,5.093118349,107.196879
1, 21/8/2015 2:18:31 PM,,,,,200,2,1.164468,307.6175116,5.126958526,108.353661
1, 21/8/2015 2:18:32 PM,,,,,200,2,1.182144,312.2869805,5.204783008,109.518129
1, 21/8/2015 2:18:33 PM,,,,,200,2,1.188549,313.9789893,5.232983156,110.700273
1, 21/8/2015 2:18:34 PM,,,,,200,2,1.19316,315.1970772,5.25328462,111.888822
1, 21/8/2015 2:18:35 PM,,,,,200,2,1.18112,312.0164704,5.200274507,113.081982
1, 21/8/2015 2:18:36 PM,,,,,200,2,1.173562,310.0198735,5.166997892,114.263102
1, 21/8/2015 2:18:37 PM,,,,,200,2,1.173562,310.0198735,5.166997892,115.436664
1, 21/8/2015 2:18:38 PM,,,,,200,2,1.173562,310.0198735,5.166997892,116.610226
1, 21/8/2015 2:18:39 PM,,,,,200,2,1.168439,308.6665306,5.144442177,117.783788
1, 21/8/2015 2:18:40 PM,,,,,200,2,1.163187,307.2791098,5.121318497,118.952227
1, 21/8/2015 2:18:41 PM,,,,,200,2,1.163187,307.2791098,5.121318497,120.115414
1, 21/8/2015 2:18:42 PM,,,,,200,2,1.163187,307.2791098,5.121318497,121.278601
1, 21/8/2015 2:18:43 PM,,,,,200,2,1.166517,308.1587959,5.135979932,122.441788
1, 21/8/2015 2:18:44 PM,,,,,200,2,1.173306,309.952246,5.165870767,123.608305
1, 21/8/2015 2:18:45 PM,,,,,200,2,1.183041,312.523941,5.20873235,124.781611
1, 21/8/2015 2:18:46 PM,,,,,200,2,1.183553,312.659196,5.2109866,125.964652
1, 21/8/2015 2:18:47 PM,,,,,200,2,1.179839,311.6780686,5.194634477,127.148205
1, 21/8/2015 2:18:48 PM,,,,,200,2,1.176636,310.8319321,5.180532202,128.328044
1, 21/8/2015 2:18:49 PM,,,,,200,2,1.176636,310.8319321,5.180532202,129.50468
1, 21/8/2015 2:18:50 PM,,,,,200,2,1.183425,312.6253823,5.210423038,130.681316
1, 21/8/2015 2:18:51 PM,,,,,200,2,1.182785,312.4563135,5.207605224,131.864741
1, 21/8/2015 2:18:52 PM,,,,,200,2,1.180223,311.7795099,5.196325165,133.047526
1, 21/8/2015 2:18:53 PM,,,,,200,2,1.180223,311.7795099,5.196325165,134.227749
1, 21/8/2015 2:18:54 PM,,,,,200,2,1.173434,309.9860598,5.16643433,135.407972
1, 21/8/2015 2:18:55 PM,,,,,200,2,1.172794,309.816991,5.163616516,136.581406
1, 21/8/2015 2:18:56 PM,,,,,200,2,1.180991,311.9823925,5.199706541,137.7542
1, 21/8/2015 2:18:57 PM,,,,,200,2,1.183681,312.6930098,5.211550163,138.935191
1, 21/8/2015 2:18:58 PM,,,,,200,2,1.183681,312.6930098,5.211550163,140.118872
1, 21/8/2015 2:18:59 PM,,,,,200,2,1.197643,316.3813513,5.273022522,141.302553
1, 21/8/2015 2:19:00 PM,,,,,200,2,1.177661,311.1027064,5.185045106,142.500196
1, 21/8/2015 2:19:01 PM,,,,,200,2,1.174203,310.1892065,5.169820109,143.677857
1, 21/8/2015 2:19:02 PM,,,,,200,2,1.164596,307.6513253,5.127522089,144.85206
1, 21/8/2015 2:19:03 PM,,,,,200,2,1.163699,307.4143648,5.123572747,146.016656
1, 21/8/2015 2:19:04 PM,,,,,200,2,1.165877,307.9897271,5.133162118,147.180355
1, 21/8/2015 2:19:05 PM,,,,,200,2,1.180991,311.9823925,5.199706541,148.346232
1, 21/8/2015 2:19:06 PM,,,,,200,2,1.183553,312.659196,5.2109866,149.527223
1, 21/8/2015 2:19:07 PM,,,,,200,2,1.183553,312.659196,5.2109866,150.710776
1, 21/8/2015 2:19:08 PM,,,,,200,2,1.172794,309.816991,5.163616516,151.894329
1, 21/8/2015 2:19:09 PM,,,,,200,2,1.163571,307.3805511,5.123009185,153.067123
1, 21/8/2015 2:19:10 PM,,,,,200,2,1.163315,307.3129236,5.121882059,154.230694
1, 21/8/2015 2:19:11 PM,,,,,200,2,1.163315,307.3129236,5.121882059,155.394009
1, 21/8/2015 2:19:12 PM,,,,,200,2,1.170616,309.2416287,5.154027145,156.557324
1, 21/8/2015 2:19:13 PM,,,,,200,2,1.170616,309.2416287,5.154027145,157.72794
1, 21/8/2015 2:19:14 PM,,,,,200,2,1.173818,310.0875011,5.168125018,158.898556
1, 21/8/2015 2:19:15 PM,,,,,200,2,1.165749,307.9559133,5.132598556,160.072374
1, 21/8/2015 2:19:16 PM,,,,,200,2,1.160113,306.4670512,5.107784187,161.238123
1, 21/8/2015 2:19:17 PM,,,,,200,2,1.15358,304.7412286,5.079020477,162.398236
1, 21/8/2015 2:19:18 PM,,,,,200,2,1.153068,304.6059736,5.076766226,163.551816
1, 21/8/2015 2:19:19 PM,,,,,200,2,1.153068,304.6059736,5.076766226,164.704884
1, 21/8/2015 2:19:20 PM,,,,,200,2,1.166517,308.1587959,5.135979932,165.857952
1, 21/8/2015 2:19:21 PM,,,,,200,2,1.173562,310.0198735,5.166997892,167.024469
1, 21/8/2015 2:19:22 PM,,,,,200,2,1.178045,311.2041477,5.186735794,168.198031
1, 21/8/2015 2:19:23 PM,,,,,200,2,1.182785,312.4563135,5.207605224,169.376076
1, 21/8/2015 2:19:24 PM,,,,,200,2,1.177405,311.0350789,5.183917981,170.558861
1, 21/8/2015 2:19:25 PM,,,,,200,2,1.182785,312.4563135,5.207605224,171.736266
1, 21/8/2015 2:19:26 PM,,,,,200,2,1.183681,312.6930098,5.211550163,172.919051
1, 21/8/2015 2:19:27 PM,,,,,200,2,1.174843,310.3582753,5.172637922,174.102732
1, 21/8/2015 2:19:28 PM,,,,,200,2,1.167414,308.3957564,5.139929273,175.277575
1, 21/8/2015 2:19:29 PM,,,,,200,2,1.15358,304.7412286,5.079020477,176.444989
1, 21/8/2015 2:19:30 PM,,,,,200,2,1.15358,304.7412286,5.079020477,177.598569
1, 21/8/2015 2:19:31 PM,,,,,200,2,1.161778,306.9068943,5.115114904,178.752149
1, 21/8/2015 2:19:32 PM,,,,,200,2,1.174843,310.3582753,5.172637922,179.913927
1, 21/8/2015 2:19:33 PM,,,,,200,2,1.182913,312.4901272,5.208168787,181.08877
1, 21/8/2015 2:19:34 PM,,,,,200,2,1.174715,310.3244616,5.172074359,182.271683
1, 21/8/2015 2:19:35 PM,,,,,200,2,1.154349,304.9443753,5.082406256,183.446398
1, 21/8/2015 2:19:36 PM,,,,,200,2,1.153708,304.7750424,5.079584039,184.600747
1, 21/8/2015 2:19:37 PM,,,,,200,2,1.170744,309.2754425,5.154590708,185.754455
1, 21/8/2015 2:19:38 PM,,,,,200,2,1.182913,312.4901272,5.208168787,186.925199
1, 21/8/2015 2:19:39 PM,,,,,200,2,1.192392,314.9941946,5.249903244,188.108112
1, 21/8/2015 2:19:40 PM,,,,,200,2,1.193672,315.3323322,5.255538871,189.300504
1, 21/8/2015 2:19:41 PM,,,,,200,2,1.193416,315.2647047,5.254411745,190.494176
1, 21/8/2015 2:19:42 PM,,,,,200,2,1.183425,312.6253823,5.210423038,191.687592
1, 21/8/2015 2:19:43 PM,,,,,200,2,1.174459,310.256834,5.170947234,192.871017
1, 21/8/2015 2:19:44 PM,,,,,200,2,1.159729,306.3656099,5.106093499,194.045476
1, 21/8/2015 2:19:45 PM,,,,,200,2,1.154989,305.1134441,5.085224069,195.205205
1, 21/8/2015 2:19:46 PM,,,,,200,2,1.163571,307.3805511,5.123009185,196.360194
1, 21/8/2015 2:19:47 PM,,,,,200,2,1.163571,307.3805511,5.123009185,197.523765
1, 21/8/2015 2:19:48 PM,,,,,200,2,1.163571,307.3805511,5.123009185,198.687336
1, 21/8/2015 2:19:49 PM,,,,,200,2,1.178045,311.2041477,5.186735794,199.850907
1, 21/8/2015 2:19:50 PM,,,,,200,2,1.184834,312.9975978,5.21662663,201.028952
1, 21/8/2015 2:19:51 PM,,,,,200,2,1.184834,312.9975978,5.21662663,202.213786
1, 21/8/2015 2:19:52 PM,,,,,200,2,1.192135,314.926303,5.248771716,203.39862
1, 21/8/2015 2:19:53 PM,,,,,200,2,1.186243,313.3698133,5.222830222,204.590755
1, 21/8/2015 2:19:54 PM,,,,,200,2,1.184066,312.7947152,5.213245254,205.776998
1, 21/8/2015 2:19:55 PM,,,,,200,2,1.180607,311.8809512,5.198015853,206.961064
1, 21/8/2015 2:19:56 PM,,,,,200,2,1.173818,310.0875011,5.168125018,208.141671
1, 21/8/2015 2:19:57 PM,,,,,200,2,1.173818,310.0875011,5.168125018,209.315489
1, 21/8/2015 2:19:58 PM,,,,,200,2,1.173818,310.0875011,5.168125018,210.489307
1, 21/8/2015 2:19:59 PM,,,,,200,2,1.173818,310.0875011,5.168125018,211.663125
1, 21/8/2015 2:20:00 PM,,,,,200,2,1.180863,311.9485787,5.199142979,212.836943
1, 21/8/2015 2:20:01 PM,,,,,200,2,1.174715,310.3244616,5.172074359,214.017806
1, 21/8/2015 2:20:02 PM,,,,,200,2,1.172025,309.6138443,5.160230738,215.192521
1, 21/8/2015 2:20:03 PM,,,,,200,2,1.163571,307.3805511,5.123009185,216.364546
1, 21/8/2015 2:20:04 PM,,,,,200,2,1.173818,310.0875011,5.168125018,217.528117
1, 21/8/2015 2:20:05 PM,,,,,200,2,1.173818,310.0875011,5.168125018,218.701935
1, 21/8/2015 2:20:06 PM,,,,,200,2,1.173818,310.0875011,5.168125018,219.875753
1, 21/8/2015 2:20:07 PM,,,,,200,2,1.173818,310.0875011,5.168125018,221.049571
1, 21/8/2015 2:20:08 PM,,,,,200,2,1.173818,310.0875011,5.168125018,222.223389
1, 21/8/2015 2:20:09 PM,,,,,200,2,1.181504,312.1179117,5.201965195,223.397207
1, 21/8/2015 2:20:10 PM,,,,,200,2,1.177149,310.9674513,5.182790856,224.578711
1, 21/8/2015 2:20:11 PM,,,,,200,2,1.173946,310.1213148,5.16868858,225.75586
1, 21/8/2015 2:20:12 PM,,,,,200,2,1.163315,307.3129236,5.121882059,226.929806
1, 21/8/2015 2:20:13 PM,,,,,200,2,1.163315,307.3129236,5.121882059,228.093121
1, 21/8/2015 2:20:14 PM,,,,,200,2,1.182785,312.4563135,5.207605224,229.256436
1, 21/8/2015 2:20:15 PM,,,,,200,2,1.191367,314.7234204,5.24539034,230.439221
1, 21/8/2015 2:20:16 PM,,,,,200,2,1.177661,311.1027064,5.185045106,231.630588
1, 21/8/2015 2:20:17 PM,,,,,200,2,1.16229,307.0421493,5.117369155,232.808249
1, 21/8/2015 2:20:18 PM,,,,,200,2,1.145895,302.7110822,5.045184703,233.970539
1, 21/8/2015 2:20:19 PM,,,,,200,2,1.144358,302.3050529,5.038417548,235.116434
1, 21/8/2015 2:20:20 PM,,,,,200,2,1.161137,306.7375613,5.112292688,236.260792
1, 21/8/2015 2:20:21 PM,,,,,200,2,1.171641,309.512403,5.15854005,237.421929
1, 21/8/2015 2:20:22 PM,,,,,200,2,1.173306,309.952246,5.165870767,238.59357
1, 21/8/2015 2:20:23 PM,,,,,200,2,1.156911,305.6211789,5.093686315,239.766876
1, 21/8/2015 2:20:24 PM,,,,,200,2,1.144614,302.3726804,5.039544673,240.923787
1, 21/8/2015 2:20:25 PM,,,,,200,2,1.143461,302.0680924,5.034468206,242.068401
1, 21/8/2015 2:20:26 PM,,,,,200,2,1.143461,302.0680924,5.034468206,243.211862
1, 21/8/2015 2:20:27 PM,,,,,200,2,1.163571,307.3805511,5.123009185,244.355323
1, 21/8/2015 2:20:28 PM,,,,,200,2,1.180863,311.9485787,5.199142979,245.518894
1, 21/8/2015 2:20:29 PM,,,,,200,2,1.192648,315.0618222,5.251030369,246.699757
1, 21/8/2015 2:20:30 PM,,,,,200,2,1.206481,318.7160858,5.311934763,247.892405
1, 21/8/2015 2:20:31 PM,,,,,200,2,1.212502,320.3066533,5.338444222,249.098886
1, 21/8/2015 2:20:32 PM,,,,,200,2,1.204048,318.0733602,5.301222669,250.311388
1, 21/8/2015 2:20:33 PM,,,,,200,2,1.190726,314.5540874,5.242568124,251.515436
1, 21/8/2015 2:20:34 PM,,,,,200,2,1.18445,312.8961565,5.214935942,252.706162
1, 21/8/2015 2:20:35 PM,,,,,200,2,1.183169,312.5577547,5.209295912,253.890612
1, 21/8/2015 2:20:36 PM,,,,,200,2,1.183169,312.5577547,5.209295912,255.073781
1, 21/8/2015 2:20:37 PM,,,,,200,2,1.183169,312.5577547,5.209295912,256.25695
1, 21/8/2015 2:20:38 PM,,,,,200,2,1.181504,312.1179117,5.201965195,257.440119
1, 21/8/2015 2:20:39 PM,,,,,200,2,1.175099,310.4259028,5.173765047,258.621623
1, 21/8/2015 2:20:40 PM,,,,,200,2,1.182272,312.3207942,5.205346571,259.796722
1, 21/8/2015 2:20:41 PM,,,,,200,2,1.183425,312.6253823,5.210423038,260.978994
1, 21/8/2015 2:20:42 PM,,,,,200,2,1.183425,312.6253823,5.210423038,262.162419
1, 21/8/2015 2:20:43 PM,,,,,200,2,1.175099,310.4259028,5.173765047,263.345844
1, 21/8/2015 2:20:44 PM,,,,,200,2,1.163827,307.4481786,5.12413631,264.520943
1, 21/8/2015 2:20:45 PM,,,,,200,2,1.169719,309.0046682,5.150077804,265.68477
1, 21/8/2015 2:20:46 PM,,,,,200,2,1.173818,310.0875011,5.168125018,266.854489
1, 21/8/2015 2:20:47 PM,,,,,200,2,1.183425,312.6253823,5.210423038,268.028307
1, 21/8/2015 2:20:48 PM,,,,,200,2,1.18445,312.8961565,5.214935942,269.211732
1, 21/8/2015 2:20:49 PM,,,,,200,2,1.176636,310.8319321,5.180532202,270.396182
1, 21/8/2015 2:20:50 PM,,,,,200,2,1.173818,310.0875011,5.168125018,271.572818
1, 21/8/2015 2:20:51 PM,,,,,200,2,1.173818,310.0875011,5.168125018,272.746636
1, 21/8/2015 2:20:52 PM,,,,,200,2,1.173818,310.0875011,5.168125018,273.920454
1, 21/8/2015 2:20:53 PM,,,,,200,2,1.173818,310.0875011,5.168125018,275.094272
1, 21/8/2015 2:20:54 PM,,,,,200,2,1.181248,312.0502842,5.200838069,276.26809
1, 21/8/2015 2:20:55 PM,,,,,200,2,1.172794,309.816991,5.163616516,277.449338
1, 21/8/2015 2:20:56 PM,,,,,200,2,1.163699,307.4143648,5.123572747,278.622132
1, 21/8/2015 2:20:57 PM,,,,,200,2,1.156526,305.5194734,5.091991224,279.785831
1, 21/8/2015 2:20:58 PM,,,,,200,2,1.156014,305.3842184,5.089736973,280.942357
1, 21/8/2015 2:20:59 PM,,,,,200,2,1.172922,309.8508047,5.164180079,282.098371
1, 21/8/2015 2:21:00 PM,,,,,200,2,1.173306,309.952246,5.165870767,283.271293
1, 21/8/2015 2:21:01 PM,,,,,200,2,1.163699,307.4143648,5.123572747,284.444599
1, 21/8/2015 2:21:02 PM,,,,,200,2,1.163059,307.245296,5.120754934,285.608298
1, 21/8/2015 2:21:03 PM,,,,,200,2,1.163059,307.245296,5.120754934,286.771357
1, 21/8/2015 2:21:04 PM,,,,,200,2,1.172281,309.6814718,5.161357863,287.934416
1, 21/8/2015 2:21:05 PM,,,,,200,2,1.174075,310.1553928,5.169256546,289.106697
1, 21/8/2015 2:21:06 PM,,,,,200,2,1.174075,310.1553928,5.169256546,290.280772
1, 21/8/2015 2:21:07 PM,,,,,200,2,1.16434,307.5836978,5.126394963,291.454847
1, 21/8/2015 2:21:08 PM,,,,,200,2,1.163315,307.3129236,5.121882059,292.619187
1, 21/8/2015 2:21:09 PM,,,,,200,2,1.163315,307.3129236,5.121882059,293.782502
1, 21/8/2015 2:21:10 PM,,,,,200,2,1.165108,307.7865804,5.129776339,294.945817
1, 21/8/2015 2:21:11 PM,,,,,200,2,1.16767,308.4633839,5.141056398,296.110925
1, 21/8/2015 2:21:12 PM,,,,,200,2,1.170616,309.2416287,5.154027145,297.278595
1, 21/8/2015 2:21:13 PM,,,,,200,2,1.183169,312.5577547,5.209295912,298.449211
1, 21/8/2015 2:21:14 PM,,,,,200,2,1.184194,312.828529,5.213808816,299.63238
1, 21/8/2015 2:21:15 PM,,,,,200,2,1.184194,312.828529,5.213808816,300.816574
1, 21/8/2015 2:21:16 PM,,,,,200,2,1.18176,312.1855392,5.20309232,302.000768
1, 21/8/2015 2:21:17 PM,,,,,200,2,1.168439,308.6665306,5.144442177,303.182528
1, 21/8/2015 2:21:18 PM,,,,,200,2,1.173434,309.9860598,5.16643433,304.350967
1, 21/8/2015 2:21:19 PM,,,,,200,2,1.173434,309.9860598,5.16643433,305.524401
1, 21/8/2015 2:21:20 PM,,,,,200,2,1.173434,309.9860598,5.16643433,306.697835
1, 21/8/2015 2:21:21 PM,,,,,200,2,1.165621,307.9220996,5.132034993,307.871269
1, 21/8/2015 2:21:22 PM,,,,,200,2,1.161009,306.7037475,5.111729126,309.03689
1, 21/8/2015 2:21:23 PM,,,,,200,2,1.155501,305.2486992,5.08747832,310.197899
1, 21/8/2015 2:21:24 PM,,,,,200,2,1.156526,305.5194734,5.091991224,311.3534
1, 21/8/2015 2:21:25 PM,,,,,200,2,1.173306,309.952246,5.165870767,312.509926
1, 21/8/2015 2:21:26 PM,,,,,200,2,1.173306,309.952246,5.165870767,313.683232
1, 21/8/2015 2:21:27 PM,,,,,200,2,1.183425,312.6253823,5.210423038,314.856538
1, 21/8/2015 2:21:28 PM,,,,,200,2,1.183425,312.6253823,5.210423038,316.039963
1, 21/8/2015 2:21:29 PM,,,,,200,2,1.17574,310.5952358,5.176587263,317.223388
1, 21/8/2015 2:21:30 PM,,,,,200,2,1.173178,309.9184323,5.165307204,318.399128
1, 21/8/2015 2:21:31 PM,,,,,200,2,1.163571,307.3805511,5.123009185,319.572306
1, 21/8/2015 2:21:32 PM,,,,,200,2,1.163571,307.3805511,5.123009185,320.735877
1, 21/8/2015 2:21:33 PM,,,,,200,2,1.171385,309.4447755,5.157412924,321.899448
1, 21/8/2015 2:21:34 PM,,,,,200,2,1.174075,310.1553928,5.169256546,323.070833
1, 21/8/2015 2:21:35 PM,,,,,200,2,1.174075,310.1553928,5.169256546,324.244908
1, 21/8/2015 2:21:36 PM,,,,,200,2,1.174075,310.1553928,5.169256546,325.418983
1, 21/8/2015 2:21:37 PM,,,,,200,2,1.182785,312.4563135,5.207605224,326.593058
1, 21/8/2015 2:21:38 PM,,,,,200,2,1.184706,312.963784,5.216063067,327.775843
1, 21/8/2015 2:21:39 PM,,,,,200,2,1.1938,315.366146,5.256102433,328.960549
1, 21/8/2015 2:21:40 PM,,,,,200,2,1.1938,315.366146,5.256102433,330.154349
1, 21/8/2015 2:21:41 PM,,,,,200,2,1.1938,315.366146,5.256102433,331.348149
1, 21/8/2015 2:21:42 PM,,,,,200,2,1.1938,315.366146,5.256102433,332.541949
1, 21/8/2015 2:21:43 PM,,,,,200,2,1.178045,311.2041477,5.186735794,333.735749
