action step s
- 0 1
rmc50_4 1 4
rmc50_4 2 13
rmc50_4 3 2
rmc50_4 4 1
rmc50_4 5 10
rmc50_4 6 2
rmc50_4 7 1
rmc50_4 8 10
rmc50_4 9 2
rmc50_4 10 1
rmc50_4 11 4
rmc50_4 12 12
rmc50_4 13 2
rmc50_4 14 1
rmc50_4 15 4
rmc50_4 16 6
rmc50_4 17 3
rmc50_4 18 2
rmc50_4 19 1
rmc50_4 20 4
rmc50_4 21 10
rmc50_4 22 4
rmc50_4 23 6
rmc50_4 24 3
rmc50_4 25 2
rmc50_4 26 1
rmc50_4 27 4
rmc50_4 28 6
rmc50_4 29 3
rmc50_4 30 2
rmc50_4 31 1
rmc50_4 32 10
rmc50_4 33 2
rmc50_4 34 1
rmc50_4 35 4
rmc50_4 36 6
rmc50_4 37 3
rmc50_4 38 3
rmc50_4 39 3
rmc50_4 40 5
rmc50_4 41 2
rmc50_4 42 1
rmc50_4 43 4
rmc50_4 44 6
rmc50_4 45 3
rmc50_4 46 2
rmc50_4 47 1
rmc50_4 48 4
rmc50_4 49 6
rmc50_4 50 3
rmc50_4 51 2
rmc50_4 52 1
rmc50_4 53 4
rmc50_4 54 6
rmc50_4 55 3
rmc50_4 56 2
rmc50_4 57 1
rmc50_4 58 6
rmc50_4 59 3
rmc50_4 60 2
rmc50_4 61 1
rmc50_4 62 10
rmc50_4 63 3
rmc50_4 64 2
rmc50_4 65 1
rmc50_4 66 4
rmc50_4 67 13
rmc50_4 68 2
rmc50_4 69 1
rmc50_4 70 4
rmc50_4 71 10
rmc50_4 72 2
rmc50_4 73 1
rmc50_4 74 4
rmc50_4 75 12
rmc50_4 76 2
rmc50_4 77 1
rmc50_4 78 4
rmc50_4 79 10
rmc50_4 80 2
rmc50_4 81 1
rmc50_4 82 4
rmc50_4 83 13
rmc50_4 84 2
rmc50_4 85 1
rmc50_4 86 4
rmc50_4 87 10
rmc50_4 88 3
rmc50_4 89 2
rmc50_4 90 1
rmc50_4 91 4
rmc50_4 92 6
rmc50_4 93 3
rmc50_4 94 2
rmc50_4 95 1
rmc50_4 96 4
rmc50_4 97 12
rmc50_4 98 11
rmc50_4 99 2
rmc50_4 100 1
rmc50_4 101 4
rmc50_4 102 13
rmc50_4 103 2
rmc50_4 104 1
rmc50_4 105 4
rmc50_4 106 10
rmc50_4 107 3
rmc50_4 108 2
rmc50_4 109 1
rmc50_4 110 4
rmc50_4 111 10
rmc50_4 112 2
rmc50_4 113 1
rmc50_4 114 4
rmc50_4 115 6
rmc50_4 116 3
rmc50_4 117 3
rmc50_4 118 2
rmc50_4 119 1
rmc50_4 120 4
rmc50_4 121 10
rmc50_4 122 2
rmc50_4 123 1
rmc50_4 124 4
rmc50_4 125 6
rmc50_4 126 3
rmc50_4 127 2
rmc50_4 128 1
rmc50_4 129 4
rmc50_4 130 13
rmc50_4 131 4
rmc50_4 132 6
rmc50_4 133 3
rmc50_4 134 2
rmc50_4 135 1
rmc50_4 136 4
rmc50_4 137 10
rmc50_4 138 2
rmc50_4 139 1
rmc50_4 140 4
rmc50_4 141 6
rmc50_4 142 3
rmc50_4 143 2
rmc50_4 144 1
rmc50_4 145 6
rmc50_4 146 3
rmc50_4 147 2
rmc50_4 148 1
rmc50_4 149 4
rmc50_4 150 12
rmc50_4 151 12
rmc50_4 152 9
rmc50_4 153 2
rmc50_4 154 1
rmc50_4 155 4
rmc50_4 156 6
rmc50_4 157 3
rmc50_4 158 2
rmc50_4 159 1
rmc50_4 160 4
rmc50_4 161 6
rmc50_4 162 3
rmc50_4 163 3
rmc50_4 164 2
rmc50_4 165 1
rmc50_4 166 6
rmc50_4 167 3
rmc50_4 168 2
rmc50_4 169 1
rmc50_4 170 4
rmc50_4 171 6
rmc50_4 172 3
rmc50_4 173 2
rmc50_4 174 1
rmc50_4 175 4
rmc50_4 176 6
rmc50_4 177 3
rmc50_4 178 2
rmc50_4 179 1
rmc50_4 180 4
rmc50_4 181 13
rmc50_4 182 2
rmc50_4 183 1
rmc50_4 184 4
rmc50_4 185 6
rmc50_4 186 3
rmc50_4 187 3
rmc50_4 188 2
rmc50_4 189 1
rmc50_4 190 4
rmc50_4 191 6
rmc50_4 192 3
rmc50_4 193 2
rmc50_4 194 1
rmc50_4 195 4
rmc50_4 196 10
rmc50_4 197 5
rmc50_4 198 2
rmc50_4 199 1
rmc50_4 200 4
rmc50_4 201 12
rmc50_4 202 3
rmc50_4 203 2
rmc50_4 204 1
rmc50_4 205 6
rmc50_4 206 3
rmc50_4 207 2
rmc50_4 208 1
rmc50_4 209 4
rmc50_4 210 13
rmc50_4 211 2
rmc50_4 212 1
rmc50_4 213 9
rmc50_4 214 2
rmc50_4 215 1
rmc50_4 216 4
rmc50_4 217 12
rmc50_4 218 2
rmc50_4 219 1
rmc50_4 220 4
rmc50_4 221 12
rmc50_4 222 9
rmc50_4 223 1
rmc50_4 224 6
rmc50_4 225 3
rmc50_4 226 2
rmc50_4 227 1
rmc50_4 228 4
rmc50_4 229 13
rmc50_4 230 2
rmc50_4 231 1
rmc50_4 232 10
rmc50_4 233 2
rmc50_4 234 1
rmc50_4 235 4
rmc50_4 236 6
rmc50_4 237 3
rmc50_4 238 2
rmc50_4 239 1
rmc50_4 240 4
rmc50_4 241 6
rmc50_4 242 3
rmc50_4 243 3
rmc50_4 244 2
rmc50_4 245 1
rmc50_4 246 4
rmc50_4 247 10
rmc50_4 248 2
rmc50_4 249 1
rmc50_4 250 4
rmc50_4 251 13
rmc50_4 252 2
rmc50_4 253 1
rmc50_4 254 10
rmc50_4 255 3
rmc50_4 256 2
rmc50_4 257 1
rmc50_4 258 6
rmc50_4 259 3
rmc50_4 260 2
rmc50_4 261 1
rmc50_4 262 4
rmc50_4 263 6
rmc50_4 264 3
rmc50_4 265 2
rmc50_4 266 1
rmc50_4 267 4
rmc50_4 268 6
rmc50_4 269 3
rmc50_4 270 2
rmc50_4 271 1
rmc50_4 272 6
rmc50_4 273 3
rmc50_4 274 2
rmc50_4 275 1
rmc50_4 276 4
rmc50_4 277 12
rmc50_4 278 2
rmc50_4 279 1
rmc50_4 280 10
rmc50_4 281 3
rmc50_4 282 2
rmc50_4 283 1
rmc50_4 284 4
rmc50_4 285 12
rmc50_4 286 2
rmc50_4 287 1
rmc50_4 288 4
rmc50_4 289 13
rmc50_4 290 2
rmc50_4 291 1
rmc50_4 292 4
rmc50_4 293 12
rmc50_4 294 3
rmc50_4 295 3
rmc50_4 296 5
rmc50_4 297 3
rmc50_4 298 3
rmc50_4 299 2
rmc50_4 300 1
rmc50_4 301 4
rmc50_4 302 2
rmc50_4 303 1
rmc50_4 304 6
rmc50_4 305 3
rmc50_4 306 2
rmc50_4 307 1
rmc50_4 308 4
rmc50_4 309 10
rmc50_4 310 2
rmc50_4 311 1
rmc50_4 312 4
rmc50_4 313 14
rmc50_4 314 2
rmc50_4 315 1
rmc50_4 316 4
rmc50_4 317 12
rmc50_4 318 3
rmc50_4 319 2
rmc50_4 320 1
rmc50_4 321 10
rmc50_4 322 2
rmc50_4 323 1
rmc50_4 324 6
rmc50_4 325 3
rmc50_4 326 2
rmc50_4 327 1
rmc50_4 328 4
rmc50_4 329 6
rmc50_4 330 3
rmc50_4 331 2
rmc50_4 332 1
rmc50_4 333 9
rmc50_4 334 1
rmc50_4 335 4
rmc50_4 336 13
rmc50_4 337 2
rmc50_4 338 1
rmc50_4 339 4
rmc50_4 340 14
rmc50_4 341 2
rmc50_4 342 1
rmc50_4 343 4
rmc50_4 344 6
rmc50_4 345 3
rmc50_4 346 2
rmc50_4 347 1
rmc50_4 348 4
rmc50_4 349 6
rmc50_4 350 3
rmc50_4 351 2
rmc50_4 352 1
rmc50_4 353 4
rmc50_4 354 6
rmc50_4 355 3
rmc50_4 356 2
rmc50_4 357 1
rmc50_4 358 4
rmc50_4 359 13
rmc50_4 360 2
rmc50_4 361 1
rmc50_4 362 4
rmc50_4 363 10
rmc50_4 364 2
rmc50_4 365 1
rmc50_4 366 4
rmc50_4 367 2
rmc50_4 368 1
rmc50_4 369 4
rmc50_4 370 10
rmc50_4 371 4
rmc50_4 372 6
rmc50_4 373 3
rmc50_4 374 2
rmc50_4 375 1
rmc50_4 376 4
rmc50_4 377 10
rmc50_4 378 3
rmc50_4 379 2
rmc50_4 380 1
rmc50_4 381 10
rmc50_4 382 2
rmc50_4 383 1
rmc50_4 384 4
rmc50_4 385 12
rmc50_4 386 9
rmc50_4 387 1
rmc50_4 388 4
rmc50_4 389 12
rmc50_4 390 2
rmc50_4 391 1
rmc50_4 392 5
rmc50_4 393 2
rmc50_4 394 1
rmc50_4 395 4
rmc50_4 396 12
rmc50_4 397 2
rmc50_4 398 1
rmc50_4 399 4
rmc50_4 400 13
rmc50_4 401 2
rmc50_4 402 1
rmc50_4 403 4
rmc50_4 404 13
rmc50_4 405 2
rmc50_4 406 1
rmc50_4 407 4
rmc50_4 408 6
rmc50_4 409 3
rmc50_4 410 2
rmc50_4 411 1
rmc50_4 412 6
rmc50_4 413 3
rmc50_4 414 2
rmc50_4 415 1
rmc50_4 416 10
rmc50_4 417 2
rmc50_4 418 1
rmc50_4 419 10
rmc50_4 420 2
rmc50_4 421 1
rmc50_4 422 4
rmc50_4 423 12
rmc50_4 424 3
rmc50_4 425 2
rmc50_4 426 1
rmc50_4 427 6
rmc50_4 428 3
rmc50_4 429 2
rmc50_4 430 1
rmc50_4 431 10
rmc50_4 432 2
rmc50_4 433 1
rmc50_4 434 4
rmc50_4 435 13
rmc50_4 436 2
rmc50_4 437 1
rmc50_4 438 10
rmc50_4 439 2
rmc50_4 440 1
rmc50_4 441 4
rmc50_4 442 6
rmc50_4 443 3
rmc50_4 444 2
rmc50_4 445 1
rmc50_4 446 9
rmc50_4 447 1
rmc50_4 448 6
rmc50_4 449 3
rmc50_4 450 2
rmc50_4 451 1
rmc50_4 452 4
rmc50_4 453 10
rmc50_4 454 3
rmc50_4 455 3
rmc50_4 456 2
rmc50_4 457 1
rmc50_4 458 6
rmc50_4 459 3
rmc50_4 460 2
rmc50_4 461 1
rmc50_4 462 4
rmc50_4 463 6
rmc50_4 464 3
rmc50_4 465 2
rmc50_4 466 1
rmc50_4 467 6
rmc50_4 468 3
rmc50_4 469 2
rmc50_4 470 1
rmc50_4 471 10
rmc50_4 472 3
rmc50_4 473 2
rmc50_4 474 1
rmc50_4 475 10
rmc50_4 476 2
rmc50_4 477 1
rmc50_4 478 5
rmc50_4 479 2
rmc50_4 480 1
rmc50_4 481 10
rmc50_4 482 3
rmc50_4 483 2
rmc50_4 484 1
rmc50_4 485 4
rmc50_4 486 2
rmc50_4 487 1
rmc50_4 488 4
rmc50_4 489 6
rmc50_4 490 3
rmc50_4 491 2
rmc50_4 492 1
rmc50_4 493 4
rmc50_4 494 6
rmc50_4 495 3
rmc50_4 496 2
rmc50_4 497 1
rmc50_4 498 4
rmc50_4 499 6
rmc50_4 500 3
rmc50_4 501 2
rmc50_4 502 1
rmc50_4 503 4
rmc50_4 504 6
rmc50_4 505 3
rmc50_4 506 3
rmc50_4 507 2
rmc50_4 508 1
rmc50_4 509 4
rmc50_4 510 6
rmc50_4 511 3
rmc50_4 512 5
rmc50_4 513 2
rmc50_4 514 1
rmc50_4 515 4
rmc50_4 516 6
rmc50_4 517 3
rmc50_4 518 2
rmc50_4 519 1
rmc50_4 520 4
rmc50_4 521 12
rmc50_4 522 2
rmc50_4 523 1
rmc50_4 524 4
rmc50_4 525 10
rmc50_4 526 2
rmc50_4 527 1
rmc50_4 528 4
rmc50_4 529 2
rmc50_4 530 1
rmc50_4 531 10
rmc50_4 532 2
rmc50_4 533 1
rmc50_4 534 6
rmc50_4 535 3
rmc50_4 536 2
rmc50_4 537 1
rmc50_4 538 4
rmc50_4 539 6
rmc50_4 540 3
rmc50_4 541 2
rmc50_4 542 1
rmc50_4 543 4
rmc50_4 544 6
rmc50_4 545 3
rmc50_4 546 2
rmc50_4 547 1
rmc50_4 548 4
rmc50_4 549 12
rmc50_4 550 3
rmc50_4 551 2
rmc50_4 552 1
rmc50_4 553 4
rmc50_4 554 6
rmc50_4 555 3
rmc50_4 556 2
rmc50_4 557 1
rmc50_4 558 4
rmc50_4 559 12
rmc50_4 560 2
rmc50_4 561 1
rmc50_4 562 4
rmc50_4 563 12
rmc50_4 564 2
rmc50_4 565 1
rmc50_4 566 5
rmc50_4 567 2
rmc50_4 568 1
rmc50_4 569 5
rmc50_4 570 3
rmc50_4 571 2
rmc50_4 572 1
rmc50_4 573 4
rmc50_4 574 6
rmc50_4 575 3
rmc50_4 576 2
rmc50_4 577 1
rmc50_4 578 4
rmc50_4 579 6
rmc50_4 580 3
rmc50_4 581 2
rmc50_4 582 1
rmc50_4 583 4
rmc50_4 584 12
rmc50_4 585 11
rmc50_4 586 5
rmc50_4 587 3
rmc50_4 588 2
rmc50_4 589 1
rmc50_4 590 4
rmc50_4 591 6
rmc50_4 592 3
rmc50_4 593 2
rmc50_4 594 1
rmc50_4 595 5
rmc50_4 596 2
rmc50_4 597 1
rmc50_4 598 4
rmc50_4 599 6
rmc50_4 600 3
rmc50_4 601 2
rmc50_4 602 1
rmc50_4 603 5
rmc50_4 604 2
rmc50_4 605 1
rmc50_4 606 10
rmc50_4 607 2
rmc50_4 608 1
rmc50_4 609 4
rmc50_4 610 6
rmc50_4 611 3
rmc50_4 612 2
rmc50_4 613 1
rmc50_4 614 4
rmc50_4 615 6
rmc50_4 616 4
rmc50_4 617 10
rmc50_4 618 2
rmc50_4 619 1
