Attacked value, Timestamp,,,,,,healthy value
82.86337, 30/6/2015 3:41:16 PM,,,,,,105.2615
82.86337, 30/6/2015 3:41:17 PM,,,,,,105.2615
82.28659, 30/6/2015 3:41:18 PM,,,,,,104.6847
82.28659, 30/6/2015 3:41:19 PM,,,,,,104.6847
81.93412, 30/6/2015 3:41:20 PM,,,,,,104.6847
81.93412, 30/6/2015 3:41:21 PM,,,,,,105.2294
81.80595, 30/6/2015 3:41:22 PM,,,,,,105.646
81.61369, 30/6/2015 3:41:23 PM,,,,,,105.9664
81.61369, 30/6/2015 3:41:24 PM,,,,,,106.3509
81.61369, 30/6/2015 3:41:25 PM,,,,,,106.3509
81.61369, 30/6/2015 3:41:26 PM,,,,,,106.6714
81.61369, 30/6/2015 3:41:27 PM,,,,,,106.6714
81.61369, 30/6/2015 3:41:28 PM,,,,,,106.6714
81.61369, 30/6/2015 3:41:29 PM,,,,,,106.0946
81.61369, 30/6/2015 3:41:30 PM,,,,,,105.9664
81.64573, 30/6/2015 3:41:31 PM,,,,,,105.1013
81.87003, 30/6/2015 3:41:32 PM,,,,,,104.4284
81.87003, 30/6/2015 3:41:33 PM,,,,,,103.9477
81.87003, 30/6/2015 3:41:34 PM,,,,,,103.6914
81.87003, 30/6/2015 3:41:35 PM,,,,,,103.6914
81.87003, 30/6/2015 3:41:36 PM,,,,,,103.6914
81.87003, 30/6/2015 3:41:37 PM,,,,,,103.6914
81.87003, 30/6/2015 3:41:38 PM,,,,,,103.6914
81.87003, 30/6/2015 3:41:39 PM,,,,,,103.6914
81.87003, 30/6/2015 3:41:40 PM,,,,,,104.3643
81.87003, 30/6/2015 3:41:41 PM,,,,,,104.7488
81.87003, 30/6/2015 3:41:42 PM,,,,,,104.8449
81.87003, 30/6/2015 3:41:43 PM,,,,,,105.1653
81.87003, 30/6/2015 3:41:44 PM,,,,,,105.1653
81.87003, 30/6/2015 3:41:45 PM,,,,,,105.1653
81.87003, 30/6/2015 3:41:46 PM,,,,,,105.1653
81.87003, 30/6/2015 3:41:47 PM,,,,,,105.1653
81.87003, 30/6/2015 3:41:48 PM,,,,,,105.1653
81.87003, 30/6/2015 3:41:49 PM,,,,,,104.941
81.87003, 30/6/2015 3:41:50 PM,,,,,,104.3002
81.87003, 30/6/2015 3:41:51 PM,,,,,,104.2681
81.87003, 30/6/2015 3:41:52 PM,,,,,,103.9798
81.87003, 30/6/2015 3:41:53 PM,,,,,,103.8516
81.87003, 30/6/2015 3:41:54 PM,,,,,,103.8516
81.64573, 30/6/2015 3:41:55 PM,,,,,,103.8516
81.42143, 30/6/2015 3:41:56 PM,,,,,,103.8516
81.06895, 30/6/2015 3:41:57 PM,,,,,,103.403
81.06895, 30/6/2015 3:41:58 PM,,,,,,103.403
80.52422, 30/6/2015 3:41:59 PM,,,,,,103.403
80.52422, 30/6/2015 3:42:00 PM,,,,,,103.403
80.36401, 30/6/2015 3:42:01 PM,,,,,,103.403
80.36401, 30/6/2015 3:42:02 PM,,,,,,103.403
80.36401, 30/6/2015 3:42:03 PM,,,,,,103.403
80.36401, 30/6/2015 3:42:04 PM,,,,,,103.6273
80.36401, 30/6/2015 3:42:05 PM,,,,,,103.6273
80.36401, 30/6/2015 3:42:06 PM,,,,,,103.6273
80.36401, 30/6/2015 3:42:07 PM,,,,,,103.6273
80.36401, 30/6/2015 3:42:08 PM,,,,,,103.7234
80.36401, 30/6/2015 3:42:09 PM,,,,,,103.8516
80.36401, 30/6/2015 3:42:10 PM,,,,,,103.8516
80.36401, 30/6/2015 3:42:11 PM,,,,,,103.8516
80.36401, 30/6/2015 3:42:12 PM,,,,,,103.4991
80.36401, 30/6/2015 3:42:13 PM,,,,,,103.4991
80.36401, 30/6/2015 3:42:14 PM,,,,,,103.4991
80.36401, 30/6/2015 3:42:15 PM,,,,,,103.4991
80.36401, 30/6/2015 3:42:16 PM,,,,,,103.4991
80.36401, 30/6/2015 3:42:17 PM,,,,,,103.4671
80.36401, 30/6/2015 3:42:18 PM,,,,,,103.0505
80.36401, 30/6/2015 3:42:19 PM,,,,,,103.0505
80.36401, 30/6/2015 3:42:20 PM,,,,,,103.0505
80.10767, 30/6/2015 3:42:21 PM,,,,,,103.0505
80.10767, 30/6/2015 3:42:22 PM,,,,,,103.0505
80.01154, 30/6/2015 3:42:23 PM,,,,,,103.0505
79.88336, 30/6/2015 3:42:24 PM,,,,,,103.0505
79.62702, 30/6/2015 3:42:25 PM,,,,,,102.7301
79.56293, 30/6/2015 3:42:26 PM,,,,,,102.5058
79.37067, 30/6/2015 3:42:27 PM,,,,,,102.5058
79.37067, 30/6/2015 3:42:28 PM,,,,,,102.5058
79.05025, 30/6/2015 3:42:29 PM,,,,,,102.0572
79.05025, 30/6/2015 3:42:30 PM,,,,,,102.0572
79.05025, 30/6/2015 3:42:31 PM,,,,,,101.8969
79.05025, 30/6/2015 3:42:32 PM,,,,,,101.8969
79.05025, 30/6/2015 3:42:33 PM,,,,,,101.8969
78.60164, 30/6/2015 3:42:34 PM,,,,,,101.5445
78.60164, 30/6/2015 3:42:35 PM,,,,,,101.5445
78.60164, 30/6/2015 3:42:36 PM,,,,,,101.5445
78.60164, 30/6/2015 3:42:37 PM,,,,,,101.3843
78.60164, 30/6/2015 3:42:38 PM,,,,,,101.3843
78.60164, 30/6/2015 3:42:39 PM,,,,,,101.3843
79.08228, 30/6/2015 3:42:40 PM,,,,,,101.16
79.05025, 30/6/2015 3:42:41 PM,,,,,,101.16
78.89003, 30/6/2015 3:42:42 PM,,,,,,101.16
78.89003, 30/6/2015 3:42:43 PM,,,,,,101.0638
78.66573, 30/6/2015 3:42:44 PM,,,,,,100.8075
78.66573, 30/6/2015 3:42:45 PM,,,,,,100.8075
78.50551, 30/6/2015 3:42:46 PM,,,,,,100.8075
78.21712, 30/6/2015 3:42:47 PM,,,,,,100.8075
77.89669, 30/6/2015 3:42:48 PM,,,,,,100.8075
77.80057, 30/6/2015 3:42:49 PM,,,,,,100.9677
77.41605, 30/6/2015 3:42:50 PM,,,,,,100.9677
77.12766, 30/6/2015 3:42:51 PM,,,,,,101.2561
76.96745, 30/6/2015 3:42:52 PM,,,,,,101.2561
76.64701, 30/6/2015 3:42:53 PM,,,,,,101.2561
76.51884, 30/6/2015 3:42:54 PM,,,,,,101.3843
76.16637, 30/6/2015 3:42:55 PM,,,,,,101.3843
76.16637, 30/6/2015 3:42:56 PM,,,,,,101.3843
76.4868, 30/6/2015 3:42:57 PM,,,,,,101.3843
76.4868, 30/6/2015 3:42:58 PM,,,,,,101.3843
76.4868, 30/6/2015 3:42:59 PM,,,,,,101.3843
76.83927, 30/6/2015 3:43:00 PM,,,,,,100.8395
76.83927, 30/6/2015 3:43:01 PM,,,,,,100.2628
76.83927, 30/6/2015 3:43:02 PM,,,,,,100.2628
77.06358, 30/6/2015 3:43:03 PM,,,,,,100.2628
77.15971, 30/6/2015 3:43:04 PM,,,,,,100.2628
77.15971, 30/6/2015 3:43:05 PM,,,,,,100.2628
77.15971, 30/6/2015 3:43:06 PM,,,,,,100.2628
77.15971, 30/6/2015 3:43:07 PM,,,,,,99.62189
77.15971, 30/6/2015 3:43:08 PM,,,,,,99.62189
77.15971, 30/6/2015 3:43:09 PM,,,,,,99.62189
77.15971, 30/6/2015 3:43:10 PM,,,,,,99.62189
76.77518, 30/6/2015 3:43:11 PM,,,,,,99.62189
76.77518, 30/6/2015 3:43:12 PM,,,,,,99.39759
76.77518, 30/6/2015 3:43:13 PM,,,,,,99.39759
76.77518, 30/6/2015 3:43:14 PM,,,,,,99.39759
76.77518, 30/6/2015 3:43:15 PM,,,,,,99.65394
76.77518, 30/6/2015 3:43:16 PM,,,,,,99.65394
77.22379, 30/6/2015 3:43:17 PM,,,,,,99.65394
77.22379, 30/6/2015 3:43:18 PM,,,,,,99.65394
77.22379, 30/6/2015 3:43:19 PM,,,,,,99.65394
77.22379, 30/6/2015 3:43:20 PM,,,,,,99.71802
77.22379, 30/6/2015 3:43:21 PM,,,,,,100.0064
77.22379, 30/6/2015 3:43:22 PM,,,,,,100.0064
76.96745, 30/6/2015 3:43:23 PM,,,,,,100.0064
76.61497, 30/6/2015 3:43:24 PM,,,,,,99.87823
76.61497, 30/6/2015 3:43:25 PM,,,,,,99.65394
76.61497, 30/6/2015 3:43:26 PM,,,,,,99.3335
76.35863, 30/6/2015 3:43:27 PM,,,,,,99.3335
76.35863, 30/6/2015 3:43:28 PM,,,,,,98.91695
76.35863, 30/6/2015 3:43:29 PM,,,,,,98.91695
76.13432, 30/6/2015 3:43:30 PM,,,,,,98.82082
76.13432, 30/6/2015 3:43:31 PM,,,,,,98.59651
76.13432, 30/6/2015 3:43:32 PM,,,,,,98.59651
76.2625, 30/6/2015 3:43:33 PM,,,,,,98.59651
76.2625, 30/6/2015 3:43:34 PM,,,,,,98.59651
76.2625, 30/6/2015 3:43:35 PM,,,,,,99.14124
75.78185, 30/6/2015 3:43:36 PM,,,,,,99.14124
75.78185, 30/6/2015 3:43:37 PM,,,,,,99.14124
75.23712, 30/6/2015 3:43:38 PM,,,,,,99.55781
75.23712, 30/6/2015 3:43:39 PM,,,,,,99.55781
74.8526, 30/6/2015 3:43:40 PM,,,,,,99.84619
74.8526, 30/6/2015 3:43:41 PM,,,,,,100.1025
74.8526, 30/6/2015 3:43:42 PM,,,,,,100.1025
74.59626, 30/6/2015 3:43:43 PM,,,,,,100.1025
74.59626, 30/6/2015 3:43:44 PM,,,,,,100.1025
74.59626, 30/6/2015 3:43:45 PM,,,,,,99.7821
74.59626, 30/6/2015 3:43:46 PM,,,,,,99.52576
74.59626, 30/6/2015 3:43:47 PM,,,,,,99.17329
74.82056, 30/6/2015 3:43:48 PM,,,,,,98.8849
74.82056, 30/6/2015 3:43:49 PM,,,,,,98.8849
74.82056, 30/6/2015 3:43:50 PM,,,,,,98.6606
74.82056, 30/6/2015 3:43:51 PM,,,,,,98.24404
74.82056, 30/6/2015 3:43:52 PM,,,,,,98.05178
74.82056, 30/6/2015 3:43:53 PM,,,,,,97.85952
75.04486, 30/6/2015 3:43:54 PM,,,,,,97.44296
75.04486, 30/6/2015 3:43:55 PM,,,,,,97.44296
75.04486, 30/6/2015 3:43:56 PM,,,,,,97.44296
75.04486, 30/6/2015 3:43:57 PM,,,,,,97.44296
74.8526, 30/6/2015 3:43:58 PM,,,,,,97.44296
74.8526, 30/6/2015 3:43:59 PM,,,,,,97.85952
74.8526, 30/6/2015 3:44:00 PM,,,,,,97.85952
74.8526, 30/6/2015 3:44:01 PM,,,,,,97.85952
74.46809, 30/6/2015 3:44:02 PM,,,,,,97.85952
74.43604, 30/6/2015 3:44:03 PM,,,,,,97.95565
74.43604, 30/6/2015 3:44:04 PM,,,,,,98.11587
74.43604, 30/6/2015 3:44:05 PM,,,,,,98.11587
74.11561, 30/6/2015 3:44:06 PM,,,,,,98.11587
74.11561, 30/6/2015 3:44:07 PM,,,,,,98.11587
73.92336, 30/6/2015 3:44:08 PM,,,,,,98.11587
73.76314, 30/6/2015 3:44:09 PM,,,,,,98.11587
73.76314, 30/6/2015 3:44:10 PM,,,,,,97.79544
73.76314, 30/6/2015 3:44:11 PM,,,,,,97.69931
73.76314, 30/6/2015 3:44:12 PM,,,,,,97.41092
73.76314, 30/6/2015 3:44:13 PM,,,,,,97.41092
73.25045, 30/6/2015 3:44:14 PM,,,,,,97.41092
73.25045, 30/6/2015 3:44:15 PM,,,,,,97.37888
73.25045, 30/6/2015 3:44:16 PM,,,,,,97.37888
72.93002, 30/6/2015 3:44:17 PM,,,,,,97.37888
72.60959, 30/6/2015 3:44:18 PM,,,,,,97.12254
72.60959, 30/6/2015 3:44:19 PM,,,,,,97.12254
72.60959, 30/6/2015 3:44:20 PM,,,,,,97.12254
72.60959, 30/6/2015 3:44:21 PM,,,,,,97.12254
72.60959, 30/6/2015 3:44:22 PM,,,,,,97.12254
72.19302, 30/6/2015 3:44:23 PM,,,,,,97.12254
72.06486, 30/6/2015 3:44:24 PM,,,,,,96.99436
72.00077, 30/6/2015 3:44:25 PM,,,,,,96.89823
72.00077, 30/6/2015 3:44:26 PM,,,,,,96.67393
71.84055, 30/6/2015 3:44:27 PM,,,,,,96.67393
71.68034, 30/6/2015 3:44:28 PM,,,,,,96.67393
71.68034, 30/6/2015 3:44:29 PM,,,,,,96.67393
71.68034, 30/6/2015 3:44:30 PM,,,,,,96.67393
71.68034, 30/6/2015 3:44:31 PM,,,,,,96.67393
71.68034, 30/6/2015 3:44:32 PM,,,,,,96.93027
71.68034, 30/6/2015 3:44:33 PM,,,,,,97.15458
71.16765, 30/6/2015 3:44:34 PM,,,,,,97.44296
71.16765, 30/6/2015 3:44:35 PM,,,,,,97.53909
71.16765, 30/6/2015 3:44:36 PM,,,,,,97.53909
71.16765, 30/6/2015 3:44:37 PM,,,,,,97.53909
71.16765, 30/6/2015 3:44:38 PM,,,,,,97.79544
70.87926, 30/6/2015 3:44:39 PM,,,,,,97.79544
70.87926, 30/6/2015 3:44:40 PM,,,,,,97.79544
70.87926, 30/6/2015 3:44:41 PM,,,,,,97.79544
70.87926, 30/6/2015 3:44:42 PM,,,,,,97.79544
70.87926, 30/6/2015 3:44:43 PM,,,,,,97.31479
70.87926, 30/6/2015 3:44:44 PM,,,,,,97.21866
70.87926, 30/6/2015 3:44:45 PM,,,,,,97.21866
70.87926, 30/6/2015 3:44:46 PM,,,,,,96.77006
70.87926, 30/6/2015 3:44:47 PM,,,,,,96.77006
70.87926, 30/6/2015 3:44:48 PM,,,,,,96.77006
71.07152, 30/6/2015 3:44:49 PM,,,,,,96.77006
71.39195, 30/6/2015 3:44:50 PM,,,,,,96.77006
71.39195, 30/6/2015 3:44:51 PM,,,,,,96.77006
71.39195, 30/6/2015 3:44:52 PM,,,,,,96.3535
71.39195, 30/6/2015 3:44:53 PM,,,,,,96.3535
71.39195, 30/6/2015 3:44:54 PM,,,,,,96.19328
71.39195, 30/6/2015 3:44:55 PM,,,,,,96.19328
71.424, 30/6/2015 3:44:56 PM,,,,,,96.19328
71.58421, 30/6/2015 3:44:57 PM,,,,,,96.19328
71.58421, 30/6/2015 3:44:58 PM,,,,,,96.1292
71.64829, 30/6/2015 3:44:59 PM,,,,,,95.61651
71.68034, 30/6/2015 3:45:00 PM,,,,,,95.61651
71.8726, 30/6/2015 3:45:01 PM,,,,,,95.61651
71.8726, 30/6/2015 3:45:02 PM,,,,,,95.61651
71.8726, 30/6/2015 3:45:03 PM,,,,,,95.61651
71.8726, 30/6/2015 3:45:04 PM,,,,,,95.61651
72.19302, 30/6/2015 3:45:05 PM,,,,,,95.61651
72.19302, 30/6/2015 3:45:06 PM,,,,,,95.36016
72.19302, 30/6/2015 3:45:07 PM,,,,,,95.29608
72.19302, 30/6/2015 3:45:08 PM,,,,,,94.87952
72.19302, 30/6/2015 3:45:09 PM,,,,,,94.87952
72.44937, 30/6/2015 3:45:10 PM,,,,,,94.87952
72.60959, 30/6/2015 3:45:11 PM,,,,,,94.87952
72.76981, 30/6/2015 3:45:12 PM,,,,,,94.495
72.76981, 30/6/2015 3:45:13 PM,,,,,,94.495
73.12228, 30/6/2015 3:45:14 PM,,,,,,94.11048
73.25045, 30/6/2015 3:45:15 PM,,,,,,93.62984
73.25045, 30/6/2015 3:45:16 PM,,,,,,93.34145
73.25045, 30/6/2015 3:45:17 PM,,,,,,93.30941
73.25045, 30/6/2015 3:45:18 PM,,,,,,93.02102
73.25045, 30/6/2015 3:45:19 PM,,,,,,93.02102
73.25045, 30/6/2015 3:45:20 PM,,,,,,93.02102
73.25045, 30/6/2015 3:45:21 PM,,,,,,92.76468
73.34658, 30/6/2015 3:45:22 PM,,,,,,92.76468
73.34658, 30/6/2015 3:45:23 PM,,,,,,92.76468
73.34658, 30/6/2015 3:45:24 PM,,,,,,92.76468
73.34658, 30/6/2015 3:45:25 PM,,,,,,93.18124
73.34658, 30/6/2015 3:45:26 PM,,,,,,93.34145
73.34658, 30/6/2015 3:45:27 PM,,,,,,93.59779
73.34658, 30/6/2015 3:45:28 PM,,,,,,93.66188
73.34658, 30/6/2015 3:45:29 PM,,,,,,93.95027
73.34658, 30/6/2015 3:45:30 PM,,,,,,94.11048
73.34658, 30/6/2015 3:45:31 PM,,,,,,94.11048
73.34658, 30/6/2015 3:45:32 PM,,,,,,94.43092
73.34658, 30/6/2015 3:45:33 PM,,,,,,94.43092
73.34658, 30/6/2015 3:45:34 PM,,,,,,94.43092
73.34658, 30/6/2015 3:45:35 PM,,,,,,94.75134
73.34658, 30/6/2015 3:45:36 PM,,,,,,94.75134
73.34658, 30/6/2015 3:45:37 PM,,,,,,94.75134
73.34658, 30/6/2015 3:45:38 PM,,,,,,94.75134
73.34658, 30/6/2015 3:45:39 PM,,,,,,94.75134
73.34658, 30/6/2015 3:45:40 PM,,,,,,94.43092
72.93002, 30/6/2015 3:45:41 PM,,,,,,94.11048
72.93002, 30/6/2015 3:45:42 PM,,,,,,94.11048
73.18636, 30/6/2015 3:45:43 PM,,,,,,94.11048
73.18636, 30/6/2015 3:45:44 PM,,,,,,93.85414
73.18636, 30/6/2015 3:45:45 PM,,,,,,93.66188
73.18636, 30/6/2015 3:45:46 PM,,,,,,93.40554
73.18636, 30/6/2015 3:45:47 PM,,,,,,93.34145
73.18636, 30/6/2015 3:45:48 PM,,,,,,93.34145
73.18636, 30/6/2015 3:45:49 PM,,,,,,93.11715
73.18636, 30/6/2015 3:45:50 PM,,,,,,93.11715
73.18636, 30/6/2015 3:45:51 PM,,,,,,92.66855
73.18636, 30/6/2015 3:45:52 PM,,,,,,92.66855
73.18636, 30/6/2015 3:45:53 PM,,,,,,92.54037
73.18636, 30/6/2015 3:45:54 PM,,,,,,92.21994
73.18636, 30/6/2015 3:45:55 PM,,,,,,92.02769
73.18636, 30/6/2015 3:45:56 PM,,,,,,91.67521
73.18636, 30/6/2015 3:45:57 PM,,,,,,91.35478
73.18636, 30/6/2015 3:45:58 PM,,,,,,91.19456
73.18636, 30/6/2015 3:45:59 PM,,,,,,91.0023
73.18636, 30/6/2015 3:46:00 PM,,,,,,91.0023
73.18636, 30/6/2015 3:46:01 PM,,,,,,90.74596
73.18636, 30/6/2015 3:46:02 PM,,,,,,90.58575
73.18636, 30/6/2015 3:46:03 PM,,,,,,90.45757
73.18636, 30/6/2015 3:46:04 PM,,,,,,90.45757
73.18636, 30/6/2015 3:46:05 PM,,,,,,90.45757
73.18636, 30/6/2015 3:46:06 PM,,,,,,90.45757
73.18636, 30/6/2015 3:46:07 PM,,,,,,90.45757
73.18636, 30/6/2015 3:46:08 PM,,,,,,90.45757
73.18636, 30/6/2015 3:46:09 PM,,,,,,90.45757
73.18636, 30/6/2015 3:46:10 PM,,,,,,90.5537
73.18636, 30/6/2015 3:46:11 PM,,,,,,90.5537
73.18636, 30/6/2015 3:46:12 PM,,,,,,90.5537
73.18636, 30/6/2015 3:46:13 PM,,,,,,90.5537
73.18636, 30/6/2015 3:46:14 PM,,,,,,90.5537
73.18636, 30/6/2015 3:46:15 PM,,,,,,90.36144
73.18636, 30/6/2015 3:46:16 PM,,,,,,90.36144
73.18636, 30/6/2015 3:46:17 PM,,,,,,90.36144
73.18636, 30/6/2015 3:46:18 PM,,,,,,89.8808
73.18636, 30/6/2015 3:46:19 PM,,,,,,89.8808
73.18636, 30/6/2015 3:46:20 PM,,,,,,89.8808
73.18636, 30/6/2015 3:46:21 PM,,,,,,89.8808
73.18636, 30/6/2015 3:46:22 PM,,,,,,89.81671
72.86593, 30/6/2015 3:46:23 PM,,,,,,89.6565
72.86593, 30/6/2015 3:46:24 PM,,,,,,89.8808
72.86593, 30/6/2015 3:46:25 PM,,,,,,90.29736
72.96206, 30/6/2015 3:46:26 PM,,,,,,90.5537
72.9941, 30/6/2015 3:46:27 PM,,,,,,90.58575
72.9941, 30/6/2015 3:46:28 PM,,,,,,90.58575
72.9941, 30/6/2015 3:46:29 PM,,,,,,90.58575
72.9941, 30/6/2015 3:46:30 PM,,,,,,90.58575
72.9941, 30/6/2015 3:46:31 PM,,,,,,90.58575
72.9941, 30/6/2015 3:46:32 PM,,,,,,90.84209
72.9941, 30/6/2015 3:46:33 PM,,,,,,90.84209
72.9941, 30/6/2015 3:46:34 PM,,,,,,90.5537
72.9941, 30/6/2015 3:46:35 PM,,,,,,90.5537
72.9941, 30/6/2015 3:46:36 PM,,,,,,90.5537
72.9941, 30/6/2015 3:46:37 PM,,,,,,90.5537
72.9941, 30/6/2015 3:46:38 PM,,,,,,90.5537
72.93002, 30/6/2015 3:46:39 PM,,,,,,90.5537
72.93002, 30/6/2015 3:46:40 PM,,,,,,90.5537
72.93002, 30/6/2015 3:46:41 PM,,,,,,90.5537
72.93002, 30/6/2015 3:46:42 PM,,,,,,90.5537
72.93002, 30/6/2015 3:46:43 PM,,,,,,90.07306
72.93002, 30/6/2015 3:46:44 PM,,,,,,90.07306
72.93002, 30/6/2015 3:46:45 PM,,,,,,90.07306
72.93002, 30/6/2015 3:46:46 PM,,,,,,90.07306
72.93002, 30/6/2015 3:46:47 PM,,,,,,89.97693
72.93002, 30/6/2015 3:46:48 PM,,,,,,89.75262
72.93002, 30/6/2015 3:46:49 PM,,,,,,89.46424
72.93002, 30/6/2015 3:46:50 PM,,,,,,89.46424
72.93002, 30/6/2015 3:46:51 PM,,,,,,89.46424
72.93002, 30/6/2015 3:46:52 PM,,,,,,89.46424
72.93002, 30/6/2015 3:46:53 PM,,,,,,89.46424
72.93002, 30/6/2015 3:46:54 PM,,,,,,89.46424
72.93002, 30/6/2015 3:46:55 PM,,,,,,89.46424
72.93002, 30/6/2015 3:46:56 PM,,,,,,89.14381
72.93002, 30/6/2015 3:46:57 PM,,,,,,89.14381
72.93002, 30/6/2015 3:46:58 PM,,,,,,89.14381
72.93002, 30/6/2015 3:46:59 PM,,,,,,89.14381
72.93002, 30/6/2015 3:47:00 PM,,,,,,89.14381
72.76981, 30/6/2015 3:47:01 PM,,,,,,89.8808
72.76981, 30/6/2015 3:47:02 PM,,,,,,89.8808
72.76981, 30/6/2015 3:47:03 PM,,,,,,90.1051
72.76981, 30/6/2015 3:47:04 PM,,,,,,90.29736
72.76981, 30/6/2015 3:47:05 PM,,,,,,90.29736
72.76981, 30/6/2015 3:47:06 PM,,,,,,90.29736
72.76981, 30/6/2015 3:47:07 PM,,,,,,90.29736
72.76981, 30/6/2015 3:47:08 PM,,,,,,90.29736
72.76981, 30/6/2015 3:47:09 PM,,,,,,89.8808
72.76981, 30/6/2015 3:47:10 PM,,,,,,89.8808
72.76981, 30/6/2015 3:47:11 PM,,,,,,89.49628
72.76981, 30/6/2015 3:47:12 PM,,,,,,89.40015
72.76981, 30/6/2015 3:47:13 PM,,,,,,89.17585
72.76981, 30/6/2015 3:47:14 PM,,,,,,88.95155
72.76981, 30/6/2015 3:47:15 PM,,,,,,88.91951
72.76981, 30/6/2015 3:47:16 PM,,,,,,88.91951
72.76981, 30/6/2015 3:47:17 PM,,,,,,88.63112
72.76981, 30/6/2015 3:47:18 PM,,,,,,88.63112
72.76981, 30/6/2015 3:47:19 PM,,,,,,88.63112
72.76981, 30/6/2015 3:47:20 PM,,,,,,88.63112
72.76981, 30/6/2015 3:47:21 PM,,,,,,88.63112
72.76981, 30/6/2015 3:47:22 PM,,,,,,88.63112
72.76981, 30/6/2015 3:47:23 PM,,,,,,88.63112
72.76981, 30/6/2015 3:47:24 PM,,,,,,88.63112
72.76981, 30/6/2015 3:47:25 PM,,,,,,88.63112
72.76981, 30/6/2015 3:47:26 PM,,,,,,88.63112
72.76981, 30/6/2015 3:47:27 PM,,,,,,88.63112
72.76981, 30/6/2015 3:47:28 PM,,,,,,88.63112
72.76981, 30/6/2015 3:47:29 PM,,,,,,88.63112
72.76981, 30/6/2015 3:47:30 PM,,,,,,88.63112
72.76981, 30/6/2015 3:47:31 PM,,,,,,88.63112
72.76981, 30/6/2015 3:47:32 PM,,,,,,88.63112
72.76981, 30/6/2015 3:47:33 PM,,,,,,88.63112
72.76981, 30/6/2015 3:47:34 PM,,,,,,88.63112
72.64163, 30/6/2015 3:47:35 PM,,,,,,88.63112
72.64163, 30/6/2015 3:47:36 PM,,,,,,88.63112
72.64163, 30/6/2015 3:47:37 PM,,,,,,88.63112
72.64163, 30/6/2015 3:47:38 PM,,,,,,88.18252
72.64163, 30/6/2015 3:47:39 PM,,,,,,87.86208
72.64163, 30/6/2015 3:47:40 PM,,,,,,87.5737
72.64163, 30/6/2015 3:47:41 PM,,,,,,87.31735
72.76981, 30/6/2015 3:47:42 PM,,,,,,86.90079
72.76981, 30/6/2015 3:47:43 PM,,,,,,86.90079
72.76981, 30/6/2015 3:47:44 PM,,,,,,86.58036
72.76981, 30/6/2015 3:47:45 PM,,,,,,86.58036
72.76981, 30/6/2015 3:47:46 PM,,,,,,86.58036
72.76981, 30/6/2015 3:47:47 PM,,,,,,86.58036
72.76981, 30/6/2015 3:47:48 PM,,,,,,86.35606
72.76981, 30/6/2015 3:47:49 PM,,,,,,86.22789
72.76981, 30/6/2015 3:47:50 PM,,,,,,86.13176
72.76981, 30/6/2015 3:47:51 PM,,,,,,86.13176
72.76981, 30/6/2015 3:47:52 PM,,,,,,85.77929
72.76981, 30/6/2015 3:47:53 PM,,,,,,85.7152
72.76981, 30/6/2015 3:47:54 PM,,,,,,85.7152
72.76981, 30/6/2015 3:47:55 PM,,,,,,85.39477
72.76981, 30/6/2015 3:47:56 PM,,,,,,85.39477
72.76981, 30/6/2015 3:47:57 PM,,,,,,85.39477
72.83389, 30/6/2015 3:47:58 PM,,,,,,85.39477
72.83389, 30/6/2015 3:47:59 PM,,,,,,85.39477
72.83389, 30/6/2015 3:48:00 PM,,,,,,85.39477
72.83389, 30/6/2015 3:48:01 PM,,,,,,85.39477
72.83389, 30/6/2015 3:48:02 PM,,,,,,85.39477
72.83389, 30/6/2015 3:48:03 PM,,,,,,85.58703
72.83389, 30/6/2015 3:48:04 PM,,,,,,85.58703
72.83389, 30/6/2015 3:48:05 PM,,,,,,85.58703
72.83389, 30/6/2015 3:48:06 PM,,,,,,85.58703
72.83389, 30/6/2015 3:48:07 PM,,,,,,85.39477
72.83389, 30/6/2015 3:48:08 PM,,,,,,85.2666
72.83389, 30/6/2015 3:48:09 PM,,,,,,85.2666
72.83389, 30/6/2015 3:48:10 PM,,,,,,84.97821
72.83389, 30/6/2015 3:48:11 PM,,,,,,84.65778
73.09023, 30/6/2015 3:48:12 PM,,,,,,84.65778
73.09023, 30/6/2015 3:48:13 PM,,,,,,84.27326
73.09023, 30/6/2015 3:48:14 PM,,,,,,84.01692
73.09023, 30/6/2015 3:48:15 PM,,,,,,83.72853
72.83389, 30/6/2015 3:48:16 PM,,,,,,83.72853
72.83389, 30/6/2015 3:48:17 PM,,,,,,83.31197
72.83389, 30/6/2015 3:48:18 PM,,,,,,83.31197
72.83389, 30/6/2015 3:48:19 PM,,,,,,83.31197
72.83389, 30/6/2015 3:48:20 PM,,,,,,83.31197
72.83389, 30/6/2015 3:48:21 PM,,,,,,83.31197
73.12228, 30/6/2015 3:48:22 PM,,,,,,83.05563
73.12228, 30/6/2015 3:48:23 PM,,,,,,83.05563
73.12228, 30/6/2015 3:48:24 PM,,,,,,83.05563
73.12228, 30/6/2015 3:48:25 PM,,,,,,83.05563
73.02615, 30/6/2015 3:48:26 PM,,,,,,82.86337
73.02615, 30/6/2015 3:48:27 PM,,,,,,82.86337
73.02615, 30/6/2015 3:48:28 PM,,,,,,82.86337
73.02615, 30/6/2015 3:48:29 PM,,,,,,82.86337
73.02615, 30/6/2015 3:48:30 PM,,,,,,82.51089
73.02615, 30/6/2015 3:48:31 PM,,,,,,82.51089
73.02615, 30/6/2015 3:48:32 PM,,,,,,82.41476
