LIT101 LIT301 LIT401 LS601 LS602
425.014600897 373.400637332 343.149140428 492.824778443 490.664539502
424.940786082 373.297072517 344.015289979 493.743296961 491.491206169
424.862082378 373.190591036 344.890291394 494.669222887 492.324539502
424.783378675 373.084109554 345.765394657 495.593296961 493.156206169
424.704674971 372.977628073 346.640396072 496.519222887 493.989539502
424.625971267 372.871146591 347.515499335 497.443296961 494.821206169
424.547267564 372.76466511 348.39050075 498.369222887 495.654539502
424.46856386 372.658183628 349.265502164 499.295148813 496.487872835
424.389860156 372.551702147 350.140605428 500.219222887 497.319539502
424.311156453 372.445220665 351.015606843 501.145148813 498.152872835
424.232452749 372.338739184 351.890710106 502.069222887 498.984539502
424.153749045 372.232257702 352.765711521 502.995148813 499.817872835
424.075045342 372.125776221 353.640712935 503.921074739 500.651206169
423.996341638 372.019294739 354.515816199 504.845148813 501.482872835
423.917637934 371.912813258 355.390817613 505.771074739 502.316206169
423.838934231 371.806331776 356.265920877 506.695148813 503.147872835
423.760230527 371.699850295 357.140922292 507.621074739 503.981206169
423.681526823 371.593368813 358.016025555 508.545148813 504.812872835
423.602823119 371.486887332 358.89102697 509.471074739 505.646206169
423.524119416 371.38040585 359.766028384 510.397000665 506.479539502
423.445415712 371.273924369 360.641131648 511.321074739 507.311206169
423.366712008 371.167442887 361.516133062 512.247000665 508.144539502
423.288008305 371.060961406 362.391236326 513.171074739 508.976206169
423.209304601 370.954479924 363.26623774 514.097000665 509.809539502
423.130600897 370.847998443 364.141239155 515.022926591 510.642872835
423.051897194 370.741516962 365.016342419 515.947000665 511.474539502
422.97319349 370.63503548 365.891343833 516.872926591 512.307872835
422.894489786 370.528553999 366.766447097 517.797000665 513.139539502
422.815786083 370.422072517 367.641448511 518.722926591 513.972872835
422.737082379 370.315591036 368.516551775 519.647000665 514.804539502
422.658378675 370.209109554 369.391553189 520.572926591 515.637872835
422.579674971 370.102628073 370.266554604 521.498852517 516.471206169
422.500971268 369.996146591 371.141657868 522.422926591 517.302872835
422.422267564 369.88966511 372.016659282 523.348852516 518.136206169
422.34356386 369.783183628 372.891762546 524.272926591 518.967872835
422.264860157 369.676702147 373.76676396 525.198852516 519.801206169
422.186156453 369.570220665 374.641765375 526.124778442 520.634539502
