action step s
- 0 1
rmc512_1 1 11
rmc512_1 2 7
rmc512_1 3 3
rmc512_1 4 6
rmc512_1 5 6
rmc512_1 6 4
rmc512_1 7 1
rmc512_1 8 11
rmc512_1 9 1
rmc512_1 10 6
rmc512_1 11 6
rmc512_1 12 7
rmc512_1 13 1
rmc512_1 14 6
rmc512_1 15 6
rmc512_1 16 6
rmc512_1 17 17
rmc512_1 18 6
rmc512_1 19 6
rmc512_1 20 6
rmc512_1 21 6
rmc512_1 22 6
rmc512_1 23 6
rmc512_1 24 6
rmc512_1 25 6
rmc512_1 26 6
rmc512_1 27 12
rmc512_1 28 11
rmc512_1 29 7
rmc512_1 30 1
rmc512_1 31 6
rmc512_1 32 6
rmc512_1 33 6
rmc512_1 34 6
rmc512_1 35 7
rmc512_1 36 1
rmc512_1 37 6
rmc512_1 38 4
rmc512_1 39 1
rmc512_1 40 5
rmc512_1 41 7
rmc512_1 42 1
rmc512_1 43 6
rmc512_1 44 6
rmc512_1 45 6
rmc512_1 46 8
rmc512_1 47 7
rmc512_1 48 6
rmc512_1 49 6
rmc512_1 50 6
rmc512_1 51 8
rmc512_1 52 2
rmc512_1 53 4
rmc512_1 54 1
rmc512_1 55 11
rmc512_1 56 6
rmc512_1 57 6
rmc512_1 58 6
rmc512_1 59 6
rmc512_1 60 6
rmc512_1 61 8
rmc512_1 62 2
rmc512_1 63 4
rmc512_1 64 1
rmc512_1 65 5
rmc512_1 66 7
rmc512_1 67 7
rmc512_1 68 1
rmc512_1 69 11
rmc512_1 70 7
rmc512_1 71 1
rmc512_1 72 5
rmc512_1 73 7
rmc512_1 74 1
rmc512_1 75 11
rmc512_1 76 1
rmc512_1 77 11
rmc512_1 78 1
rmc512_1 79 11
rmc512_1 80 1
rmc512_1 81 7
rmc512_1 82 1
rmc512_1 83 11
rmc512_1 84 6
rmc512_1 85 6
rmc512_1 86 7
rmc512_1 87 5
rmc512_1 88 7
rmc512_1 89 1
rmc512_1 90 7
rmc512_1 91 3
rmc512_1 92 6
rmc512_1 93 8
rmc512_1 94 4
rmc512_1 95 1
rmc512_1 96 5
rmc512_1 97 7
