action step s
- 0 1
rmc50_1 1 2
rmc50_1 2 4
rmc50_1 3 2
rmc50_1 4 2
rmc50_1 5 2
rmc50_1 6 3
rmc50_1 7 9
rmc50_1 8 2
rmc50_1 9 2
rmc50_1 10 1
rmc50_1 11 2
rmc50_1 12 2
rmc50_1 13 2
rmc50_1 14 1
rmc50_1 15 2
rmc50_1 16 4
rmc50_1 17 6
rmc50_1 18 1
rmc50_1 19 2
rmc50_1 20 2
rmc50_1 21 2
rmc50_1 22 2
rmc50_1 23 4
rmc50_1 24 2
rmc50_1 25 2
rmc50_1 26 2
rmc50_1 27 2
rmc50_1 28 2
rmc50_1 29 3
rmc50_1 30 7
rmc50_1 31 10
rmc50_1 32 10
rmc50_1 33 10
rmc50_1 34 4
rmc50_1 35 2
rmc50_1 36 2
rmc50_1 37 2
rmc50_1 38 4
rmc50_1 39 6
rmc50_1 40 1
rmc50_1 41 2
rmc50_1 42 1
rmc50_1 43 2
rmc50_1 44 4
rmc50_1 45 6
rmc50_1 46 1
rmc50_1 47 2
rmc50_1 48 3
rmc50_1 49 3
rmc50_1 50 11
rmc50_1 51 1
rmc50_1 52 2
rmc50_1 53 4
rmc50_1 54 2
rmc50_1 55 3
rmc50_1 56 9
rmc50_1 57 1
rmc50_1 58 2
rmc50_1 59 2
rmc50_1 60 2
rmc50_1 61 2
rmc50_1 62 2
rmc50_1 63 2
rmc50_1 64 2
rmc50_1 65 2
rmc50_1 66 2
rmc50_1 67 2
rmc50_1 68 2
rmc50_1 69 2
rmc50_1 70 4
rmc50_1 71 6
rmc50_1 72 1
rmc50_1 73 2
rmc50_1 74 4
rmc50_1 75 2
rmc50_1 76 2
rmc50_1 77 2
rmc50_1 78 4
rmc50_1 79 2
rmc50_1 80 2
rmc50_1 81 2
rmc50_1 82 1
rmc50_1 83 2
rmc50_1 84 2
rmc50_1 85 2
rmc50_1 86 2
rmc50_1 87 2
rmc50_1 88 2
rmc50_1 89 2
rmc50_1 90 2
rmc50_1 91 2
rmc50_1 92 1
rmc50_1 93 2
rmc50_1 94 2
rmc50_1 95 2
rmc50_1 96 1
rmc50_1 97 2
rmc50_1 98 2
rmc50_1 99 2
rmc50_1 100 2
rmc50_1 101 2
rmc50_1 102 1
rmc50_1 103 2
rmc50_1 104 4
rmc50_1 105 6
rmc50_1 106 1
rmc50_1 107 2
rmc50_1 108 4
rmc50_1 109 6
rmc50_1 110 1
rmc50_1 111 2
rmc50_1 112 2
rmc50_1 113 2
rmc50_1 114 1
rmc50_1 115 2
rmc50_1 116 2
rmc50_1 117 2
rmc50_1 118 2
rmc50_1 119 1
rmc50_1 120 2
rmc50_1 121 4
rmc50_1 122 6
rmc50_1 123 1
rmc50_1 124 3
rmc50_1 125 7
rmc50_1 126 10
rmc50_1 127 1
rmc50_1 128 2
rmc50_1 129 2
rmc50_1 130 2
rmc50_1 131 2
rmc50_1 132 2
rmc50_1 133 2
rmc50_1 134 4
rmc50_1 135 6
rmc50_1 136 1
rmc50_1 137 2
rmc50_1 138 2
rmc50_1 139 2
rmc50_1 140 2
rmc50_1 141 2
rmc50_1 142 2
rmc50_1 143 2
rmc50_1 144 2
rmc50_1 145 4
rmc50_1 146 2
rmc50_1 147 2
rmc50_1 148 2
rmc50_1 149 2
rmc50_1 150 2
rmc50_1 151 2
rmc50_1 152 2
rmc50_1 153 6
rmc50_1 154 1
rmc50_1 155 2
rmc50_1 156 2
rmc50_1 157 2
rmc50_1 158 4
rmc50_1 159 3
rmc50_1 160 3
rmc50_1 161 3
rmc50_1 162 9
rmc50_1 163 2
rmc50_1 164 1
rmc50_1 165 2
rmc50_1 166 2
rmc50_1 167 2
rmc50_1 168 1
rmc50_1 169 2
rmc50_1 170 2
rmc50_1 171 2
rmc50_1 172 2
rmc50_1 173 2
rmc50_1 174 2
rmc50_1 175 2
rmc50_1 176 2
rmc50_1 177 1
rmc50_1 178 2
rmc50_1 179 1
rmc50_1 180 2
rmc50_1 181 2
rmc50_1 182 2
rmc50_1 183 1
rmc50_1 184 2
rmc50_1 185 2
rmc50_1 186 2
rmc50_1 187 1
rmc50_1 188 2
rmc50_1 189 1
rmc50_1 190 2
rmc50_1 191 2
rmc50_1 192 2
rmc50_1 193 2
rmc50_1 194 2
rmc50_1 195 4
rmc50_1 196 3
rmc50_1 197 11
rmc50_1 198 1
rmc50_1 199 2
rmc50_1 200 2
rmc50_1 201 2
rmc50_1 202 2
rmc50_1 203 2
rmc50_1 204 2
rmc50_1 205 4
rmc50_1 206 2
rmc50_1 207 1
rmc50_1 208 2
rmc50_1 209 2
rmc50_1 210 1
rmc50_1 211 2
rmc50_1 212 6
rmc50_1 213 1
rmc50_1 214 2
rmc50_1 215 2
rmc50_1 216 4
rmc50_1 217 6
rmc50_1 218 4
rmc50_1 219 2
rmc50_1 220 2
rmc50_1 221 2
rmc50_1 222 2
rmc50_1 223 2
rmc50_1 224 2
rmc50_1 225 2
rmc50_1 226 3
rmc50_1 227 7
rmc50_1 228 3
rmc50_1 229 9
rmc50_1 230 1
rmc50_1 231 2
rmc50_1 232 2
rmc50_1 233 2
rmc50_1 234 2
rmc50_1 235 2
rmc50_1 236 2
rmc50_1 237 2
rmc50_1 238 1
rmc50_1 239 2
rmc50_1 240 2
rmc50_1 241 4
rmc50_1 242 2
rmc50_1 243 2
rmc50_1 244 3
rmc50_1 245 11
rmc50_1 246 1
rmc50_1 247 2
rmc50_1 248 2
rmc50_1 249 2
rmc50_1 250 2
rmc50_1 251 2
rmc50_1 252 1
rmc50_1 253 2
rmc50_1 254 2
rmc50_1 255 2
rmc50_1 256 2
rmc50_1 257 1
rmc50_1 258 2
rmc50_1 259 3
rmc50_1 260 7
rmc50_1 261 10
rmc50_1 262 4
rmc50_1 263 2
rmc50_1 264 1
rmc50_1 265 2
rmc50_1 266 2
rmc50_1 267 4
rmc50_1 268 6
rmc50_1 269 1
rmc50_1 270 2
rmc50_1 271 2
rmc50_1 272 2
rmc50_1 273 2
rmc50_1 274 2
rmc50_1 275 2
rmc50_1 276 2
rmc50_1 277 2
rmc50_1 278 4
rmc50_1 279 10
rmc50_1 280 11
rmc50_1 281 1
rmc50_1 282 2
rmc50_1 283 2
rmc50_1 284 2
rmc50_1 285 1
rmc50_1 286 2
rmc50_1 287 1
rmc50_1 288 2
rmc50_1 289 4
rmc50_1 290 2
rmc50_1 291 2
rmc50_1 292 2
rmc50_1 293 2
rmc50_1 294 2
rmc50_1 295 2
rmc50_1 296 2
rmc50_1 297 2
rmc50_1 298 2
rmc50_1 299 2
rmc50_1 300 2
rmc50_1 301 2
rmc50_1 302 1
rmc50_1 303 2
rmc50_1 304 2
rmc50_1 305 2
rmc50_1 306 2
rmc50_1 307 2
rmc50_1 308 4
rmc50_1 309 7
rmc50_1 310 10
rmc50_1 311 4
rmc50_1 312 2
rmc50_1 313 2
rmc50_1 314 2
rmc50_1 315 2
rmc50_1 316 2
rmc50_1 317 2
rmc50_1 318 2
rmc50_1 319 2
rmc50_1 320 2
rmc50_1 321 2
rmc50_1 322 1
rmc50_1 323 2
rmc50_1 324 2
rmc50_1 325 3
rmc50_1 326 15
rmc50_1 327 8
rmc50_1 328 1
rmc50_1 329 2
rmc50_1 330 2
rmc50_1 331 2
rmc50_1 332 1
rmc50_1 333 2
rmc50_1 334 2
rmc50_1 335 2
rmc50_1 336 2
rmc50_1 337 4
rmc50_1 338 3
rmc50_1 339 7
rmc50_1 340 10
rmc50_1 341 4
rmc50_1 342 6
rmc50_1 343 1
rmc50_1 344 2
rmc50_1 345 2
rmc50_1 346 3
rmc50_1 347 9
rmc50_1 348 1
rmc50_1 349 2
rmc50_1 350 4
rmc50_1 351 11
rmc50_1 352 16
rmc50_1 353 4
rmc50_1 354 6
rmc50_1 355 1
rmc50_1 356 2
rmc50_1 357 2
rmc50_1 358 2
rmc50_1 359 4
rmc50_1 360 7
rmc50_1 361 3
rmc50_1 362 9
rmc50_1 363 2
rmc50_1 364 2
rmc50_1 365 2
rmc50_1 366 2
rmc50_1 367 2
rmc50_1 368 2
rmc50_1 369 5
rmc50_1 370 2
rmc50_1 371 5
rmc50_1 372 2
rmc50_1 373 2
rmc50_1 374 2
rmc50_1 375 2
rmc50_1 376 2
rmc50_1 377 2
rmc50_1 378 2
