LIT101 LIT301 LIT401 LS601 LS602
654.656626834 650.294574092 653.893204823 654.530473761 650.302131617
654.656626834 649.873879648 654.234353526 654.893436724 650.338427913
654.656626834 649.442398166 654.584354092 655.263807095 650.37546495
654.656626834 649.010916685 654.934354658 655.634177465 650.412501987
654.656626834 648.579435203 655.284355224 656.004547835 650.449539024
654.656626834 648.147953722 655.634355789 656.374918206 650.486576061
654.656626834 647.71647224 655.984356355 656.745288576 650.523613098
654.656626834 647.284990759 656.33445877 657.113807095 650.56046495
654.656626834 646.853509277 656.684459336 657.484177465 650.597501987
654.656626834 646.422027796 657.034459902 657.854547835 650.634539024
654.656626834 645.990546314 657.384460468 658.224918206 650.671576061
654.656626834 645.559064833 657.734461033 658.595288576 650.708613098
654.656626834 645.127583351 658.084461599 658.965658947 650.745650135
654.656626834 644.69610187 658.434564014 659.334177465 650.782501987
654.656626834 644.264620388 658.78456458 659.704547835 650.819539024
654.656626834 643.833138907 659.134565146 660.074918206 650.856576061
654.656626834 643.401657425 659.484565712 660.445288576 650.893613098
654.656626834 642.970175944 659.834566277 660.815658947 650.930650135
654.656626834 642.538694462 660.184566843 661.186029317 650.967687172
654.656626834 642.107212981 660.534669258 661.554547835 651.004539024
654.656626834 641.6757315 660.884669824 661.924918206 651.041576061
654.656626834 641.244250018 661.23467039 662.295288576 651.078613098
654.656626834 640.812768537 661.584670956 662.665658946 651.115650135
654.656626834 640.381287055 661.934671521 663.036029317 651.152687172
654.656626834 639.949805574 662.284672087 663.406399687 651.189724209
654.656626834 639.518324092 662.634774502 663.774918206 651.226576061
654.656626834 639.086842611 662.984775068 664.145288576 651.263613098
654.656626834 638.655361129 663.334775634 664.515658946 651.300650135
654.656626834 638.223879648 663.6847762 664.886029317 651.337687172
654.656626834 637.792398166 664.034776766 665.256399687 651.374724209
654.656626834 637.360916684 664.384777331 665.626770057 651.411761246
654.656626834 636.929435203 664.734879746 665.995288576 651.448613098
654.656626834 636.497953721 665.084880312 666.365658946 651.485650135
654.656626834 636.06647224 665.434880878 666.736029317 651.522687172
654.656626834 635.634990758 665.784881444 667.106399687 651.559724209
654.656626834 635.203509277 666.13488201 667.476770057 651.596761246
654.656626834 634.772027795 666.484882576 667.847140428 651.633798283
654.656626834 634.340546314 666.83498499 668.215658946 651.670650135
654.656626834 633.909064832 667.184985556 668.586029317 651.707687172
654.656626834 633.477583351 667.534986122 668.956399687 651.744724209
654.656626834 633.046101869 667.884986688 669.326770057 651.781761246
654.656626834 632.614620388 668.234987254 669.697140428 651.818798283
654.656626834 632.183138906 668.58498782 670.067510798 651.85583532
654.656626834 631.751657425 668.935090234 670.436029316 651.892687172
654.656626834 631.320175943 669.2850908 670.806399687 651.929724209
654.656626834 630.888694462 669.635091366 671.176770057 651.966761246
654.656626834 630.45721298 669.985091932 671.547140428 652.003798283
654.656626834 630.025731499 670.335092498 671.917510798 652.04083532
654.656626834 629.594250017 670.685093064 672.287881168 652.077872357
654.656626834 629.162768536 671.035195479 672.656399687 652.114724209
654.656626834 628.731287054 671.385196044 673.026770057 652.151761246
654.656626834 628.299805573 671.73519661 673.397140427 652.188798283
654.656626834 627.868324091 672.085197176 673.767510798 652.22583532
654.656626834 627.43684261 672.435197742 674.137881168 652.262872357
654.656626834 627.005361128 672.785198308 674.508251539 652.299909394
654.656626834 626.573879647 673.135300723 674.876770057 652.336761246
654.656626834 626.142398165 673.485301288 675.247140427 652.373798283
654.656626834 625.710916684 673.835301854 675.617510798 652.41083532
654.656626834 625.279435202 674.18530242 675.987881168 652.447872357
654.656626834 624.847953721 674.535302986 676.358251538 652.484909394
